# t 	dNdt (2to2) 	error (2to2) 	dNdt (Brems) 	error (Brems) 
18.75	0.0256283791391	0.000113636736867	1.13085149452e-05	2.60843652743e-07
19.25	0.0241054301592	0.000112795747888	1.04835017228e-05	2.73195524667e-07
19.75	0.0230170808299	0.000112111182357	9.62701749482e-06	4.75626899313e-07
20.25	0.0221148230679	0.000104761415187	7.66470636509e-06	2.16255586204e-07
20.75	0.0214959068347	0.000102402068017	6.97654119471e-06	2.26225887235e-07
21.25	0.0202789684131	0.000100893830324	6.59362687565e-06	2.44414651234e-07
21.75	0.0193720965554	0.000100078058616	5.93466522006e-06	2.23071849585e-07
22.25	0.0183532039485	9.84492258174e-05	5.10393136111e-06	2.10284897137e-07
22.75	0.0170140954689	9.55617855355e-05	4.49390949457e-06	1.64791594568e-07
23.25	0.0160696222479	9.55994010242e-05	3.8444772562e-06	1.61801381492e-07
23.75	0.0152586801386	9.40098063617e-05	3.45114901268e-06	1.31217855525e-07
24.25	0.0146161213317	8.65813583389e-05	3.32315270748e-06	1.85877623444e-07
24.75	0.0141467639617	8.43328431639e-05	2.77424030242e-06	1.2417756777e-07
25.25	0.0134979944148	8.71189377649e-05	2.64692923032e-06	1.12100991691e-07
25.75	0.0128570988462	8.49132708957e-05	2.54230071259e-06	1.36220513607e-07
26.25	0.0122121381366	8.14318617594e-05	2.2615523197e-06	1.50568619382e-07
26.75	0.0115315192307	7.65160795727e-05	1.95924739943e-06	8.47490935702e-08
27.25	0.0108516312924	7.71334071547e-05	1.8808953127e-06	9.62843973769e-08
27.75	0.0103497260276	8.0183118659e-05	1.74058209521e-06	9.38005439956e-08
28.25	0.00957622898048	7.17855550142e-05	1.74352432608e-06	1.36593719622e-07
28.75	0.00915019508525	6.71933721826e-05	1.39729844875e-06	6.3974772838e-08
29.25	0.00869752009803	6.54570545401e-05	1.45109156649e-06	9.91607418268e-08
29.75	0.00860316291547	6.56559295972e-05	1.31364964635e-06	8.19093122236e-08
30.25	0.00834493056984	6.64373419706e-05	1.41724950279e-06	1.06269066741e-07
30.75	0.00797318062024	6.57214094064e-05	1.09996310319e-06	7.67426299546e-08
31.25	0.0076600973606	6.46199871616e-05	1.11246127458e-06	7.38893390523e-08
31.75	0.00734414324087	6.22666292544e-05	8.76507493034e-07	5.0040900325e-08
32.25	0.00689062184546	6.18134445066e-05	9.59712798675e-07	6.29366533696e-08
32.75	0.00658496679312	6.11313258406e-05	9.39056651377e-07	7.17771443844e-08
33.25	0.00627057454216	5.84609269243e-05	7.40234601272e-07	4.57646122141e-08
33.75	0.00588006084255	5.47774760308e-05	7.68476764254e-07	5.73932675784e-08
34.25	0.00571095123031	5.93131621425e-05	7.05652725472e-07	5.56774464095e-08
34.75	0.00550996748759	5.69845343638e-05	5.90829826936e-07	4.97883421653e-08
35.25	0.00516717462281	5.24454020105e-05	5.69327139896e-07	4.5945727462e-08
35.75	0.00507859227022	5.00281606527e-05	5.96288555288e-07	5.44512070015e-08
36.25	0.00504522515488	5.26253688037e-05	5.45328290099e-07	4.0953823957e-08
36.75	0.00481893287717	5.13614020285e-05	5.45226222711e-07	4.84354537067e-08
37.25	0.00472769685114	5.14799326213e-05	4.9842284548e-07	4.88778380131e-08
37.75	0.00467454995396	5.21145096301e-05	4.69179531029e-07	5.05201879585e-08
38.25	0.00438434066498	4.8120871438e-05	4.87789265004e-07	5.75470623051e-08
38.75	0.0042911266487	4.69413630501e-05	3.76967644054e-07	2.67975371344e-08
39.25	0.00411409859094	4.66482010091e-05	3.81342691478e-07	3.6364204666e-08
39.75	0.00388012201566	4.52547197083e-05	3.78947754466e-07	3.56755030116e-08
40.25	0.00371726096565	4.41936480751e-05	2.72626735553e-07	2.11187916736e-08
40.75	0.00356802942141	4.39417948564e-05	3.00747024373e-07	4.59428626805e-08
41.25	0.00339359267477	4.04680625425e-05	3.46836595326e-07	3.71154206759e-08
41.75	0.00334452218216	4.40776370633e-05	3.88236127284e-07	5.06042629106e-08
42.25	0.00317930677992	3.94459589634e-05	3.34414546331e-07	6.07324839871e-08
42.75	0.00302133194845	3.85484756644e-05	2.87382330704e-07	3.01347102708e-08
43.25	0.00292110624108	3.84657356753e-05	2.77397203499e-07	3.60739283906e-08
43.75	0.00280741739862	3.50362769211e-05	2.40538777858e-07	3.12266511536e-08
44.25	0.00281618593279	3.91835397632e-05	2.26861823552e-07	2.61567840672e-08
44.75	0.00288060966739	3.75987312772e-05	2.4680789119e-07	2.76443737272e-08
45.25	0.00271837153822	3.74304293859e-05	1.61966702222e-07	1.64840988387e-08
45.75	0.00262757492606	3.76346337195e-05	2.44900794354e-07	4.34444458086e-08
46.25	0.00262133021666	3.58060155481e-05	1.54640101074e-07	1.93004753719e-08
46.75	0.00254325819697	3.5673122932e-05	1.93545854794e-07	2.2693161133e-08
47.25	0.00247956482547	3.36892946489e-05	1.71286686011e-07	3.53249336742e-08
47.75	0.00229302217454	3.34730605653e-05	1.68457422203e-07	2.05040287454e-08
48.25	0.00226303438093	3.36334587976e-05	1.99337061894e-07	3.06227737728e-08
48.75	0.0022492886691	3.42101746991e-05	1.50290516979e-07	1.95574767157e-08
49.25	0.00211801770915	3.38226634797e-05	1.68931534334e-07	3.15663653014e-08
49.75	0.00207811270681	3.34337477835e-05	1.61805953345e-07	2.08471970184e-08
50.25	0.00206221297879	3.30051533189e-05	1.42742747191e-07	2.49284048132e-08
50.75	0.00191617866115	2.98362019455e-05	1.39221154457e-07	2.75663413546e-08
51.25	0.00189108592967	3.26334226772e-05	1.28726597728e-07	1.97140020867e-08
51.75	0.00176860036853	2.95490079478e-05	1.7274818789e-07	3.56325926204e-08
52.25	0.00176683731495	3.14231670471e-05	1.19892312383e-07	1.84165766762e-08
52.75	0.00167631041186	2.96863271897e-05	9.47876962809e-08	1.85896242581e-08
53.25	0.00159404465387	2.88607695799e-05	1.29911738943e-07	2.31445462049e-08
53.75	0.00163982735487	3.08874165337e-05	1.07594572808e-07	1.43783864937e-08
54.25	0.00157110238492	2.76616430777e-05	1.52266393994e-07	3.75580744365e-08
54.75	0.00154933230516	2.65710192367e-05	1.4878441911e-07	3.72747362945e-08
55.25	0.00160687638747	2.91331876465e-05	7.85647217502e-08	1.22957811364e-08
55.75	0.00150938950425	2.76287445726e-05	1.62055743326e-07	3.58298853304e-08
56.25	0.00149872894847	2.77506541728e-05	7.54329266429e-08	1.39931975297e-08
56.75	0.00142956789611	2.58543320012e-05	7.92914537599e-08	1.19466759604e-08
57.25	0.00142477314622	2.68506360323e-05	8.8670620608e-08	1.87811898298e-08
57.75	0.00136355620714	2.58374023849e-05	7.90217712354e-08	2.16066647979e-08
58.25	0.00139065400395	2.75858056874e-05	6.29173650233e-08	1.18413977909e-08
58.75	0.00130992349698	2.55791086779e-05	7.78263053012e-08	1.52226459359e-08
59.25	0.00126906382246	2.67668366711e-05	8.15326171277e-08	3.05846083119e-08
59.75	0.0012215212211	2.39683522674e-05	7.52344353551e-08	1.23572078195e-08
60.25	0.00121159468498	2.51293934939e-05	6.48040080236e-08	9.88137576875e-09
60.75	0.00112976430045	2.36897894174e-05	5.35875396303e-08	8.34376733419e-09
61.25	0.00111673703479	2.37658258925e-05	1.09055555226e-07	3.55921396127e-08
61.75	0.00106205937317	2.33334040963e-05	6.70138896879e-08	1.50957731324e-08
62.25	0.00103937441305	2.39128080536e-05	5.8934852633e-08	1.08004743914e-08
62.75	0.000990174936613	2.32985433558e-05	4.01089175486e-08	9.3101700134e-09
63.25	0.000938318848329	2.29632264612e-05	5.46624068937e-08	1.05593929955e-08
63.75	0.000955974997599	2.21485125308e-05	3.89758541238e-08	8.1288699165e-09
64.25	0.000927510300897	2.27375200204e-05	4.09330392111e-08	7.05234029657e-09
64.75	0.000895014583201	2.07080076713e-05	4.52938909182e-08	1.08773463866e-08
65.25	0.000870955113173	2.19292415487e-05	3.47812785972e-08	1.06277943371e-08
65.75	0.000834539737221	2.06830319295e-05	5.47221895674e-08	1.42147543515e-08
66.25	0.000829804906774	2.14388240147e-05	4.87059493321e-08	1.5107672533e-08
66.75	0.000768410823697	1.99469714773e-05	3.67786246329e-08	1.88043588064e-08
67.25	0.000752051279117	1.81348747183e-05	5.67706464325e-08	1.5741988921e-08
67.75	0.000764679024192	2.1004358636e-05	4.71041015012e-08	8.60780561685e-09
68.25	0.000775654355145	2.11770070323e-05	3.19368591434e-08	7.55697432975e-09
68.75	0.000755739060841	1.9029956026e-05	3.92183430483e-08	1.04761884262e-08
69.25	0.000735337814446	1.9755667447e-05	3.32047882321e-08	6.48970819756e-09
69.75	0.000724891498098	1.78764850249e-05	3.33508045504e-08	7.2686929585e-09
70.25	0.000690597668763	1.89162281805e-05	3.40812793155e-08	1.02045909021e-08
70.75	0.000674736824306	1.74109096606e-05	3.46299160646e-08	1.08201540949e-08
71.25	0.000660435946328	1.85950596081e-05	4.586669822e-08	1.230205185e-08
71.75	0.0007014302852	1.95101810753e-05	3.87677730449e-08	1.73810493072e-08
72.25	0.000673612160289	1.90946704231e-05	4.46325879764e-08	1.16833480018e-08
72.75	0.000600101721228	1.74819839406e-05	3.29221187685e-08	8.91419564897e-09
73.25	0.000602399455337	1.79368887318e-05	4.1006119343e-08	1.01165124174e-08
73.75	0.000591472817533	1.83028839451e-05	2.85812091503e-08	9.93782753118e-09
74.25	0.000540836967632	1.64372601338e-05	4.214901482e-08	1.06744479914e-08
74.75	0.000555465377269	1.79307000629e-05	3.53362700351e-08	1.0201340746e-08
75.25	0.000490575939434	1.50530799563e-05	2.31308377291e-08	6.04245699241e-09
75.75	0.000489339106714	1.55714515405e-05	1.8809499644e-08	4.98517161574e-09
76.25	0.000474176321789	1.62365389362e-05	2.68534887631e-08	6.72624075253e-09
76.75	0.000477979682873	1.66841552465e-05	3.13395748233e-08	1.03671037684e-08
77.25	0.000451659868881	1.4791361734e-05	3.31044838735e-08	9.07488468394e-09
77.75	0.00043863121492	1.49137811206e-05	2.31744327198e-08	4.70101011979e-09
78.25	0.000425230047916	1.48296195948e-05	1.8200814022e-08	4.46765211271e-09
78.75	0.000414795430386	1.53425307735e-05	4.00671547012e-08	1.56616003612e-08
79.25	0.000386932526972	1.47320046972e-05	1.53943129272e-08	4.92430133216e-09
79.75	0.000367745348023	1.38019608735e-05	1.27560835486e-08	3.53850891003e-09
80.25	0.000360590718939	1.41358007681e-05	1.78715704347e-08	6.07308838515e-09
80.75	0.000356990305226	1.61345724355e-05	7.79747935054e-09	1.67324981259e-09
81.25	0.0003420456022	1.42561737717e-05	2.84893502746e-08	1.49862065313e-08
81.75	0.000335722550575	1.48387245015e-05	3.12408190865e-08	1.4796800473e-08
82.25	0.000329012048253	1.34635819677e-05	2.99978382198e-08	1.74676467853e-08
82.75	0.000304648594677	1.35592901192e-05	4.4211088716e-08	1.84372489833e-08
83.25	0.000275429167553	1.23605682793e-05	2.55194358264e-08	1.22103691228e-08
83.75	0.00028316086124	1.30846920391e-05	4.03140260228e-08	1.65019378215e-08
84.25	0.000267639479115	1.14646158059e-05	1.67940196671e-08	8.11231421691e-09
84.75	0.000274822620678	1.30224069907e-05	1.16956153639e-08	3.90693324572e-09
85.25	0.000225334402926	1.06867508911e-05	3.89933258504e-08	2.45079833286e-08
85.75	0.000245523562881	1.25214724433e-05	2.46384107433e-08	1.31856569652e-08
86.25	0.000215062272851	1.0097027144e-05	3.63784328587e-08	1.74547722631e-08
86.75	0.000242509713995	1.41717150687e-05	1.91889281626e-08	5.40312775039e-09
87.25	0.000233116249608	1.26331197795e-05	1.04608140371e-08	3.46694050444e-09
87.75	0.000234922663243	1.19228118103e-05	1.01581373553e-08	3.35214941361e-09
88.25	0.000194711720837	1.00560413453e-05	1.49247180453e-08	5.96755000953e-09
88.75	0.000209617519968	1.32520482683e-05	2.53237436632e-08	8.99941980533e-09
89.25	0.000214721298331	1.19781311111e-05	1.15189909237e-08	4.34976726229e-09
89.75	0.000192243813692	1.15624955762e-05	1.46282816965e-08	5.90469714892e-09
90.25	0.000188168061526	9.95187181619e-06	1.25766583044e-08	3.94253682329e-09
90.75	0.000164214250623	9.04195222665e-06	2.04843733774e-08	9.09125890323e-09
91.25	0.000156407123518	9.24418986573e-06	6.20251738416e-09	1.32287602455e-09
91.75	0.000151164664428	8.88470155302e-06	1.33855075736e-08	5.42619830774e-09
92.25	0.000179190664038	1.10537509109e-05	8.06594982271e-09	3.17828999696e-09
92.75	0.000145704544455	8.85072481767e-06	1.12300328988e-08	3.32289643402e-09
93.25	0.000166377402544	1.13226883787e-05	1.03277534e-08	5.36081300178e-09
93.75	0.000144543021396	9.04382502992e-06	6.69983109086e-09	2.86984057305e-09
94.25	0.000136376281704	8.65858876174e-06	1.27186477359e-08	6.00363700499e-09
94.75	0.0001283964089	8.44014986924e-06	1.19326871763e-08	4.1758108216e-09
95.25	0.000127157436173	8.80239275784e-06	9.37873798563e-09	5.02873469867e-09
95.75	0.000110372852448	8.27265265418e-06	1.61625818163e-08	8.25489865603e-09
96.25	0.000135955921065	1.13230734853e-05	4.90042613654e-09	1.28373489041e-09
96.75	0.000115166109226	8.29502146177e-06	1.02866162878e-08	4.9786415497e-09
97.25	0.000109246752195	8.04392393596e-06	4.42260569628e-08	2.74170459806e-08
97.75	0.000105349883731	8.22445529122e-06	1.34062711793e-08	5.39902342427e-09
98.25	9.85769643508e-05	7.35279558174e-06	5.43444740613e-09	2.27881012514e-09
98.75	9.04448933743e-05	7.2956923718e-06	6.91360533979e-09	4.27394520229e-09
99.25	0.000102231986812	8.23526492987e-06	6.20162744175e-09	3.18359706172e-09
99.75	8.77433370907e-05	7.5525305682e-06	7.60675395351e-09	4.10753048479e-09
