# t 	dNdt (2to2) 	error (2to2) 	dNdt (Brems) 	error (Brems) 	 (for pT in [0,1]) 
2.5	0.000245438491768	2.69253367704e-06	0.0106788845319	4.48693186601e-05
7.5	0.00484609970311	1.28129906648e-05	0.194952650897	0.000194606279911
12.5	0.0232899401234	3.1045910185e-05	0.650865950265	0.00032857427129
17.5	0.026313572461	3.45347281192e-05	0.545700841998	0.000292730546557
22.5	0.0171811692362	3.0181479727e-05	0.306031220976	0.000200189226316
27.5	0.0104958127002	2.49572562066e-05	0.169574391134	0.00013649247586
32.5	0.00672994783188	1.92751048494e-05	0.102325418026	0.00010240539944
37.5	0.00458089600221	1.60970205626e-05	0.0674480694029	7.79245021633e-05
42.5	0.00314788943637	1.2787591271e-05	0.0442571739968	6.35120431518e-05
47.5	0.00238943454197	1.09332746315e-05	0.0338164318308	4.94662703979e-05
52.5	0.00173796590678	9.19565415808e-06	0.0232543464953	4.01006081915e-05
57.5	0.00139774512947	8.65540783414e-06	0.0192729518252	3.79779831213e-05
62.5	0.00102426193269	7.28823264017e-06	0.0132117500401	2.9279178584e-05
67.5	0.000779387194196	6.46737511671e-06	0.0103742867735	2.65774453539e-05
72.5	0.000628233516626	5.73898740575e-06	0.00794173524166	2.25419833527e-05
77.5	0.000440901270107	4.91669540923e-06	0.00516689681125	1.7404965058e-05
82.5	0.000312426563634	4.18451541385e-06	0.00344260762134	1.30763976672e-05
87.5	0.000220257164863	3.8697784856e-06	0.00235170948229	1.06105523437e-05
92.5	0.000155639172643	2.96700771313e-06	0.00159263190766	8.65331652244e-06
97.5	0.000107778051993	2.67248831876e-06	0.00109330247907	6.3606215414e-06
102.5	7.2475884547e-05	2.17198237984e-06	0.000755283585528	5.27052561093e-06
107.5	5.67267266188e-05	1.96062529131e-06	0.000530540155056	4.01671453625e-06
112.5	4.0722415394e-05	1.66623328638e-06	0.000382169041477	3.48836715527e-06
117.5	2.9721018977e-05	1.42525899812e-06	0.000273523922524	2.62647799026e-06
122.5	1.97675951936e-05	1.18825824832e-06	0.000203628985592	2.29457793857e-06
127.5	1.9896313528e-05	1.19130841524e-06	0.000145959565817	1.72336040494e-06
132.5	1.21812373978e-05	8.83014196526e-07	0.000112680818298	1.54014002355e-06
137.5	9.4342207912e-06	7.56090741555e-07	8.44754207042e-05	1.19158743351e-06
142.5	8.1072813049e-06	6.85525732096e-07	6.85520255861e-05	1.08183378101e-06
147.5	6.63576460145e-06	6.78596684894e-07	5.26781719294e-05	8.72316653269e-07
152.5	5.2272884245e-06	6.98514950244e-07	4.27387966726e-05	7.31649262664e-07
157.5	3.05643305895e-06	3.82054264925e-07	3.45717745202e-05	6.46205349713e-07
162.5	2.92826496442e-06	3.95468211611e-07	2.80606930965e-05	5.00005869379e-07
167.5	2.34612175273e-06	4.08100300637e-07	2.41319123677e-05	5.08582391585e-07
172.5	2.21785970993e-06	3.68859779558e-07	1.9147462466e-05	4.06614769304e-07
177.5	1.52056544887e-06	2.91566227545e-07	1.61466165364e-05	3.92232636487e-07
182.5	2.08991116597e-06	3.94527795898e-07	1.41615235514e-05	4.07624415053e-07
187.5	1.21171320286e-06	2.34536291425e-07	1.13085149452e-05	2.60843652743e-07
192.5	1.17696137007e-06	2.77392963984e-07	1.04835017228e-05	2.73195524667e-07
197.5	7.0578038115e-07	1.31952241423e-07	9.62233455109e-06	4.75508889954e-07
202.5	1.25089662827e-06	3.20717591307e-07	7.66470636509e-06	2.16255586204e-07
207.5	8.46057039556e-07	2.12248521713e-07	6.97654119471e-06	2.26225887235e-07
212.5	7.3730557277e-07	2.83958285525e-07	6.59276824854e-06	2.44376687628e-07
217.5	6.29632974799e-07	1.99246878653e-07	5.93466522006e-06	2.23071849585e-07
222.5	5.82007829904e-07	1.89070503462e-07	5.10393136111e-06	2.10284897137e-07
227.5	5.4133907865e-07	2.25319005879e-07	4.49390949457e-06	1.64791594568e-07
232.5	4.9208456308e-07	2.03422648251e-07	3.8444772562e-06	1.61801381492e-07
237.5	4.88592592606e-07	1.91761434063e-07	3.45114901268e-06	1.31217855525e-07
242.5	4.35723954058e-07	2.06302961344e-07	3.32315270748e-06	1.85877623444e-07
247.5	2.33932453077e-07	6.39380105392e-08	2.77424030242e-06	1.2417756777e-07
252.5	3.34769560654e-07	1.6220788016e-07	2.64692923032e-06	1.12100991691e-07
257.5	4.15501832104e-07	1.91737505878e-07	2.54230071259e-06	1.36220513607e-07
262.5	2.04514759888e-07	7.85046865081e-08	2.26142039437e-06	1.50555035836e-07
267.5	3.47923222537e-07	1.66842788814e-07	1.95924739943e-06	8.47490935702e-08
272.5	1.12821217137e-07	4.23878519081e-08	1.8808953127e-06	9.62843973769e-08
277.5	1.4323265007e-07	8.31405384881e-08	1.74058209521e-06	9.38005439956e-08
282.5	7.35649066398e-08	4.879953116e-08	1.74352432608e-06	1.36593719622e-07
287.5	9.65567756213e-08	6.05802161504e-08	1.39729844875e-06	6.3974772838e-08
292.5	4.51047551755e-08	1.87352379975e-08	1.45109156649e-06	9.91607418268e-08
297.5	5.90938828068e-08	3.77299622423e-08	1.31364964635e-06	8.19093122236e-08
302.5	4.7400360439e-08	2.43749218698e-08	1.41724950279e-06	1.06269066741e-07
307.5	1.29281114943e-07	1.03223760832e-07	1.09996310319e-06	7.67426299546e-08
312.5	1.56823221106e-07	1.46367057131e-07	1.11246127458e-06	7.38893390523e-08
317.5	6.0466144164e-08	3.68313061761e-08	8.76507493034e-07	5.0040900325e-08
