# t 	dNdt (2to2) 	error (2to2) 	dNdt (Brems) 	error (Brems) 
0.25	0.0	0.0	0.0129726676734	4.71217488554e-05
0.75	7.06767880524e-06	7.57899849658e-07	0.171902883035	0.000178412130516
1.25	3.9043416803e-05	2.61924753691e-06	0.327640111459	0.000236189152169
1.75	9.75687798314e-05	5.73434952101e-06	0.172214227406	0.000150514314815
2.25	0.000179720623482	7.07791546359e-06	0.0854569387292	9.7752482306e-05
2.75	0.000297675928459	8.92851707483e-06	0.0470607991457	6.48805474137e-05
3.25	0.000446744012406	1.01587020528e-05	0.0287183104085	4.81176292002e-05
3.75	0.000721678793862	1.37597092143e-05	0.0190678325467	4.02130914253e-05
4.25	0.00101910290461	1.74326248767e-05	0.0132191269858	3.14040377309e-05
4.75	0.00135545416416	1.91079997916e-05	0.00984111557726	2.73167267924e-05
5.25	0.00177367785535	2.23926372482e-05	0.00761827649662	2.2763639476e-05
5.75	0.00232585062935	2.90230804626e-05	0.00563079454678	1.84880344339e-05
6.25	0.00298165854916	3.04302183816e-05	0.00479699683842	1.71882491618e-05
6.75	0.00365071111	3.53994214947e-05	0.00360021255298	1.4030560127e-05
7.25	0.00440619694258	3.92777046898e-05	0.00321183395061	1.33735410666e-05
7.75	0.00550759475138	4.25960324291e-05	0.00245232174624	1.1017999015e-05
8.25	0.00744239999017	4.95245068775e-05	0.00217645952776	1.07727345972e-05
8.75	0.00933810845099	5.41261860637e-05	0.00187102449324	9.61643360863e-06
9.25	0.0112773498291	6.00242333813e-05	0.00149525654646	8.23065431503e-06
9.75	0.0137937618987	6.89512412437e-05	0.0014066728284	8.07621728304e-06
10.25	0.0155635097934	7.1757638467e-05	0.00120973679646	7.04392695111e-06
10.75	0.0165862472613	7.53220443314e-05	0.000994958049787	6.58595495437e-06
11.25	0.0168950224457	8.16740200038e-05	0.00092888721325	6.0381017333e-06
11.75	0.0169982328297	8.58348945071e-05	0.000879847764242	5.86314552137e-06
12.25	0.0165810625291	8.10096390207e-05	0.000718839962641	4.94720124481e-06
12.75	0.0164974554431	8.6882188873e-05	0.00062029574019	4.38304109949e-06
13.25	0.0156985692112	8.63283545914e-05	0.000590708667622	4.39256414036e-06
13.75	0.015103640138	8.2477268573e-05	0.000569623822241	4.25136428504e-06
14.25	0.0146945440524	8.27267019119e-05	0.000481908610548	4.09610783834e-06
14.75	0.0139630964338	7.7963329968e-05	0.000428108644527	3.58996515133e-06
15.25	0.0130691150129	8.08199235449e-05	0.000398677768833	3.51332815131e-06
15.75	0.0123872655441	7.50503274063e-05	0.00039321252425	3.40884623892e-06
16.25	0.0117310415675	7.66730707919e-05	0.000361304724968	3.2101961173e-06
16.75	0.0110807746971	7.13147168467e-05	0.000306474029939	2.99407392652e-06
17.25	0.0103533492651	7.46325443328e-05	0.00027769693752	2.71397332767e-06
17.75	0.00982728643798	7.36886819094e-05	0.000257003754749	2.51385995726e-06
18.25	0.00924457975211	6.739701034e-05	0.00025730126972	2.6037757388e-06
18.75	0.00877142060056	6.93474621313e-05	0.000253806402784	2.5599616364e-06
19.25	0.00837451047824	6.88998014021e-05	0.000220661352811	2.34648460989e-06
19.75	0.0076342338166	6.33222008624e-05	0.000191073025437	2.06952649207e-06
20.25	0.00727919620833	6.31095344396e-05	0.000183004541386	2.16840740316e-06
20.75	0.00677032089029	5.90050608847e-05	0.000172361549252	1.97827770844e-06
21.25	0.0065122288341	6.02655424985e-05	0.00016502538663	1.88502983578e-06
21.75	0.00614851176971	5.84245893883e-05	0.000165987239136	1.91334448643e-06
22.25	0.00568882400028	5.42827447417e-05	0.00016030325071	2.03344885518e-06
22.75	0.00533614629072	5.60782890125e-05	0.000139505616501	1.77470841755e-06
23.25	0.00494892207939	5.12814746538e-05	0.000128430108165	1.75360425177e-06
23.75	0.00475211428619	5.03985575856e-05	0.000116027365373	1.39636878841e-06
24.25	0.00462528084774	4.96453735831e-05	0.000110332920604	1.36768361275e-06
24.75	0.00436425941603	4.90413352821e-05	0.000109771501508	1.58163343451e-06
