# pT 	1/Nev dN/dpT (2to2) 	error (2to2) 	1/Nev dN/dpT (Brems) 	error (Brems) 
0.02	0.0758919264963	0.000718905088661	58.9177879692	0.0338490827563
0.06	0.223980597038	0.00116997928622	19.6689616183	0.0105158957199
0.1	0.354655985302	0.00136832982361	11.6444913497	0.00747168523385
0.14	0.444615939736	0.00147925522533	7.59743813067	0.00564344142828
0.18	0.49113737054	0.00145305660576	5.20185790332	0.00419902154779
0.22	0.498860394622	0.0013197851474	3.66031839538	0.0032916049667
0.26	0.477517236881	0.00121391950462	2.63603338543	0.00286343274967
0.3	0.443743432665	0.00104932032654	1.91727895914	0.00234487455587
0.34	0.403487721645	0.00100190708414	1.41590588542	0.0019994249554
0.38	0.361016175044	0.000810473649322	1.05723735404	0.00165780031087
0.42	0.320365698741	0.000716814601468	0.793204570271	0.00140508457835
0.46	0.28265014792	0.000617197917084	0.598442859562	0.00124979423336
0.5	0.247778327819	0.000537173536866	0.456423831938	0.00104038190718
0.54	0.215956067704	0.000473386096564	0.347739016362	0.000878076624797
0.58	0.188221859462	0.000408043153621	0.267458891235	0.00072917642257
0.62	0.164497883955	0.000386223240398	0.207013384422	0.000686657249099
0.66	0.143150774415	0.000332979276335	0.159181230956	0.000620282022901
0.7	0.124370844935	0.000290967296436	0.123878205295	0.000531807883844
0.74	0.108105678679	0.000257726844643	0.0961570017192	0.000472747224044
0.78	0.0946217669712	0.000249515079986	0.0746917918198	0.000393065413902
0.82	0.0817271608678	0.000216218737271	0.0585257733498	0.000357404478066
0.86	0.0711938967128	0.000189940245748	0.045830106112	0.00028613737466
0.9	0.0618664897857	0.00016856426723	0.0363280092751	0.000266365499042
0.94	0.0536234988202	0.000149510357628	0.0285342666273	0.000240406850271
0.98	0.0468821935516	0.000143704783851	0.0222708415152	0.000209021407941
1.02	0.0407387093146	0.000123760117698	0.0177322862274	0.000178530104455
1.06	0.0356292711166	0.0001115727483	0.0144027296735	0.000164282899716
1.1	0.0309520835952	9.94221189327e-05	0.0110141654551	0.000146053789056
1.14	0.0270377690342	8.90433422612e-05	0.00911460242657	0.000135842587242
1.18	0.0235963715526	7.95237700809e-05	0.00711242147214	0.000114690392193
1.22	0.0204875055781	7.37138381034e-05	0.00567853328683	0.000110276326747
1.26	0.0178908108734	6.55815921642e-05	0.00446785338885	9.19137443198e-05
1.3	0.0156113701706	6.21493255358e-05	0.00352555948129	8.36792972778e-05
1.34	0.0135913571984	5.43594506414e-05	0.00282894297672	7.3554024993e-05
1.38	0.0118865762947	4.94319896595e-05	0.00235168852659	6.92280247694e-05
1.42	0.010307997922	4.39627031471e-05	0.00194496694025	6.41437850441e-05
1.46	0.00904820048237	4.04463403546e-05	0.00150122400097	5.40634415352e-05
1.5	0.00786241049443	3.69783561013e-05	0.00129790958701	5.47701103718e-05
1.54	0.00692179632839	3.326254894e-05	0.00097103742359	4.0285089619e-05
1.58	0.00597057083489	2.98990176796e-05	0.00072836715404	3.6010994647e-05
1.62	0.00526641607406	3.03030128488e-05	0.000691990868873	3.95830380035e-05
1.66	0.00459570255703	2.691028018e-05	0.000485409132024	3.00664282063e-05
1.7	0.00398019709369	2.30924316389e-05	0.00035949465174	2.5612499138e-05
1.74	0.00348354954726	2.12589247755e-05	0.000327410242721	2.48152102035e-05
1.78	0.00303552083955	1.96302681181e-05	0.00031332521381	2.69597666082e-05
1.82	0.00265472396286	1.81437710673e-05	0.000205616939374	1.83545565851e-05
1.86	0.00233701411102	1.66604298544e-05	0.000177185531697	1.919208716e-05
1.9	0.00205525774806	1.54803850642e-05	0.000131728566036	1.63223373225e-05
1.94	0.00179265746965	1.43383708136e-05	0.000107853467019	1.51837206352e-05
1.98	0.00156121797823	1.34107597597e-05	9.15636397977e-05	1.28675530372e-05
2.02	0.00137326392075	1.32221227806e-05	0.000115242364313	1.9770399129e-05
2.06	0.00119219201342	1.06017662242e-05	7.67258367092e-05	1.48640920039e-05
2.1	0.00105130559509	1.00519844221e-05	4.47502363349e-05	7.81604891386e-06
2.14	0.000914629413812	8.97785542087e-06	4.87828382382e-05	1.0891044109e-05
2.18	0.000809223732532	8.55336765785e-06	3.88989797625e-05	1.01195168781e-05
2.22	0.000703002283872	8.56687967564e-06	2.90830576524e-05	6.98750905063e-06
2.26	0.000612709388914	7.22312640189e-06	2.34162640785e-05	7.43890556906e-06
2.3	0.00053807440739	6.81483273685e-06	1.63944747697e-05	5.77270199307e-06
2.34	0.000470800879497	6.58645292327e-06	2.20835597885e-05	9.62829005686e-06
2.38	0.000403369996481	5.39425086453e-06	2.04363293262e-05	9.33432402876e-06
2.42	0.000363113562886	5.89041526514e-06	1.49502599526e-05	9.23269127046e-06
2.46	0.000314467498814	4.96155751071e-06	6.73194501846e-06	5.42863028386e-06
2.5	0.00028142272177	4.80407132393e-06	6.58517256197e-06	2.67817153366e-06
2.54	0.000239459525096	3.93713589136e-06	2.74211597749e-06	1.08189626263e-06
2.58	0.000220463545295	4.35186522866e-06	4.84901920221e-06	1.94654430157e-06
2.62	0.000186972123271	3.57922393268e-06	3.10411894232e-07	1.59068027741e-07
2.66	0.000161140811991	3.30725696209e-06	4.96345233995e-06	2.5117928256e-06
2.7	0.000142126187926	3.59168500425e-06	2.23424883455e-06	1.6536259968e-06
2.74	0.000119846214862	2.68551797426e-06	9.3333585646e-07	6.36509760068e-07
2.78	0.000109748435051	2.58564692249e-06	6.13760032199e-07	6.11152896967e-07
2.82	9.90048490471e-05	3.35865950893e-06	5.77676834667e-07	5.77417099491e-07
2.86	8.65623004492e-05	2.49873318249e-06	5.00903226658e-08	4.67918833653e-08
2.9	7.3713223127e-05	2.22004474089e-06	1.90849633105e-07	1.8908379543e-07
2.94	6.36605640684e-05	1.99969079817e-06	0.0	0.0
2.98	5.57064290241e-05	1.93139012528e-06	6.73858460971e-10	6.73858460971e-10
3.02	5.10349661829e-05	2.01261103662e-06	3.55197228765e-07	2.80884732321e-07
3.06	4.41361274567e-05	1.80085370028e-06	4.8613150068e-08	4.53095424071e-08
3.1	3.7649476393e-05	1.46294318946e-06	8.4476849875e-08	8.4476849875e-08
3.14	3.28945661314e-05	1.52913333084e-06	2.0743491089e-06	2.07104072086e-06
3.18	2.82389066726e-05	1.18147343756e-06	0.0	0.0
3.22	2.47824461491e-05	1.11360164713e-06	0.0	0.0
3.26	2.11545093568e-05	1.07797833287e-06	0.0	0.0
3.3	2.14509755389e-05	1.58431963418e-06	0.0	0.0
3.34	1.66408467872e-05	8.7822813546e-07	1.0341648991e-06	1.0341648991e-06
3.38	1.74867757247e-05	1.54011467707e-06	0.0	0.0
3.42	1.2499923382e-05	9.91024096811e-07	0.0	0.0
3.46	1.17683847251e-05	8.76300958454e-07	0.0	0.0
3.5	9.97269953971e-06	6.97872017533e-07	1.14973633478e-09	1.14973633478e-09
3.54	8.12221323019e-06	5.52544014137e-07	0.0	0.0
3.58	7.6538853697e-06	5.90302551312e-07	0.0	0.0
3.62	5.7605221252e-06	4.53939082627e-07	0.0	0.0
3.66	4.9834428144e-06	4.63189874383e-07	0.0	0.0
3.7	4.80779311718e-06	3.97723351275e-07	0.0	0.0
3.74	5.08864080583e-06	5.08567720311e-07	0.0	0.0
3.78	4.02849690897e-06	4.24299266494e-07	0.0	0.0
3.82	3.97082194447e-06	4.62227366817e-07	0.0	0.0
3.86	3.41211218339e-06	3.82649252089e-07	0.0	0.0
3.9	2.72776417704e-06	3.79497336826e-07	0.0	0.0
3.94	2.96721292672e-06	4.28208121098e-07	0.0	0.0
3.98	2.69516430374e-06	4.16112282984e-07	0.0	0.0
