#pt	yield	yield*vn_cos[1]	 yield*vn_sin[1]	yield*vn_cos[2]	 yield*vn_sin[2]	yield*vn_cos[3]	 yield*vn_sin[3]	yield*vn_cos[4]	 yield*vn_sin[4]	yield*vn_cos[5]	 yield*vn_sin[5]	yield*vn_cos[6]	 yield*vn_sin[6]
2.0000000000e-01	1.9879184185e-01	-3.0044020351e-04	8.8163149187e-04	1.3129559486e-03	2.2236424400e-03	2.6965646888e-04	1.2169352949e-03	1.2684197198e-05	1.0524439632e-04	-5.2591884003e-06	1.2629499593e-06	-1.9711802671e-06	4.4438258739e-06
4.0000000000e-01	2.0659946023e-02	-1.8879727739e-05	1.6629366487e-04	2.3871794354e-04	4.1302633882e-04	6.2464539423e-05	2.7934306611e-04	3.5684455161e-06	2.9802368153e-05	-2.3359239749e-06	4.1565405083e-07	-4.6062747766e-07	2.0286791373e-06
6.0000000000e-01	3.8257877264e-03	2.1281766073e-06	4.8329591589e-05	6.2554916637e-05	1.1070889586e-04	1.9274183823e-05	8.5693787092e-05	1.2153878942e-06	1.0358538704e-05	-8.7923198959e-07	1.6601331403e-07	-2.0850390785e-07	8.2788434707e-07
8.0000000000e-01	9.1936178058e-04	2.8092463190e-06	1.7058561583e-05	1.9255203389e-05	3.5163729489e-05	6.8861711840e-06	3.0332024644e-05	4.7571502274e-07	4.1230809876e-06	-3.7443833286e-07	7.7045284731e-08	-9.7696718309e-08	3.8459760707e-07
1.0000000000e+00	2.5664786057e-04	1.6852006146e-06	6.6104887315e-06	6.4232672164e-06	1.2231215074e-05	2.6422138855e-06	1.1487216049e-05	1.9668727678e-07	1.7485567253e-06	-1.6874862627e-07	3.8920605640e-08	-4.9617255365e-08	1.9074837107e-07
1.2000000000e+00	7.9005151328e-05	8.6619039413e-07	2.6875487418e-06	2.2429244780e-06	4.4988182788e-06	1.0535759103e-06	4.5038822042e-06	8.3070454109e-08	7.6267082604e-07	-7.7905714914e-08	2.0484694488e-08	-2.6018121427e-08	9.7198620467e-08
1.4000000000e+00	2.6055693412e-05	4.1929940398e-07	1.1225685503e-06	8.0601467588e-07	1.7189364873e-06	4.3012424953e-07	1.8018300627e-06	3.5189848766e-08	3.3673518781e-07	-3.6340612561e-08	1.0905838642e-08	-1.3745833477e-08	4.9740841041e-08
1.6000000000e+00	9.0445384242e-06	1.9717557376e-07	4.7692542490e-07	2.9525675421e-07	6.7538619775e-07	1.7848655654e-07	7.3061954865e-07	1.4846666937e-08	1.4947887766e-07	-1.7007919448e-08	5.7934963746e-09	-7.2229433908e-09	2.5293337700e-08
1.8000000000e+00	3.2662365272e-06	9.1306232572e-08	2.0505752104e-07	1.0958373508e-07	2.7115453568e-07	7.4990369232e-08	2.9930464753e-07	6.2156437415e-09	6.6528151693e-08	-7.9718475714e-09	3.0534276602e-09	-3.7566612050e-09	1.2726194277e-08
2.0000000000e+00	1.2172765487e-06	4.1926057538e-08	8.8985531982e-08	4.1029043434e-08	1.1076560607e-07	3.1828426876e-08	1.2366735564e-07	2.5775255868e-09	2.9659297704e-08	-3.7398222590e-09	1.5933793212e-09	-1.9307903330e-09	6.3296841870e-09
