# pT 	1/Nev dN/dpT (2to2) 	error (2to2) 	1/Nev dN/dpT (Brems) 	error (Brems) 
0.02	0.0775446943372	0.000705861769321	52.2070775291	0.0215867665426
0.06	0.22936471464	0.00117842808924	14.8869613377	0.0064442203767
0.1	0.363768372701	0.00144296116682	8.23317704083	0.004242451364
0.14	0.454003718924	0.00140940919851	5.12068102659	0.00283996919445
0.18	0.497221563416	0.0013875070011	3.37812047732	0.00230821871908
0.22	0.501507127203	0.00136952303404	2.31238990725	0.00173609643862
0.26	0.476119925012	0.00119859207547	1.62088682347	0.00145678863854
0.3	0.444041517936	0.00110637107499	1.16289234436	0.00121474403723
0.34	0.403105662838	0.000957617494464	0.843236003604	0.00093389213463
0.38	0.360840911419	0.00081870184497	0.619152585125	0.000817594964084
0.42	0.320436498491	0.000714621110605	0.459465677546	0.000640128938633
0.46	0.28126553813	0.000649593118721	0.343764366578	0.000571750967549
0.5	0.24658421444	0.000580554430436	0.258298921973	0.000493095391853
0.54	0.215586206576	0.000489725180104	0.195731420873	0.000412339712487
0.58	0.188330506695	0.000430205152599	0.149703212862	0.000360727287592
0.62	0.164467255968	0.00039719323416	0.114557986747	0.000303375483539
0.66	0.142803237726	0.000341408652779	0.0880249798456	0.000270985330977
0.7	0.124338301013	0.000303091408608	0.0680023463269	0.000226065862505
0.74	0.108264968405	0.000268806156402	0.0524444944744	0.000206216892855
0.78	0.0941377083715	0.000233756916354	0.0411262355856	0.000181014814619
0.82	0.0818088050723	0.000210063350368	0.0320430824764	0.000149778665409
0.86	0.0705754768045	0.000185062294995	0.0249762558566	0.000140823911105
0.9	0.0618830786595	0.000165667275247	0.0193661767753	0.000121577057449
0.94	0.0536237290877	0.000150614687909	0.0153536761397	0.000104982716086
0.98	0.0465287159076	0.000135620813529	0.012188820339	8.98591147188e-05
1.02	0.040556632569	0.000119310514919	0.00984190444868	8.29649686783e-05
1.06	0.0354086759172	0.000112087694119	0.00769098375285	7.11065895935e-05
1.1	0.0308219265998	9.68935865502e-05	0.00612350666664	6.74483323901e-05
1.14	0.0266737207059	8.60155138547e-05	0.00478292937359	5.77875943807e-05
1.18	0.0232804929589	8.36106203151e-05	0.00374803954278	4.8392588535e-05
1.22	0.0202585626299	7.40197369874e-05	0.00299647439133	4.34454484539e-05
1.26	0.0176950955291	6.26887185693e-05	0.00243043068094	3.98151728198e-05
1.3	0.0155237456183	5.85505995899e-05	0.00193831197105	3.7576400497e-05
1.34	0.0135418040176	5.56372919905e-05	0.00155068240152	3.22063601895e-05
1.38	0.0117679521573	4.90988352928e-05	0.00121215451957	2.88131749095e-05
1.42	0.0102267517612	4.43921590006e-05	0.00100071440003	2.6322027984e-05
1.46	0.00896546418862	3.88127281086e-05	0.000805086319361	2.21455789588e-05
1.5	0.00776879681799	3.42693247994e-05	0.000662146224034	2.14199675371e-05
1.54	0.00680975771272	3.25198057301e-05	0.000522434263991	1.80369447372e-05
1.58	0.00599084085095	3.2347229085e-05	0.000424694907975	1.62594902923e-05
1.62	0.00519847801227	2.66462333353e-05	0.000358316810089	1.50187664775e-05
1.66	0.0045267964985	2.29067685923e-05	0.00029498066792	1.35087091e-05
1.7	0.00395366288934	2.29749538009e-05	0.000212524268468	1.19971175452e-05
1.74	0.00345337904281	2.11901246229e-05	0.00017710904756	1.04890281775e-05
1.78	0.00300573333439	1.80975112786e-05	0.000150243551861	9.58566375483e-06
1.82	0.00262499533969	1.8287895823e-05	0.000129121373663	9.07643920849e-06
1.86	0.00233004961499	1.74945372846e-05	8.94472018895e-05	7.39845944415e-06
1.9	0.0020433459828	1.52666160219e-05	7.91061371417e-05	6.77128855496e-06
1.94	0.00177389792535	1.36203233813e-05	7.84360779747e-05	7.14767402232e-06
1.98	0.00152915502048	1.24757847953e-05	5.08490502094e-05	5.1217003689e-06
2.02	0.00136781674732	1.17315235466e-05	3.83908276145e-05	4.72889556444e-06
2.06	0.00118358905923	1.0446983588e-05	2.62130730105e-05	3.82272856057e-06
2.1	0.00103992551214	9.64095172701e-06	2.9036085663e-05	4.38305518564e-06
2.14	0.000911871690617	9.81974943799e-06	2.35529694805e-05	3.51866276796e-06
2.18	0.00079343720874	8.3629981766e-06	2.05376006451e-05	3.60827902526e-06
2.22	0.00070210933259	7.97352831258e-06	1.11737806998e-05	2.52813865707e-06
2.26	0.000626291009207	7.57068138521e-06	1.25219625962e-05	2.81275650763e-06
2.3	0.000538850486013	7.37678819631e-06	7.47900916457e-06	1.67830577876e-06
2.34	0.000471982002065	6.09797352659e-06	9.21276429337e-06	2.59674077141e-06
2.38	0.000409631517996	5.75558975141e-06	6.30827852136e-06	1.85404826835e-06
2.42	0.000362160371623	5.9370866975e-06	2.89461400598e-06	1.23127799097e-06
2.46	0.000317980156681	5.08035547233e-06	2.82677055239e-06	9.50316487209e-07
2.5	0.000284091699577	5.77964115878e-06	4.05976449634e-06	1.64663138948e-06
2.54	0.000236143239429	3.82889057001e-06	2.24316876094e-06	1.06548206359e-06
2.58	0.000211606882832	4.0674244623e-06	3.38359613877e-06	1.66567366711e-06
2.62	0.000183823462907	3.75274077028e-06	1.12543150127e-06	6.72190316419e-07
2.66	0.000168293446004	4.13625236647e-06	2.64530265313e-07	1.81494792041e-07
2.7	0.000142222312125	3.12912365325e-06	3.11558762914e-09	1.95547599156e-09
2.74	0.000124737337508	2.96642724278e-06	1.11353124814e-06	7.45226550463e-07
2.78	0.000114671465109	3.24602632322e-06	1.76886159842e-06	1.23916319376e-06
2.82	0.000103911518084	2.64223138998e-06	1.15001312709e-06	6.54379562912e-07
2.86	8.68088829366e-05	2.38206672022e-06	4.24882045746e-07	3.02002238582e-07
2.9	7.1898635257e-05	2.18463368895e-06	1.19613952105e-09	1.19613952105e-09
2.94	6.59031312396e-05	2.05644810237e-06	7.69482464157e-07	5.6676321415e-07
2.98	6.00662651566e-05	2.28787741742e-06	1.26436263893e-07	1.26436263893e-07
3.02	5.16184758225e-05	1.77658232089e-06	5.89323738357e-07	4.58590511766e-07
3.06	4.68327486223e-05	2.14368012458e-06	5.66091038643e-07	4.00310313142e-07
3.1	3.88003177647e-05	1.43620007917e-06	5.78347320492e-07	5.76419403844e-07
3.14	3.34885959364e-05	1.32591928587e-06	1.2398387578e-09	9.81226943196e-10
3.18	2.98206407625e-05	1.30028528209e-06	2.34974247592e-07	2.34974247592e-07
3.22	2.71711244343e-05	1.30024800063e-06	6.86108149113e-07	6.22965626967e-07
3.26	2.6549729945e-05	1.25187214242e-06	0.0	0.0
3.3	1.97664495233e-05	9.86162388199e-07	0.0	0.0
3.34	1.75181819579e-05	9.21488370797e-07	0.0	0.0
3.38	1.57923662418e-05	9.39041906503e-07	0.0	0.0
3.42	1.43214151624e-05	8.15742334803e-07	0.0	0.0
3.46	1.29079462009e-05	7.94603156407e-07	0.0	0.0
3.5	1.16871960648e-05	7.93979981411e-07	0.0	0.0
3.54	8.89542137469e-06	6.28152111674e-07	0.0	0.0
3.58	7.68423507948e-06	6.1321689943e-07	0.0	0.0
3.62	6.38625164733e-06	5.23497913381e-07	0.0	0.0
3.66	5.99850680939e-06	4.71822142131e-07	0.0	0.0
3.7	5.19306761728e-06	4.64211863979e-07	0.0	0.0
3.74	4.96992181932e-06	4.77725902972e-07	0.0	0.0
3.78	4.98984336909e-06	5.95715233927e-07	0.0	0.0
3.82	3.59722208758e-06	4.11914517418e-07	0.0	0.0
3.86	2.82657265814e-06	3.11460668168e-07	0.0	0.0
3.9	3.08322417734e-06	3.78875588795e-07	0.0	0.0
3.94	2.5109380485e-06	3.98368156762e-07	0.0	0.0
3.98	1.89464273688e-06	2.36152874569e-07	0.0	0.0
