#http://arxiv.org/pdf/0804.4168v2.pdf
#MB
1.17606 0.141133  0.0153485  0.0299764
1.68542 0.0162162  0.00201327  0.00322704
2.19144 0.00231514  0.000460845  0.000569122
2.69754 0.000530275  0.000139415  0.000146452
3.33822 0.00015278  3.38111e-05  3.60054e-05 
4.36991 2.00909e-05  8.14502e-06  4.01129e-06
