# t 	dNdt (2to2) 	error (2to2) 	dNdt (Brems) 	error (Brems) 
40.75	0.00363260042318	5.24884813979e-05	1.30348007683e-06	1.25311101144e-07
41.25	0.00337073804803	5.18282052289e-05	1.26317344671e-06	1.26984339125e-07
41.75	0.00337258122671	4.91180746999e-05	1.05435424553e-06	1.0308681013e-07
42.25	0.00321898622557	4.68979033171e-05	1.18931117144e-06	1.32476866163e-07
42.75	0.0030933716777	4.66420876333e-05	1.06122429058e-06	1.35357886861e-07
43.25	0.00299928103447	4.82135896529e-05	1.09255216504e-06	1.58449563405e-07
43.75	0.00290246152097	4.64869890304e-05	7.6965781465e-07	8.24545146835e-08
44.25	0.00287138193469	5.11115618924e-05	8.98136904273e-07	1.06984417927e-07
44.75	0.00279290339121	4.24790980906e-05	9.27720269662e-07	1.18766338717e-07
45.25	0.00282874491843	4.47690582617e-05	7.60884034332e-07	8.81416232453e-08
45.75	0.00266670801788	4.1964992731e-05	8.20429642979e-07	9.43275979117e-08
46.25	0.00260732147052	3.95591497117e-05	6.4392554115e-07	6.4506845157e-08
46.75	0.00257121411227	4.31133671895e-05	7.38842972185e-07	8.16911873328e-08
47.25	0.00255331749743	4.36260942396e-05	6.6620134586e-07	8.92882067187e-08
47.75	0.00243402395226	4.23220237037e-05	7.88048318927e-07	1.2677713562e-07
48.25	0.0022742421453	3.77486522466e-05	6.03638228104e-07	6.73064717435e-08
48.75	0.0023175713828	4.1331936131e-05	9.19253156625e-07	1.53369756522e-07
49.25	0.00216810446652	3.70667314175e-05	6.01664898015e-07	6.63886078842e-08
49.75	0.0020115378772	3.62862795487e-05	5.97479355855e-07	8.33251360754e-08
50.25	0.00203998390747	3.97371086805e-05	5.13295653281e-07	5.79104097712e-08
50.75	0.00191642375311	3.72386375605e-05	5.91501826747e-07	9.97984022482e-08
51.25	0.00187743857804	3.74939487412e-05	5.55016496979e-07	6.81829162469e-08
51.75	0.00179126395978	3.51375272212e-05	5.89381147388e-07	1.26454166646e-07
52.25	0.00176993579985	3.48731853243e-05	4.35753268777e-07	5.59321694714e-08
52.75	0.0017788428589	3.65503743125e-05	4.93223279621e-07	7.55323737304e-08
53.25	0.00172881060328	3.67743857287e-05	3.66181959907e-07	6.62673287636e-08
53.75	0.00161094876014	3.42975654424e-05	5.19029209141e-07	7.30302911283e-08
54.25	0.0015358557173	3.24208302407e-05	4.83969858611e-07	7.68137959473e-08
54.75	0.00157751836338	3.21976128524e-05	4.85598209008e-07	7.3915540912e-08
55.25	0.00154934095886	3.0961554124e-05	3.15696102911e-07	4.66542170676e-08
55.75	0.00151936480085	3.32724790084e-05	3.10974794245e-07	4.3318334406e-08
56.25	0.00155020494729	3.35217915466e-05	3.34800749216e-07	4.94510656625e-08
56.75	0.00149318910354	3.21493210618e-05	4.1807047405e-07	9.42851808629e-08
57.25	0.00143025307083	3.12091363178e-05	3.6800577269e-07	1.07877078425e-07
57.75	0.00138769742192	2.95041343176e-05	3.9542440829e-07	6.38378650166e-08
58.25	0.00134950410761	3.00433646439e-05	4.32484275535e-07	7.82321842759e-08
58.75	0.0013566501773	2.95503506061e-05	3.42393603852e-07	5.390483377e-08
59.25	0.00131294367668	3.07931945993e-05	2.46240376074e-07	3.49294119591e-08
59.75	0.00128662155008	2.98423316948e-05	3.787561312e-07	7.22532331023e-08
60.25	0.00118368738188	2.93342994264e-05	3.20888059626e-07	5.41171361061e-08
60.75	0.00117838617267	2.9421255256e-05	3.17578610093e-07	5.77873304551e-08
61.25	0.00112199959802	2.75127789636e-05	2.87450220258e-07	5.01360256042e-08
61.75	0.00105173584087	2.8140538248e-05	2.82935437863e-07	5.44697433396e-08
62.25	0.0010681340924	3.08182980788e-05	3.60544470213e-07	6.54788230751e-08
62.75	0.00104822694516	2.85273372847e-05	2.32436695696e-07	3.78429119861e-08
63.25	0.0010361435101	2.8018863995e-05	2.55294058236e-07	8.73284623435e-08
63.75	0.000971555670489	2.56580025213e-05	2.30693728834e-07	4.16437346443e-08
64.25	0.000959716804917	2.57340154417e-05	2.55390024183e-07	6.0977362713e-08
64.75	0.000882423631333	2.598622464e-05	2.73409183588e-07	7.26655319997e-08
65.25	0.000878575951463	2.5603509819e-05	2.4361170609e-07	4.73992732699e-08
65.75	0.000877851914308	2.61919656368e-05	2.0181497836e-07	3.65737973677e-08
66.25	0.000841478223294	2.50775878471e-05	2.40459794724e-07	6.5041951146e-08
66.75	0.000823481261887	2.55510599987e-05	3.37714333743e-07	7.2536140314e-08
67.25	0.000777929358644	2.2857735708e-05	1.93057659896e-07	3.51468191593e-08
67.75	0.000820503741471	2.24904660899e-05	1.59880058066e-07	2.96526889104e-08
68.25	0.000831364133387	2.39731808854e-05	2.47576318077e-07	8.09961473961e-08
68.75	0.000797759914263	2.35503173638e-05	2.20455821393e-07	7.09486053042e-08
69.25	0.000732669324062	2.14461644587e-05	2.11598141566e-07	4.7538074509e-08
69.75	0.000732985097376	2.14309847163e-05	2.33065267221e-07	4.12851344963e-08
70.25	0.000723017876838	2.18107962587e-05	2.1843441903e-07	4.91290566198e-08
70.75	0.000705823021822	2.30660972646e-05	9.58525170044e-08	2.07292618742e-08
71.25	0.000675473260898	2.09255713543e-05	2.69509574042e-07	7.23746554057e-08
71.75	0.000676838333664	2.23830958629e-05	1.39848932092e-07	3.24843377978e-08
72.25	0.000661857129772	2.07047198896e-05	2.30543894369e-07	8.19832668075e-08
72.75	0.000664144864965	2.21337700269e-05	1.42185842112e-07	3.00329623776e-08
73.25	0.000647161134574	2.08917737732e-05	1.21356706865e-07	2.9007393486e-08
73.75	0.000595145251685	1.89359258444e-05	1.76477358828e-07	3.52369519918e-08
74.25	0.000577904397831	2.1001568023e-05	1.29932786311e-07	2.85168690004e-08
74.75	0.000572440905099	1.97453247173e-05	8.6478990583e-08	1.95504889502e-08
75.25	0.000600261570684	2.27778966374e-05	1.28858133289e-07	3.41744458406e-08
75.75	0.000499013428777	1.85781101411e-05	1.49258983136e-07	5.21200345773e-08
76.25	0.00048795664896	1.94842702918e-05	1.14683069737e-07	2.13177898148e-08
76.75	0.00045524251265	1.76920097027e-05	9.56280549401e-08	2.19807683438e-08
77.25	0.000494836396618	2.00508114463e-05	8.34763976487e-08	1.78365669761e-08
77.75	0.000457480826858	1.88329713515e-05	1.29093309024e-07	4.15017507965e-08
78.25	0.00039708673113	1.69120510657e-05	7.85078547743e-08	2.64943240984e-08
78.75	0.000417741341828	1.90742821932e-05	6.83100638326e-08	1.74312755567e-08
79.25	0.000409187250446	1.66864735748e-05	9.96025722367e-08	1.9780803764e-08
79.75	0.000391476573468	1.76237268986e-05	1.2960007193e-07	2.7182965327e-08
80.25	0.000385399746865	1.7909516308e-05	7.89437233847e-08	1.91237757136e-08
80.75	0.000354572128673	1.61294632442e-05	1.25161853693e-07	3.52348196777e-08
81.25	0.000349126392545	1.51714507633e-05	1.13037887166e-07	2.95485975097e-08
81.75	0.000285944145279	1.24545063373e-05	1.19547749085e-07	5.00256962748e-08
82.25	0.000331767443004	1.63281758636e-05	8.52306833377e-08	2.36680908665e-08
82.75	0.000320707502431	1.55294687697e-05	7.3804447449e-08	1.85203032104e-08
83.25	0.000275646534343	1.31745102294e-05	1.05718416051e-07	2.59821187752e-08
83.75	0.000276699234099	1.35987890724e-05	8.96835010259e-08	2.50021996959e-08
84.25	0.000302250698587	1.78476219539e-05	9.24063520366e-08	2.1625711058e-08
84.75	0.000301757619131	1.7221765464e-05	9.45750042034e-08	2.31103818063e-08
85.25	0.00027808636011	1.47187875938e-05	5.02684781276e-08	1.57087480277e-08
85.75	0.000256819531299	1.41082323842e-05	6.51598505841e-08	1.5461179711e-08
86.25	0.000253521031292	1.46356972524e-05	8.30704367752e-08	2.46116009061e-08
86.75	0.000242467571636	1.50210862572e-05	5.83099426353e-08	1.34563198453e-08
87.25	0.000240899465123	1.50470565072e-05	7.92475554738e-08	4.35654071444e-08
87.75	0.000225207543279	1.35639939281e-05	2.79084907477e-08	7.50932345894e-09
88.25	0.000256225425204	1.50585223051e-05	4.85164205808e-08	1.19610040855e-08
88.75	0.0002139914169	1.3670853183e-05	5.3437124134e-08	1.92082460813e-08
89.25	0.000191684093083	1.12365135161e-05	4.57352960596e-08	1.61418521653e-08
89.75	0.000204603014684	1.24635135731e-05	8.82951573904e-08	3.54877401549e-08
90.25	0.00020358634288	1.43645097842e-05	8.94173994007e-08	4.53086444003e-08
90.75	0.000191073549164	1.13766982409e-05	6.32283751329e-08	1.76955621663e-08
91.25	0.000159739941371	1.05371294852e-05	8.96743367862e-08	2.76202912462e-08
91.75	0.000166508307982	1.03946506237e-05	8.87468193457e-08	3.15753764218e-08
92.25	0.000177796040753	1.27317967449e-05	5.48099001243e-08	1.87024163912e-08
92.75	0.000146741640227	1.15194391913e-05	3.86663776185e-08	9.28053776799e-09
93.25	0.000162086770568	1.2215692953e-05	4.0584514077e-08	2.57157041346e-08
93.75	0.000145084331124	1.04419369088e-05	1.81583845442e-07	5.45608885738e-08
94.25	0.00012127805926	8.72553045051e-06	5.5244763522e-08	1.83673854748e-08
94.75	0.000156543262951	1.20893984683e-05	2.59688618922e-08	8.90913233129e-09
95.25	0.000125254742532	8.87202381917e-06	9.37870517652e-08	3.12254653009e-08
95.75	0.000122616259615	9.30539783596e-06	6.18296365328e-08	2.12894236483e-08
96.25	0.00012428963699	1.01391106267e-05	6.5466088619e-08	1.69376495406e-08
96.75	0.000108903192026	9.15395980183e-06	7.99828295255e-08	3.06996165348e-08
97.25	0.000116061672271	1.0309721727e-05	4.72014019076e-08	1.74853218239e-08
97.75	9.50557996178e-05	8.50812018305e-06	2.86568155571e-08	1.21211265232e-08
98.25	0.000114624965111	9.102607886e-06	2.95536600493e-08	9.0878112621e-09
98.75	0.000118462374612	1.07866713704e-05	2.70927837463e-08	1.16070334605e-08
99.25	0.00010386821003	8.97395935958e-06	2.84769214493e-08	8.21914434675e-09
99.75	0.000107692415684	1.28176055864e-05	1.18871550345e-07	7.14386607138e-08
