# pT 	1/Nev dN/dpT (2to2) 	error (2to2) 	1/Nev dN/dpT (Brems) 	error (Brems) 
1.66	0.0161183214557	5.07085435539e-05	0.00206039440644	4.74851880383e-05
1.7	0.0143742742705	4.88367785551e-05	0.00160003814914	3.66669608987e-05
1.74	0.012811276282	4.60450821358e-05	0.00143570625281	4.01014398477e-05
1.78	0.0114269459749	4.16878811823e-05	0.0011719256474	3.25695267238e-05
1.82	0.0101274962023	3.7954697127e-05	0.000936900699973	2.86285063573e-05
1.86	0.00907106785918	3.63082005752e-05	0.000811674291613	2.9436772489e-05
1.9	0.00806168813376	3.34297007624e-05	0.000646278633948	2.36426602631e-05
1.94	0.00720799592505	2.96304005157e-05	0.000559940279289	2.49391278832e-05
1.98	0.00647700634659	2.92138961964e-05	0.000476249445144	2.17654062968e-05
2.02	0.00576119302362	2.62645231434e-05	0.000409775185201	2.01066006779e-05
2.06	0.00512030908787	2.52662424897e-05	0.000377298649121	1.98888010862e-05
2.1	0.00462595989407	2.32579110576e-05	0.00027333798364	1.56485731207e-05
2.14	0.00410217304174	2.10299582458e-05	0.000236277761142	1.74638296415e-05
2.18	0.00364621551471	1.94485896842e-05	0.00018783420298	1.61491069667e-05
2.22	0.00326313970054	1.84540320016e-05	0.00016492466131	1.16898221101e-05
2.26	0.00293018441797	1.90656831412e-05	0.000134574754424	1.05197013576e-05
2.3	0.00260542559459	1.61986392892e-05	0.000122242985296	1.12196276334e-05
2.34	0.00235796993544	1.51431877829e-05	0.000104585584094	9.89540898475e-06
2.38	0.00211787287417	1.44411093025e-05	9.4999530307e-05	9.38346729406e-06
2.42	0.00187953150973	1.35888010199e-05	7.01482390196e-05	8.15182901816e-06
2.46	0.00168577635609	1.25229477054e-05	5.63440047637e-05	6.48408130159e-06
2.5	0.00148954831167	1.12491826178e-05	4.95434689526e-05	6.37346649015e-06
2.54	0.00135174731007	1.12819258492e-05	6.53272519131e-05	9.40078992969e-06
2.58	0.00121009889971	1.0796142232e-05	4.32048421658e-05	6.70214266565e-06
2.62	0.00107176979253	9.83363583491e-06	2.63164750282e-05	5.35715147647e-06
2.66	0.000958704795977	8.53438676879e-06	3.06940678473e-05	5.36171470045e-06
2.7	0.000858062672555	7.90812575317e-06	2.12334210911e-05	4.35099055935e-06
2.74	0.000777885615735	8.20395941611e-06	2.20464097042e-05	4.14472073772e-06
2.78	0.000691245332845	7.11234760196e-06	1.27751996478e-05	3.21678980264e-06
2.82	0.000612691544274	6.50465082711e-06	2.09845882125e-05	4.84057619274e-06
2.86	0.000542093883314	5.93776145269e-06	6.71537266057e-06	2.57121234491e-06
2.9	0.000505125589435	5.9417406697e-06	1.10516713084e-05	3.19115876094e-06
2.94	0.000437595648061	5.085630906e-06	9.55224162111e-06	3.14954500814e-06
2.98	0.000397609077955	5.17700025232e-06	4.2449642499e-06	1.60562209383e-06
3.02	0.000355564864363	4.99465500858e-06	1.04185798008e-05	5.13372054664e-06
3.06	0.000316738517898	4.63562370424e-06	7.12830913313e-06	2.49215366277e-06
3.1	0.000282800035278	4.3448500224e-06	6.12111034071e-06	2.38446316901e-06
3.14	0.000252496569903	3.85592519559e-06	2.99327485484e-06	1.33553653059e-06
3.18	0.000230834700534	3.66995442859e-06	3.42970309339e-06	1.66716315522e-06
3.22	0.000202219601544	3.3776429883e-06	2.58244691958e-06	1.38014634369e-06
3.26	0.00018156886713	3.23680260255e-06	3.11115385771e-06	2.93690488957e-06
3.3	0.000164454228182	3.05054812246e-06	1.18195828329e-06	6.84354553678e-07
3.34	0.00015240391093	2.92934922806e-06	1.21955339981e-06	9.07806180605e-07
3.38	0.000129714234077	2.76874577321e-06	1.90749852973e-06	1.44939749672e-06
3.42	0.000117425207664	2.61279803777e-06	1.67756872687e-06	1.15574173351e-06
3.46	0.000108814036568	2.60756663316e-06	1.45124061834e-07	1.40701320738e-07
3.5	9.47661603014e-05	2.20742060478e-06	3.67284513538e-07	3.16357446411e-07
3.54	8.7519805106e-05	2.3366972293e-06	1.06409085928e-06	8.08809080218e-07
3.58	7.72745823614e-05	1.98914653312e-06	5.91926926232e-06	3.3600532877e-06
3.62	7.10175207097e-05	2.09175013739e-06	3.11384323501e-07	3.0972010015e-07
3.66	6.14630906938e-05	1.74574495394e-06	7.38332446532e-07	5.22181684394e-07
3.7	5.48006255436e-05	1.76912575468e-06	2.20533126016e-08	1.95562624069e-08
3.74	5.28647399577e-05	2.14075854104e-06	0.0	0.0
3.78	4.57382891166e-05	1.51881212129e-06	0.0	0.0
3.82	3.94716679974e-05	1.37131647864e-06	0.0	0.0
3.86	3.64260055109e-05	1.31821939051e-06	0.0	0.0
3.9	3.29879462475e-05	1.22502065382e-06	0.0	0.0
3.94	2.78949378143e-05	1.11966622591e-06	0.0	0.0
3.98	2.74301955471e-05	1.1905079667e-06	0.0	0.0
