# pT 	1/Nev dN/dpT (2to2) 	error (2to2) 	1/Nev dN/dpT (Brems) 	error (Brems) 
0.02	0.0300309302289	0.000492161362331	109.276601502	0.0390838107573
0.06	0.356992509172	0.0015860466602	35.8435005769	0.012229729268
0.1	0.784748848043	0.0022406724352	20.3227019196	0.00787959882999
0.14	1.03934024825	0.00238140268824	12.8997763722	0.00570754024825
0.18	1.13699094258	0.00217053153269	8.6989787046	0.00439773372264
0.22	1.133476992	0.00192082739356	6.08667426021	0.00354760081097
0.26	1.07223805668	0.00180686102019	4.37879337234	0.00287324791703
0.3	0.984732206555	0.00167849955821	3.21613953932	0.00230378963963
0.34	0.891728819477	0.0014033755067	2.39092908835	0.00197890123371
0.38	0.798617210941	0.00136241221437	1.80323060226	0.00174279381166
0.42	0.70754960297	0.00117547857763	1.37370764442	0.00142809425906
0.46	0.626855462556	0.000978600109789	1.05579988034	0.00112588480711
0.5	0.553636965649	0.000907466427327	0.816597990672	0.00107955189323
0.54	0.488038462905	0.000769372140136	0.637807888808	0.000989877914131
0.58	0.429337014098	0.000709558418766	0.500750105893	0.000795163837873
0.62	0.378321724259	0.00060065306131	0.392594737129	0.000745756396739
0.66	0.333358274485	0.000546851073656	0.311829359312	0.000621747995148
0.7	0.293410286633	0.000482718824045	0.246261792498	0.000564127336145
0.74	0.258606566625	0.000452456292007	0.197307599973	0.000499380354182
0.78	0.228412015958	0.000383219536702	0.157317151617	0.000416228580931
0.82	0.200994452407	0.000364904437855	0.126586116514	0.000398012572669
0.86	0.177511070678	0.000323506965922	0.101370761423	0.000321630002952
0.9	0.157029011057	0.000286443477682	0.0824082066079	0.000298578316785
0.94	0.138335684611	0.000258869759535	0.0663930112047	0.000260105745769
0.98	0.122472763557	0.000246008926211	0.0533588113954	0.000237469780905
1.02	0.108293555962	0.000206882693112	0.0440445370445	0.000211672663095
1.06	0.0959469320565	0.000196799682706	0.0357930070671	0.000191943187677
1.1	0.0851420045571	0.000172399848671	0.0290413703797	0.000177926521664
1.14	0.0750309270277	0.000152820040189	0.0237624044656	0.000159744696976
1.18	0.0666614076841	0.000148365257732	0.01969045341	0.000144377097175
1.22	0.0589600219397	0.000133929926726	0.0160025011335	0.000129954717034
1.26	0.052395788384	0.000125291178384	0.0131685085378	0.000121903145638
1.3	0.0463908998468	0.000110544934557	0.0107453419318	0.000101677680867
1.34	0.0411116217481	9.92757004019e-05	0.008924272398	9.66204745742e-05
1.38	0.0365138738603	8.89010557576e-05	0.00740795430588	9.05619946736e-05
1.42	0.0326261691349	8.75117830222e-05	0.00613689376237	7.99330997277e-05
1.46	0.028813427403	7.32888179499e-05	0.00516773749678	7.20685943085e-05
1.5	0.0257136916616	7.34448170725e-05	0.00422957949653	6.37286611114e-05
1.54	0.0228626481661	6.18999041953e-05	0.00348196596652	5.68460788528e-05
1.58	0.0203040404215	5.83149528043e-05	0.00290717644318	5.39761138057e-05
1.62	0.0181305099807	6.07672429442e-05	0.00245879930999	4.97171479684e-05
