# y spectra, already divided by bin width and events
# y_bin_center 211 211_error -211 -211_error 111 111_error 321 321_error -321 -321_error 2112 2112_error -2112 -2112_error 
-3.9	215.228	0.170887067165	215.86375	0.165030079566	217.317	0.158814617422	39.40425	0.0727202718545	39.243125	0.0757602898274	11.072625	0.0365039174392	11.032875	0.0368555904485
-3.7	219.200125	0.164574477768	219.409375	0.174902270308	221.213125	0.167804330081	39.57375	0.0704747761894	39.468875	0.0695251074242	11.07575	0.0368661786951	11.104	0.036827818569
-3.5	221.51325	0.164612303215	221.684875	0.169823566741	223.014125	0.164672297305	39.568375	0.0685516308242	39.5865	0.0715983864858	11.038625	0.0363988921096	11.075125	0.0396744264132
-3.3	222.515125	0.16309796466	222.410625	0.16413176945	223.788625	0.167566912228	39.668125	0.0709533228326	39.70325	0.0765082585596	11.011	0.0359242101121	11.108375	0.0374303399572
-3.1	222.69925	0.171540999122	222.768125	0.161264992576	224.128625	0.162843520531	39.6625	0.0695968294657	39.526	0.0702022052649	11.133625	0.0401157663546	11.0775	0.0348823209633
-2.9	222.92725	0.162392782732	222.947875	0.169083399765	224.386875	0.175699792982	39.55725	0.0701981609321	39.427	0.0743104643559	11.03025	0.0384565939443	11.0785	0.0380883338825
-2.7	223.056625	0.16419536746	223.3325	0.177914373888	224.669375	0.167152500113	39.68825	0.0705516561408	39.643875	0.0706376477463	11.107375	0.0364977377462	11.08675	0.0370966000881
-2.5	223.045375	0.165775763179	223.093	0.165796577204	224.497	0.164832667486	39.603625	0.0717339069545	39.585625	0.0717178597139	11.097625	0.035583239605	10.990375	0.0352222129366
-2.3	223.430125	0.178669187417	223.31675	0.160879139691	224.56075	0.172240847704	39.63875	0.0719724943545	39.578375	0.0696370128404	11.0925	0.0353777059771	11.03775	0.0372146600287
-2.1	223.12875	0.17183887465	222.89725	0.163262515496	224.541125	0.167831910214	39.653375	0.0698957756024	39.661625	0.0706660686368	11.11875	0.0366586379054	11.0465	0.0358096558715
-1.9	222.968	0.167466384612	223.16775	0.174146396064	224.76725	0.179282386276	39.660125	0.0676772477321	39.56325	0.0701981966348	11.059375	0.0397065791716	11.10775	0.036118103317
-1.7	223.137875	0.162424914092	223.179625	0.166492668141	224.49125	0.156596883121	39.580375	0.0704126951802	39.69725	0.070364116323	11.124125	0.0365049429954	11.016875	0.0357508604231
-1.5	223.0325	0.160239531307	223.125625	0.175384376363	224.636875	0.16819239479	39.584625	0.0733187902994	39.513625	0.07091212235	11.11325	0.0380702074527	10.993625	0.0361016425516
-1.3	223.011375	0.164869332778	223.004125	0.164420370488	224.724125	0.164200895769	39.637375	0.0720416434739	39.58225	0.0728980291255	11.070625	0.0378612378531	11.06925	0.0386623756639
-1.1	223.26575	0.166803310683	223.005875	0.167282734072	224.8275	0.163690453406	39.59475	0.0673565018361	39.622625	0.0731448824801	11.081	0.037313076316	11.115375	0.0371120655848
-0.9	223.041	0.166177495166	223.04	0.172781498186	224.6245	0.168513605424	39.6315	0.0661207172384	39.654625	0.0645266135643	11.110625	0.0361563667364	11.117375	0.0361835982233
-0.7	223.152	0.164347715771	223.04625	0.158084543523	224.729875	0.165152782871	39.644875	0.069090130092	39.643125	0.0716417567779	11.0295	0.0384531661892	11.0825	0.0344030274211
-0.5	223.07775	0.181542695997	223.092625	0.165828325331	224.68225	0.165790220117	39.56725	0.0644691536565	39.580625	0.0674054774809	10.98475	0.0378988376932	10.986375	0.0365665565248
-0.3	223.11125	0.152479596708	222.81975	0.171479427568	224.5935	0.170337607051	39.62075	0.071948915627	39.664	0.0724956398309	11.068375	0.0371457742523	11.080125	0.0369523073499
-0.1	222.7695	0.158265938037	223.02025	0.169486748711	224.403875	0.178628889142	39.5605	0.0671873106455	39.593125	0.0663904959752	10.98575	0.0365357461346	11.066	0.0369597762799
