# pT 	1/Nev dN/dpT (2to2) 	error (2to2) 	1/Nev dN/dpT (Brems) 	error (Brems) 
0.02	0.0728833263338	0.0010219081928	58.976393039	0.044254578205
0.06	0.223990444597	0.0017049527369	19.6960083067	0.0155584981475
0.1	0.357446654517	0.00203050674762	11.6681522327	0.0104734831909
0.14	0.447393153822	0.00202918578127	7.59870204897	0.00785949632913
0.18	0.49305935337	0.00189408668222	5.20494970882	0.00591519189921
0.22	0.498138147524	0.00185070365723	3.66334123543	0.00483094785597
0.26	0.477267267228	0.00166608568252	2.63862741504	0.00397434141597
0.3	0.443470425392	0.00153529231565	1.92065518845	0.00317208804172
0.34	0.404711005326	0.00127798565562	1.4204277915	0.00284261368946
0.38	0.361498261285	0.00122631913801	1.05935993587	0.00245178313337
0.42	0.320119060082	0.00103242581592	0.794391925876	0.00203010211971
0.46	0.282437644849	0.00088631635311	0.602084290601	0.00179064742437
0.5	0.248335699762	0.000775785992192	0.456104352404	0.00147423835664
0.54	0.216352168958	0.000740487550764	0.351719924797	0.00128652891028
0.58	0.18960665664	0.00063782107426	0.266174049255	0.00106287021316
0.62	0.164399226109	0.000546929818693	0.206303752391	0.00101106873346
0.66	0.144035905073	0.000480951072508	0.159674718795	0.000790435662453
0.7	0.124436733609	0.000434358890863	0.124361369575	0.000739758570765
0.74	0.108487715102	0.000385122872672	0.0973131845139	0.000651763684302
0.78	0.0945738514006	0.000341937656445	0.0753022412164	0.000537675133282
0.82	0.0822157698397	0.000307221806066	0.0582070378693	0.000506608459108
0.86	0.0710793368738	0.000266816295001	0.0460797609795	0.000419530057237
0.9	0.0622429749437	0.000238226236466	0.0368601987419	0.000355626069831
0.94	0.0539332570114	0.000228103432647	0.028708643137	0.00034731790794
0.98	0.0470632586976	0.000196696254146	0.0219324727881	0.000294303281382
1.02	0.0410381044323	0.000171533877479	0.0183605539518	0.000277388593922
1.06	0.0353891628357	0.000151597936433	0.0141576991041	0.000245223333165
1.1	0.0310737159973	0.000144553345795	0.0114520522121	0.000191277184092
1.14	0.0270926621549	0.000125732757367	0.00879588619092	0.000183105208333
1.18	0.023681762229	0.000109577830333	0.00733468089146	0.000170441284759
1.22	0.0203911390764	0.000106136950701	0.00586573267531	0.000148784345469
1.26	0.0179315504479	8.9652440227e-05	0.00456848764653	0.000140269795966
1.3	0.0155909190173	8.90075245155e-05	0.00358138846016	0.000121775249548
1.34	0.0135492903312	7.42632769783e-05	0.00276562205971	9.85107248794e-05
1.38	0.011917094999	7.3170078176e-05	0.00242046787205	9.39901168347e-05
1.42	0.0103170299318	6.3210287863e-05	0.00199817440202	8.74692327059e-05
1.46	0.00893050826919	5.11048118421e-05	0.00146953433053	7.22505228143e-05
1.5	0.00798591730903	5.70157564983e-05	0.00115090200698	6.54796697392e-05
1.54	0.00692549218414	4.59093332676e-05	0.000982392332217	6.20153039385e-05
1.58	0.00610057644788	4.99303939835e-05	0.000781580755521	5.43397428801e-05
1.62	0.00525156853224	4.29530125008e-05	0.000767461073253	6.00070577053e-05
1.66	0.004566612259	3.58073393662e-05	0.000512397046761	4.2333514712e-05
1.7	0.00400904523147	3.31463047255e-05	0.000426701661457	4.3261026626e-05
1.74	0.00352183500322	3.12126276212e-05	0.000373675238505	3.72020177051e-05
1.78	0.00303478456002	2.85200165595e-05	0.000276469475086	3.48471166682e-05
1.82	0.00269593936211	2.61395827204e-05	0.000256668830022	3.08084229714e-05
1.86	0.00233764061625	2.39584312249e-05	0.000206062755744	2.67163692492e-05
1.9	0.00206957972533	2.38825120148e-05	0.000144449674373	2.48335364473e-05
1.94	0.00179507011026	2.15867279815e-05	0.000139267580795	2.41167888271e-05
1.98	0.00157396174622	1.96667188341e-05	9.61551487935e-05	1.89347831783e-05
2.02	0.00137124629993	1.60393655333e-05	0.000118469576807	2.63786350623e-05
2.06	0.00120913411314	1.56123911415e-05	7.1927295826e-05	2.1266186965e-05
2.1	0.00105780165238	1.59858565827e-05	3.35207430281e-05	1.0074318447e-05
2.14	0.000930633624746	1.37801194802e-05	3.59214615077e-05	7.74445952729e-06
2.18	0.00080149021209	1.2062910047e-05	3.0409473506e-05	8.88025787721e-06
2.22	0.000723887299313	1.23060146857e-05	3.19494444405e-05	1.18659292455e-05
2.26	0.000636009140936	1.18232193612e-05	3.65737239568e-05	1.75585914222e-05
2.3	0.000555306149297	1.20194923624e-05	2.15166483443e-05	7.55832411531e-06
2.34	0.000462026759906	8.86703552128e-06	1.19506621846e-05	5.95763443454e-06
2.38	0.000417857820226	8.62688376517e-06	8.06466556417e-06	3.15507035412e-06
2.42	0.000360368388633	8.33863134102e-06	1.96812738159e-05	1.1217126665e-05
2.46	0.000327124834654	8.11471894044e-06	1.94682474416e-05	9.47705236036e-06
2.5	0.000279818161708	6.68898524847e-06	1.90572866488e-05	1.67017813963e-05
2.54	0.000249341892613	6.60936161497e-06	8.11019783959e-06	4.29816991872e-06
2.58	0.000221815531551	5.6705407797e-06	1.15477623908e-06	7.31093307167e-07
2.62	0.000193871464514	6.2709744633e-06	4.67753765462e-06	4.08910280757e-06
2.66	0.000156297849521	4.59119456986e-06	4.04240685378e-06	4.00905989144e-06
2.7	0.000142329693997	4.18217284833e-06	3.28812493371e-06	3.28568117117e-06
2.74	0.000129946023253	4.40463323987e-06	1.77029287516e-06	1.30262257732e-06
2.78	0.000111964495018	3.99764114599e-06	1.19797627038e-06	1.19797627038e-06
2.82	9.74443825314e-05	3.67197043029e-06	0.0	0.0
2.86	8.09200364886e-05	2.93344085951e-06	8.91247813757e-10	8.91247813758e-10
2.9	7.28018565024e-05	2.81660608627e-06	0.0	0.0
2.94	6.54113217266e-05	2.945501248e-06	3.67688880705e-08	3.67688880705e-08
2.98	5.57928373706e-05	2.5343511755e-06	0.0	0.0
3.02	4.4578364676e-05	2.06678917509e-06	1.19282933417e-09	1.19282933417e-09
3.06	4.53259718813e-05	3.04650799514e-06	0.0	0.0
3.1	3.882732051e-05	2.03257255902e-06	0.0	0.0
3.14	3.20377124981e-05	1.91069089214e-06	0.0	0.0
3.18	2.94708656113e-05	1.8268182789e-06	0.0	0.0
3.22	2.61238559092e-05	1.71108147184e-06	0.0	0.0
3.26	2.35192945995e-05	1.5612921216e-06	9.0496462546e-08	9.0496462546e-08
3.3	1.99393701777e-05	1.45416659545e-06	0.0	0.0
3.34	1.75647172971e-05	1.2326735632e-06	4.80730561765e-10	4.80730561765e-10
3.38	1.37558300443e-05	1.16148894488e-06	0.0	0.0
3.42	1.47723007119e-05	1.38739667921e-06	0.0	0.0
3.46	9.98604268811e-06	9.92991028094e-07	0.0	0.0
3.5	1.16308431382e-05	1.21587055502e-06	0.0	0.0
3.54	8.6082883512e-06	8.86964329513e-07	0.0	0.0
3.58	7.40555178989e-06	7.12777767277e-07	0.0	0.0
3.62	6.15529673259e-06	6.13895338963e-07	0.0	0.0
3.66	5.93707865506e-06	7.3267149623e-07	0.0	0.0
3.7	5.42637529622e-06	6.81455502905e-07	0.0	0.0
3.74	4.65278461641e-06	6.25695031392e-07	0.0	0.0
3.78	4.25089914597e-06	6.42430312265e-07	0.0	0.0
3.82	5.03392684413e-06	8.45692435307e-07	0.0	0.0
3.86	2.7448009428e-06	3.7155236053e-07	0.0	0.0
3.9	2.91050075716e-06	4.64978740499e-07	0.0	0.0
3.94	2.38300147951e-06	5.63977353755e-07	0.0	0.0
3.98	2.31312704781e-06	4.25330273486e-07	0.0	0.0
