# v2 spectra, already divided by Nevents
# pT 22 22_error 
0.1	0.0409338540592	0.000229886470099
0.3	0.0834835048811	0.000318909231071
0.5	0.119731393774	0.000507727214072
0.7	0.149045233856	0.000752045395772
0.9	0.172561953263	0.00127498431959
1.1	0.183957182462	0.00208123355621
1.3	0.188546327133	0.00327007552638
1.5	0.189500236607	0.00478159687882
1.7	0.183867664153	0.00784296965414
1.9	0.176069652201	0.011689008669
2.1	0.19500015471	0.0166601821733
2.3	0.167634423794	0.0240609974021
2.5	0.130639221129	0.0309407255719
2.7	0.196532557265	0.0389087998514
2.9	0.192320812747	0.0430286188545
3.1	0.028122764701	0.0406529255715
3.3	0.0499829287942	0.0324914830148
3.5	0.0110772664196	0.0239848828814
3.7	0.036840040212	0.0175939086004
3.9	0.0168825975346	0.0130368857543
