# t 	dNdt (2to2) 	error (2to2) 	dNdt (Brems) 	error (Brems) 
0.25	5.8986133558e-09	5.8986133558e-09	0.00873600906089	2.64404173714e-05
0.75	7.6334532097e-06	9.23837618997e-07	0.112117502485	9.5022742198e-05
1.25	3.85663777891e-05	2.53832862924e-06	0.219492840629	0.000131110892517
1.75	8.71371234879e-05	4.86772461586e-06	0.129277865922	9.11462153935e-05
2.25	0.000174022386927	7.19812376847e-06	0.0713086733509	6.22121289745e-05
2.75	0.000280430123782	8.82620567076e-06	0.0429873755979	4.89386968164e-05
3.25	0.000448148490232	1.15299205867e-05	0.0283511753766	3.86107110185e-05
3.75	0.000696696724859	1.3854262082e-05	0.0199926706946	3.44165680971e-05
4.25	0.00102305150426	1.71372954016e-05	0.014705405433	2.84316680925e-05
4.75	0.0013213752565	2.07020218511e-05	0.0114564915521	2.46473189143e-05
5.25	0.00174711470847	2.39990096226e-05	0.00927491179619	2.12270828364e-05
5.75	0.00230992969875	2.77966357305e-05	0.00717608852387	1.8897836681e-05
6.25	0.00287655650235	2.92915152162e-05	0.00634486613897	1.85129887392e-05
6.75	0.00360821192547	3.55239598663e-05	0.00496309579293	1.51167545343e-05
7.25	0.00437513234557	3.68005139982e-05	0.00456833927119	1.62041500147e-05
7.75	0.00550514116042	4.3352528523e-05	0.00361172640172	1.26450446789e-05
8.25	0.00740401691067	4.87361771653e-05	0.00331634318561	1.27556189487e-05
8.75	0.00926668822081	5.36298885741e-05	0.00293066590621	1.17719335918e-05
9.25	0.0112381339237	6.08869756522e-05	0.00242106736657	1.05633767124e-05
9.75	0.0138610050637	6.59045607658e-05	0.00230628432029	1.05344793804e-05
10.25	0.0155278211725	7.46358656116e-05	0.00206236089385	8.34775230695e-06
10.75	0.0165351362196	7.98742749748e-05	0.00173893460089	8.47455648716e-06
11.25	0.0166879569162	8.13865232325e-05	0.00162059850669	8.63187655267e-06
11.75	0.0169963969893	8.44257494011e-05	0.00157877970236	8.33888251579e-06
12.25	0.0167163591196	8.58728280474e-05	0.00133290952462	8.17918889516e-06
12.75	0.0162372965077	8.39159835401e-05	0.00118777545637	7.0005072606e-06
13.25	0.0158108590816	8.73758930528e-05	0.00116395057792	7.51970081941e-06
13.75	0.0151872934452	8.33493416029e-05	0.00112262562513	6.59768309463e-06
14.25	0.0144705131787	8.52509693677e-05	0.000970066910628	6.12618954513e-06
14.75	0.0139158404943	8.02869338328e-05	0.00085812059748	5.4294829125e-06
15.25	0.0130195577086	7.96997831137e-05	0.00082291481527	5.62048010677e-06
15.75	0.0125484911878	8.1126412129e-05	0.000817582752595	5.84595066709e-06
16.25	0.0118957694458	7.77824450269e-05	0.000770095445451	5.45734918369e-06
16.75	0.0111431880072	7.4864920823e-05	0.00067427850086	4.68799065555e-06
17.25	0.0102131715294	7.11821377711e-05	0.000615662214555	5.15046166411e-06
17.75	0.00980757644171	7.29863073396e-05	0.000582035187102	5.07884480363e-06
18.25	0.00920453133264	7.24996244695e-05	0.000578679339907	5.15493085769e-06
18.75	0.00875729737054	6.70881418253e-05	0.000574782592757	5.01411202424e-06
19.25	0.00826064214066	6.55394610302e-05	0.000526635777778	5.1207070995e-06
19.75	0.00771425602463	6.40923097827e-05	0.000471483658083	4.53335373985e-06
20.25	0.00725213718033	6.49694008627e-05	0.00043205060334	3.62819078331e-06
20.75	0.00678279174695	6.31126019449e-05	0.000416218364116	4.60019936745e-06
21.25	0.00649273158929	5.72552141113e-05	0.000417820634091	3.91702631552e-06
21.75	0.00610733607721	6.08309603279e-05	0.000406926313142	3.64692050673e-06
22.25	0.00566580776751	5.55112611978e-05	0.000383502611762	3.48735883907e-06
22.75	0.00524026134021	5.44683921333e-05	0.000359958161103	3.43967766981e-06
23.25	0.00502077411135	5.40781807469e-05	0.000326068890605	3.12088882682e-06
23.75	0.00474389804931	5.09966004961e-05	0.000305334288515	3.32436708407e-06
24.25	0.00457739629866	4.91371875686e-05	0.000298833209434	3.45509340088e-06
24.75	0.00449136715656	5.0551414738e-05	0.000292045282655	3.0686175485e-06
25.25	0.00422770719593	4.84245276973e-05	0.000294634955503	3.46934020206e-06
25.75	0.00391052010709	4.79555888108e-05	0.000294350695024	3.40891082324e-06
26.25	0.0037443035921	4.82821365024e-05	0.000275892861609	3.16872996277e-06
26.75	0.00346518327757	4.25473111382e-05	0.000251156166607	2.49711753857e-06
27.25	0.00329215694928	4.26142626331e-05	0.000232779611046	2.93416081568e-06
27.75	0.00325454134375	4.45804613367e-05	0.000221374088977	2.64181585647e-06
28.25	0.00302866338884	3.97004163426e-05	0.000214777704808	2.87056670421e-06
28.75	0.00296718382338	4.1177251098e-05	0.000208047806785	2.59934955017e-06
29.25	0.00275414003946	3.7573272865e-05	0.00021468911722	3.68850729162e-06
29.75	0.00269670980237	3.99201212244e-05	0.000211773568946	2.88523200954e-06
30.25	0.00251848690874	3.68026402333e-05	0.000206879877653	2.5473835111e-06
30.75	0.00233331316238	3.45886035309e-05	0.000198187224287	2.72056647816e-06
31.25	0.00226382082925	3.59815583823e-05	0.000186814687802	2.58754871546e-06
31.75	0.00219121377447	3.56553514497e-05	0.000172768181404	2.36595133884e-06
32.25	0.00212998381744	3.27704476752e-05	0.000164837890378	2.33895281393e-06
32.75	0.00204517661377	3.19003422416e-05	0.000157390041971	2.50925407145e-06
33.25	0.00201551549316	3.43361155017e-05	0.000149238824651	2.02820004395e-06
33.75	0.00194727637075	3.11405706282e-05	0.000146513391199	2.46156405087e-06
34.25	0.00188108790845	3.17905883943e-05	0.000151435536601	2.51054206048e-06
34.75	0.00174153323662	3.18796156497e-05	0.000155867976895	3.10608720593e-06
35.25	0.00170524833391	2.90966774573e-05	0.000144037269792	1.92946302409e-06
35.75	0.00158457289619	3.1220204318e-05	0.000144041872876	2.32530439063e-06
36.25	0.00151094143919	2.78827957933e-05	0.000135755419346	3.15968818747e-06
36.75	0.00146537245601	2.65195711178e-05	0.000127800221064	1.81151333728e-06
37.25	0.00145997164072	2.73093391887e-05	0.000125389667293	2.13399123681e-06
37.75	0.00140801975964	2.75283688397e-05	0.000113970285117	1.92159853292e-06
38.25	0.00137584845649	2.75345209608e-05	0.000112062560047	1.95578831717e-06
38.75	0.00135873749727	2.81974347685e-05	0.000110395517775	1.72713347377e-06
39.25	0.00133689304069	2.73379981462e-05	0.000109336537647	1.87793866751e-06
39.75	0.00126541648828	2.61495359199e-05	0.000105355976702	1.73508011636e-06
40.25	0.0011841159041	2.59522421152e-05	0.00010749773944	2.43069961626e-06
40.75	0.00112296599369	2.11724081136e-05	0.000107626417362	1.94579878317e-06
41.25	0.00111648954998	2.49822305793e-05	0.000107519744774	2.27272374841e-06
41.75	0.00102537170358	2.27385660665e-05	0.000103599290591	1.60315902124e-06
42.25	0.000971578188974	2.18559855242e-05	9.78402145733e-05	1.7396343562e-06
42.75	0.00101143451213	2.32561040435e-05	9.48426083776e-05	2.25740392841e-06
43.25	0.000955426591284	2.24146760807e-05	8.65958132991e-05	1.64779612121e-06
43.75	0.000908703603343	2.01240839703e-05	8.76595017164e-05	2.04473119551e-06
44.25	0.000925484913425	2.21020636393e-05	8.24181220778e-05	1.45078459714e-06
44.75	0.000891698498943	2.03337855494e-05	8.03020668362e-05	1.71997077976e-06
45.25	0.000915146547301	2.21272713529e-05	7.86295945731e-05	1.51714300983e-06
45.75	0.000873332796734	1.96710233777e-05	7.33402992514e-05	1.44024133624e-06
46.25	0.000804275556874	2.06660170491e-05	7.40581000728e-05	1.54689417595e-06
46.75	0.000796763418402	1.92986308415e-05	7.66013744391e-05	1.52546516541e-06
47.25	0.00076517088945	1.94262625222e-05	7.65261667151e-05	1.54853665537e-06
47.75	0.000732072686907	2.06748433835e-05	7.66368460506e-05	1.51630842319e-06
48.25	0.000715192664115	1.92020690193e-05	7.8437831055e-05	1.95995097051e-06
48.75	0.000691115940729	1.89059364375e-05	7.38384761746e-05	1.4541648932e-06
49.25	0.000648721955315	1.6786489091e-05	7.27097103358e-05	1.69461187948e-06
49.75	0.000665876995054	1.83723691531e-05	6.66361768978e-05	1.41771629324e-06
50.25	0.000634303234435	1.76359785588e-05	6.46210145632e-05	1.51111861645e-06
50.75	0.000632774105111	1.75573826762e-05	6.16119050513e-05	1.34802730761e-06
51.25	0.000622606108192	1.84880765973e-05	5.96528716073e-05	1.22048184652e-06
51.75	0.0006272845079	1.8588098587e-05	6.04808697668e-05	2.45032980432e-06
52.25	0.000600451310179	1.66823769919e-05	5.48906753259e-05	1.09977207692e-06
52.75	0.000570874559813	1.54706718376e-05	5.47263515972e-05	1.23226580023e-06
53.25	0.000575238113123	1.68430029121e-05	5.33541812421e-05	1.23475867851e-06
53.75	0.000559476178692	1.73646606029e-05	5.07524845387e-05	1.22393400877e-06
54.25	0.000544740383204	1.59889972073e-05	5.39995351222e-05	1.65609854993e-06
54.75	0.000525767646555	1.6348550167e-05	5.16046859026e-05	1.61281657527e-06
55.25	0.000529965810925	1.70978730993e-05	5.15893056465e-05	1.39163689308e-06
55.75	0.000513263019871	1.56952744933e-05	5.24705033541e-05	1.35891113672e-06
56.25	0.000482178995057	1.55584556221e-05	5.28814103315e-05	1.20430735775e-06
56.75	0.000469332493226	1.58752443572e-05	4.9707043617e-05	1.15533666e-06
57.25	0.0004319366433	1.45278744193e-05	5.04572169527e-05	1.23108554404e-06
57.75	0.000431368531405	1.48716563822e-05	4.87550087763e-05	1.07744269231e-06
58.25	0.00041482759765	1.32705347116e-05	4.62738742723e-05	1.20340685644e-06
58.75	0.000421247497273	1.43292176215e-05	4.30805655234e-05	9.96696890117e-07
59.25	0.000388907873873	1.32483419814e-05	4.3557865853e-05	1.06290797553e-06
59.75	0.000397907387927	1.3751581056e-05	3.94228402421e-05	1.01629819184e-06
60.25	0.000370998243039	1.35608337883e-05	4.06216922653e-05	1.28068475589e-06
60.75	0.000371279510766	1.360513253e-05	3.68465581244e-05	9.38049203118e-07
61.25	0.000392630066567	1.3483573392e-05	3.72748576804e-05	9.62342863844e-07
61.75	0.000374464328467	1.36034372163e-05	3.59184654185e-05	9.49651311364e-07
62.25	0.000354725967144	1.28583376467e-05	3.50757122732e-05	8.96496471012e-07
62.75	0.000348959285558	1.20230400803e-05	3.3474286345e-05	8.69521797192e-07
63.25	0.000348794610704	1.2766753738e-05	3.28604079673e-05	9.69356151602e-07
63.75	0.000336247239991	1.25652748002e-05	3.26305856008e-05	9.23760440663e-07
64.25	0.00031986306683	1.26646319018e-05	3.13601048604e-05	8.33023389661e-07
64.75	0.000334127287079	1.25864957308e-05	3.13485681289e-05	8.43484022714e-07
65.25	0.000288890411487	1.11545512487e-05	3.03096961565e-05	7.95997788418e-07
65.75	0.000298654844959	1.24194344107e-05	3.23767175947e-05	9.73267642349e-07
66.25	0.000271504625882	1.04971237114e-05	3.23456106313e-05	1.05382511334e-06
66.75	0.000295713527284	1.22499136773e-05	3.05963268345e-05	8.44204871008e-07
67.25	0.00028306359725	1.21531320597e-05	2.88914691315e-05	8.013637735e-07
67.75	0.00027162733686	1.04324412447e-05	2.96971435453e-05	8.93689353354e-07
68.25	0.000286479975685	1.25168365167e-05	2.6687433072e-05	7.69625689581e-07
68.75	0.000283088413285	1.15733383866e-05	2.78617000815e-05	1.1046774894e-06
69.25	0.000279251658392	1.28810081191e-05	2.54122408078e-05	8.38326454276e-07
69.75	0.000239331382395	9.92617003674e-06	2.40072013869e-05	8.54459006433e-07
70.25	0.000242006656838	9.81487171566e-06	2.27929646805e-05	7.3204056458e-07
70.75	0.000229664992274	9.82729017612e-06	2.23060491893e-05	7.84154532369e-07
71.25	0.000245200165814	1.11289649033e-05	2.12172682811e-05	6.91963652326e-07
71.75	0.000233260679239	9.84949447914e-06	2.03811807382e-05	6.8579209785e-07
72.25	0.000236587525873	1.04337116119e-05	1.93838023617e-05	6.29210944708e-07
72.75	0.000262388440128	1.15266775872e-05	2.06007125657e-05	1.24711171447e-06
73.25	0.000216278210253	9.37132766325e-06	1.83507273631e-05	6.70906432089e-07
73.75	0.000228089181868	1.01910603196e-05	1.67906681539e-05	6.38172909615e-07
74.25	0.000236537692555	1.01938927698e-05	1.73891914186e-05	1.02099990385e-06
74.75	0.000233990222028	1.07593321398e-05	1.55202635821e-05	5.45680123984e-07
75.25	0.000200257004093	8.99380475675e-06	1.74927633799e-05	9.02569639005e-07
75.75	0.000220467793166	9.62563603776e-06	1.55401848379e-05	6.90589245869e-07
76.25	0.000203340657943	9.68924122037e-06	1.45077456083e-05	5.49849083813e-07
76.75	0.00020583515669	1.03720719334e-05	1.37784644256e-05	5.35152298583e-07
77.25	0.000191051316381	8.74304616397e-06	1.36438936909e-05	5.11059117264e-07
77.75	0.00018381471534	8.74040611056e-06	1.24552820719e-05	4.95314849559e-07
78.25	0.000200191831363	1.02636108493e-05	1.28850497488e-05	5.64809377543e-07
78.75	0.000168428674827	8.60353958839e-06	1.15391899605e-05	4.72279158301e-07
79.25	0.000178104431162	9.29547961539e-06	1.25959429017e-05	8.05232643302e-07
79.75	0.000177761493512	8.93956166255e-06	1.06030085779e-05	3.89502937829e-07
80.25	0.000164445789588	8.63597779821e-06	1.19716280221e-05	5.45783798293e-07
80.75	0.000170854178613	9.06505501701e-06	1.07089390231e-05	4.99710321194e-07
81.25	0.000161970738422	8.02725025145e-06	1.00891339203e-05	5.02597883647e-07
81.75	0.000164188933983	8.16479671858e-06	1.12203683677e-05	5.50950447049e-07
82.25	0.000163046315998	7.90451315311e-06	9.97753330266e-06	4.01656401192e-07
82.75	0.000158522108183	9.15284022533e-06	1.01366190536e-05	5.59219436538e-07
83.25	0.000160694638302	8.41860933521e-06	9.06203451075e-06	4.38669542901e-07
83.75	0.000181394045503	9.6938370202e-06	8.42363610139e-06	3.81015544629e-07
84.25	0.000152756669987	8.81149130334e-06	9.09684400282e-06	7.98011666046e-07
84.75	0.00016359706139	9.04779395887e-06	8.59381216588e-06	4.19539792133e-07
85.25	0.000152815881905	8.73669316944e-06	7.46038750131e-06	3.24326610532e-07
85.75	0.000144285394439	7.987027082e-06	6.99509062369e-06	3.27653591739e-07
86.25	0.000147623756661	8.96678650047e-06	7.37929926816e-06	3.5644392737e-07
86.75	0.000144853768576	8.03490427998e-06	7.7208033503e-06	3.91820580882e-07
87.25	0.000138545770119	7.71520831869e-06	6.57781744407e-06	3.14523373971e-07
87.75	0.0001320156818	6.94726463002e-06	6.51601803199e-06	4.13335572166e-07
88.25	0.000124080674929	7.36008456231e-06	6.09279033382e-06	3.95528270303e-07
88.75	0.000128034879071	7.42069037016e-06	5.84149350773e-06	2.68824693186e-07
89.25	0.000136442495025	8.80380437315e-06	6.02642323857e-06	2.97310867882e-07
89.75	0.000142620743762	8.71674357276e-06	5.12867366096e-06	2.9222539703e-07
90.25	0.000112526272772	7.0037767224e-06	5.55985503056e-06	3.71627925161e-07
90.75	0.000132651800456	9.76324077417e-06	5.11501093374e-06	2.50714009864e-07
91.25	0.000117902003181	6.64280509562e-06	4.97020689057e-06	2.92091122475e-07
91.75	0.000112354610255	7.10452238248e-06	5.55222333109e-06	3.57044268416e-07
92.25	0.000118901976809	7.56349795996e-06	4.98529695504e-06	3.16006455421e-07
92.75	0.000127171353988	8.40327136904e-06	4.42084860192e-06	3.28807963939e-07
93.25	0.000111259091057	6.93824069566e-06	4.42621419177e-06	2.40001261778e-07
93.75	0.000117815939604	7.82216244718e-06	4.414364564e-06	2.69324295412e-07
94.25	0.000113348572358	8.73035209938e-06	3.93262848579e-06	2.46817570277e-07
94.75	0.000113047079963	7.39592166905e-06	4.09468331835e-06	2.88667668362e-07
95.25	9.5408462381e-05	6.2956596887e-06	4.08014253154e-06	2.3098780928e-07
95.75	0.00010410425758	7.45869420891e-06	3.97181276973e-06	2.43418064059e-07
96.25	0.000113291698956	7.81953684845e-06	3.9011661666e-06	2.57738386026e-07
96.75	9.8325126846e-05	7.61354412059e-06	3.39599848156e-06	2.32317764598e-07
