# v2 spectra, already divided by Nevents
# pT 22 22_error 
0.1	0.0158176964922	0.000110991399172
0.3	0.0277195092744	0.000234253450338
0.5	0.0252882198507	0.000299877558919
0.7	0.0320767579942	0.000357789148193
0.9	0.0472227735968	0.000490916469682
1.1	0.0657165548625	0.000694887013814
1.3	0.0841797097736	0.000882497632085
1.5	0.101997286815	0.0011956207226
1.7	0.117446482137	0.00151755529735
1.9	0.128600045195	0.00196034237878
2.1	0.135101177087	0.00264985122831
2.3	0.145236586737	0.003498243469
2.5	0.152343381276	0.0046699626803
2.7	0.157794553351	0.00604847770197
2.9	0.171483433283	0.00814159850899
3.1	0.152271980618	0.011504490345
3.3	0.128532226976	0.015336047809
3.5	0.187462242733	0.0210274196007
3.7	0.10627237448	0.0273258571647
3.9	0.0784021957683	0.0288285094641
