#pt  dN/ptdYdptdphi  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
0.01  0.906211  -0.000244315  -0.000809849  4.20561e-06  1.30178e-05  -1.54885e-06  -8.97474e-07  -3.4016e-06  1.16688e-06  -6.02688e-07  7.50512e-07  9.17579e-07  4.33784e-06  -2.17068e-08  2.76298e-06
0.0138778  1.25717  -0.00034043  -0.00112577  9.03676e-06  2.74698e-05  -1.32845e-06  -1.01897e-06  -2.90342e-06  1.60835e-06  6.81785e-07  2.25925e-06  1.29978e-06  3.1634e-06  2.9507e-08  3.05776e-06
0.0255111  2.30722  -0.000629814  -0.00207338  3.34789e-05  9.75202e-05  -7.06411e-07  -3.11574e-07  5.67352e-07  2.9348e-07  3.26091e-06  5.88834e-06  1.48744e-06  1.08745e-06  6.67545e-08  1.65086e-06
0.0449  4.04028  -0.00112511  -0.00363005  0.000104088  0.000293178  -1.18002e-05  -4.63329e-06  1.23735e-06  -7.75002e-07  2.88897e-06  2.76744e-06  8.10289e-07  -2.42689e-07  1.87295e-08  1.15042e-06
0.0720444  6.40724  -0.00187003  -0.00576265  0.000271426  0.000762782  -5.7035e-05  -3.14804e-05  -3.13867e-06  2.63449e-06  7.44607e-07  5.70631e-07  -4.32753e-07  -4.01149e-07  -5.34593e-08  -7.62717e-07
0.106944  9.29433  -0.00294645  -0.00836714  0.00061233  0.00167696  -0.000186093  -0.000109048  -2.25173e-05  1.56179e-05  -1.05447e-06  -1.655e-06  1.45565e-07  -9.75592e-07  -8.50806e-09  -3.77259e-07
0.1496  12.4868  -0.00447693  -0.0112823  0.0012342  0.00323958  -0.000479931  -0.000284949  -8.5224e-05  6.14475e-05  -1.36284e-05  -1.19639e-05  -1.54306e-06  -1.05659e-06  -1.2061e-07  -2.46997e-06
0.200011  15.6475  -0.00655404  -0.0142513  0.00228632  0.00567165  -0.00105785  -0.000637039  -0.000255112  0.000185197  -5.22531e-05  -4.16509e-05  -6.45665e-06  1.27872e-06  -1.4149e-07  -1.95492e-06
0.258178  18.3332  -0.00914926  -0.0169769  0.00392069  0.00909137  -0.00202032  -0.00121586  -0.000622656  0.000469212  -0.000153717  -0.000103495  -2.10967e-05  1.76362e-05  -4.19166e-07  3.12318e-06
0.3241  20.0866  -0.0120484  -0.0191758  0.00626246  0.0134829  -0.00344825  -0.00208423  -0.00130903  0.000984509  -0.000375054  -0.000248026  -5.708e-05  4.48669e-05  -2.7423e-07  3.90372e-06
