#pt  dN/ptdYdptdphi  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
0.397778  20.5752  -0.0148593  -0.0205974  0.00936884  0.018683  -0.00537988  -0.00321248  -0.00246518  0.0018564  -0.000810188  -0.000499976  -0.000140787  0.000122568  5.99397e-07  3.10529e-06
0.479211  19.7317  -0.0171571  -0.0210968  0.0131828  0.0243702  -0.00778697  -0.00453096  -0.00419901  0.00314336  -0.00153938  -0.000877383  -0.000302341  0.000300697  -1.45492e-06  1.5346e-05
0.5684  17.7668  -0.0185678  -0.0205859  0.0175691  0.0301692  -0.0105934  -0.00591769  -0.00656687  0.00486372  -0.0026225  -0.001378  -0.000573245  0.00062873  -1.23139e-05  3.90808e-05
0.665344  15.0985  -0.0189323  -0.01912  0.0223885  0.035799  -0.0137254  -0.00731284  -0.0096093  0.00699155  -0.00410415  -0.00201666  -0.000978731  0.00114067  -3.92232e-05  7.41331e-05
0.770044  12.1767  -0.0181524  -0.0167479  0.0275295  0.041048  -0.0171042  -0.00862099  -0.013329  0.00952467  -0.00600358  -0.00274917  -0.00154199  0.00190816  -8.88284e-05  0.000150704
0.8825  9.37783  -0.0161578  -0.0135243  0.0329124  0.0456986  -0.0206718  -0.0098029  -0.017721  0.0124156  -0.00833254  -0.00358178  -0.00228439  0.00295377  -0.000164574  0.000268716
1.00271  6.93355  -0.0129085  -0.00949718  0.0384819  0.0495924  -0.0244065  -0.0108013  -0.022783  0.0156498  -0.0110985  -0.00448894  -0.00322798  0.00432124  -0.000269216  0.000432507
1.13068  4.9415  -0.00842768  -0.00472981  0.0441529  0.0525885  -0.0282935  -0.0115446  -0.0285032  0.0192206  -0.0143242  -0.00543513  -0.00441189  0.00609816  -0.000408875  0.000668944
1.2664  3.41211  -0.00257552  0.000886665  0.049891  0.0544389  -0.0323733  -0.0119455  -0.0349388  0.0230713  -0.0180301  -0.0064033  -0.00586766  0.00833293  -0.00059641  0.00096902
1.40988  2.28342  0.0043655  0.00713689  0.0555353  0.0551733  -0.0365802  -0.0119692  -0.0419261  0.0271268  -0.022134  -0.00733046  -0.00757129  0.011036  -0.000829245  0.00135328
1.56111  1.48814  0.0126401  0.0143486  0.0611351  0.0544773  -0.0410549  -0.0114224  -0.0498399  0.031422  -0.0268282  -0.00813022  -0.00965108  0.0145085  -0.00117973  0.00191885
1.7201  0.945754  0.0220582  0.0224579  0.0665722  0.052311  -0.0457204  -0.0102523  -0.0585663  0.035808  -0.0320067  -0.00873257  -0.0120662  0.0187335  -0.00166587  0.00268673
1.88684  0.586526  0.0324064  0.0314049  0.0717639  0.048654  -0.0505045  -0.00841777  -0.0680554  0.0401436  -0.0375846  -0.00906789  -0.0147796  0.0237045  -0.00231099  0.00368796
2.06134  0.355065  0.0434959  0.0411467  0.0766919  0.0434824  -0.0553795  -0.00589694  -0.0784578  0.0443398  -0.0436279  -0.00910735  -0.0178547  0.0295588  -0.0031854  0.00498256
2.2436  0.209149  0.054793  0.0512555  0.0812367  0.0371689  -0.0601401  -0.002849  -0.0893531  0.0482191  -0.0498754  -0.00885423  -0.0211552  0.0360591  -0.00426643  0.00654731
2.43361  0.121546  0.0670092  0.0625749  0.0856494  0.0288936  -0.0650255  0.00106016  -0.101707  0.0517709  -0.0567268  -0.00819004  -0.024926  0.0436932  -0.00572498  0.00855755
2.63138  0.0678678  0.0786407  0.0736311  0.0896132  0.0199573  -0.0695161  0.00523201  -0.114219  0.0547647  -0.0635514  -0.00727833  -0.0288252  0.0517703  -0.00739682  0.0108536
2.8369  0.037524  0.0907595  0.085603  0.0934411  0.00924593  -0.0739384  0.0101394  -0.128062  0.0572247  -0.0707993  -0.00591674  -0.0331306  0.0608572  -0.00947795  0.0136842
3.05018  0.0197192  0.102248  0.0972964  0.0969803  -0.00221277  -0.0779062  0.0152475  -0.142331  0.059013  -0.0780741  -0.00431964  -0.0376418  0.0704972  -0.0118367  0.0169137
3.27121  0.00987708  0.113756  0.109405  0.100433  -0.0152036  -0.0815066  0.0208327  -0.157633  0.0600177  -0.0854889  -0.00234946  -0.042436  0.0808975  -0.014536  0.0206878
3.5  0.0048617  0.125413  0.122138  0.103854  -0.0300856  -0.0848215  0.0269845  -0.174451  0.0601895  -0.0932445  5.32409e-05  -0.0477098  0.0923207  -0.0177106  0.0251738
