#pt  dN/ptdYdptdphi  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
1.40988  3.154  0.0102552  0.0126342  0.0583273  0.0514486  -0.0385787  -0.0101128  -0.0449919  0.0275681  -0.0233425  -0.00717217  -0.00775112  0.0118741  -0.000852661  0.00149187
1.56111  1.95871  0.0186259  0.0198939  0.0637201  0.0504128  -0.0429421  -0.00944387  -0.0532558  0.0318502  -0.0281923  -0.00789874  -0.00992953  0.0156313  -0.00123868  0.00213981
1.7201  1.19519  0.0280744  0.0280446  0.0689716  0.047878  -0.0474855  -0.00815286  -0.0623522  0.0361819  -0.0335238  -0.00842143  -0.0124563  0.0201675  -0.00177451  0.00300484
1.88684  0.716751  0.0384144  0.0370325  0.0740172  0.043834  -0.0521563  -0.00620573  -0.0722805  0.0404459  -0.039297  -0.00868494  -0.0153257  0.0255163  -0.00249761  0.0041278
2.06134  0.422528  0.0494387  0.0467802  0.0788113  0.0383074  -0.0568882  -0.00359705  -0.0830342  0.0445224  -0.0454644  -0.00864584  -0.0185258  0.0316888  -0.00344583  0.00554833
2.2436  0.244894  0.0609317  0.0571882  0.083327  0.0313525  -0.0616054  -0.000348512  -0.0946003  0.0482939  -0.0519727  -0.00827447  -0.0220411  0.0386735  -0.00465465  0.00730378
2.43361  0.139573  0.0726791  0.0681371  0.0875537  0.0230435  -0.0662275  0.00349417  -0.106958  0.0516501  -0.0587641  -0.00755545  -0.0258546  0.0464388  -0.00615474  0.00942778
2.63138  0.0782333  0.0844758  0.0794918  0.0914937  0.0134678  -0.0706745  0.00786527  -0.120077  0.0544917  -0.0657783  -0.00648735  -0.0299499  0.054935  -0.00796971  0.0119491
2.8369  0.0431323  0.0961317  0.0911056  0.0951586  0.00272095  -0.0748709  0.0126835  -0.133919  0.0567335  -0.0729532  -0.00508179  -0.0343119  0.0640974  -0.0101142  0.0148905
3.05018  0.0233929  0.107475  0.102825  0.0985657  -0.0090972  -0.0787495  0.0178564  -0.148432  0.0583065  -0.0802264  -0.00336171  -0.0389277  0.0738498  -0.0125928  0.0182681
3.27121  0.0124818  0.118357  0.114493  0.101735  -0.0218854  -0.0822538  0.0232848  -0.163559  0.0591592  -0.0875361  -0.00135969  -0.043786  0.0841076  -0.0153992  0.0220905
3.5  0.00655272  0.128648  0.125958  0.104685  -0.0355431  -0.0853404  0.0288674  -0.179231  0.0592578  -0.0948228  0.000884166  -0.0488773  0.0947816  -0.0185161  0.0263583
