#pt  dN/ptdYdptdphi  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
0.01  223.41  -0.00018492  -0.00107784  4.36448e-05  3.69768e-05  -1.51198e-06  -4.0056e-07  -3.3868e-08  1.18184e-08  -3.54845e-09  -1.06751e-09  -8.36794e-09  8.24207e-09  2.93232e-09  4.85531e-09
0.0138778  223.391  -0.000258748  -0.001492  8.3818e-05  7.11288e-05  -4.02619e-06  -1.07701e-06  -1.20311e-07  7.70396e-08  -6.04189e-10  -2.84184e-09  -2.64288e-09  -1.25213e-08  2.79613e-09  7.84848e-09
0.0255111  223.268  -0.000494149  -0.00270879  0.000279174  0.000238516  -2.43885e-05  -6.54783e-06  -1.32481e-06  8.6324e-07  -7.00377e-08  -5.10683e-08  -1.635e-09  2.81761e-09  4.81755e-09  -4.07006e-10
0.0449  222.671  -0.000952811  -0.00460221  0.000829772  0.000722073  -0.000123547  -3.35118e-05  -1.1722e-05  7.62531e-06  -1.15244e-06  -6.75214e-07  -4.28997e-08  3.60328e-08  3.72024e-09  1.88288e-09
0.0720444  220.284  -0.00174482  -0.00686236  0.00195826  0.00176138  -0.000438422  -0.000121125  -6.55311e-05  4.26289e-05  -9.62066e-06  -5.49184e-06  -6.43721e-07  5.88931e-07  5.33891e-11  2.85119e-09
0.106944  213.322  -0.00290601  -0.00904957  0.00373742  0.00350701  -0.0011228  -0.00031642  -0.00023994  0.000156023  -4.72596e-05  -2.54303e-05  -4.46271e-06  4.51241e-06  1.9508e-08  2.21478e-08
0.1496  198.924  -0.00429709  -0.0108303  0.00601821  0.00589248  -0.00222605  -0.000637318  -0.000625855  0.000405336  -0.000150518  -7.54256e-05  -1.81205e-05  2.04268e-05  -1.06998e-07  4.77089e-07
0.200011  176.782  -0.00574727  -0.012124  0.00856857  0.00872306  -0.00368236  -0.00106791  -0.00127513  0.00082053  -0.000350465  -0.000163994  -4.98498e-05  6.10743e-05  -1.06068e-06  2.46709e-06
0.258178  149.573  -0.00720295  -0.0130123  0.0112472  0.0118773  -0.00540482  -0.00159289  -0.00220033  0.00140769  -0.000664636  -0.000293897  -0.000105651  0.000137114  -3.79955e-06  7.44045e-06
0.3241  121.036  -0.0086741  -0.0135797  0.0140459  0.0153671  -0.00734508  -0.00221652  -0.00341426  0.00217771  -0.00111157  -0.000471993  -0.000190909  0.00025728  -9.16612e-06  1.65743e-05
0.397778  94.2438  -0.0101218  -0.0138349  0.0170362  0.0192612  -0.00949095  -0.00295427  -0.00495448  0.00315993  -0.00172376  -0.000713492  -0.000314588  0.000433896  -1.79345e-05  3.12081e-05
0.479211  70.9982  -0.0114085  -0.0137097  0.0203073  0.0235913  -0.0118458  -0.00381877  -0.00688422  0.00439911  -0.00254877  -0.00103977  -0.000491942  0.000687124  -3.13334e-05  5.31904e-05
0.5684  51.9737  -0.012312  -0.0130929  0.0239293  0.0282947  -0.014414  -0.00480872  -0.00928311  0.00594741  -0.00364413  -0.00147279  -0.000745623  0.00104706  -5.11257e-05  8.55225e-05
0.665344  37.091  -0.012569  -0.0118654  0.0279395  0.0332014  -0.0171965  -0.00590025  -0.0122355  0.00785566  -0.00507168  -0.00202926  -0.00110587  0.00155616  -7.97908e-05  0.000132758
0.770044  25.8655  -0.0119218  -0.00992371  0.0323402  0.0380556  -0.0201934  -0.00704154  -0.01582  0.010164  -0.00689211  -0.00271487  -0.00161013  0.00227167  -0.000121011  0.000202209
0.8825  17.655  -0.0101527  -0.0071871  0.0371017  0.0425559  -0.0234076  -0.00815242  -0.0201018  0.0128935  -0.00915969  -0.00352014  -0.002301  0.00326706  -0.000180492  0.000305421
1.00271  11.8094  -0.00710387  -0.00359665  0.0421664  0.0463967  -0.0268466  -0.00913007  -0.0251306  0.016041  -0.0119177  -0.0044182  -0.00322266  0.00462968  -0.00026721  0.000459598
1.13068  7.74774  -0.00268714  0.0008892  0.047455  0.0493011  -0.0305192  -0.00985886  -0.0309411  0.0195766  -0.0151949  -0.0053656  -0.00441686  0.00645527  -0.000394553  0.000688176
1.2664  4.98866  0.00311542  0.0062963  0.0528745  0.0510414  -0.0344314  -0.010222  -0.0375566  0.0234449  -0.0190042  -0.00630532  -0.0059181  0.00884039  -0.00058141  0.00102075
