#pT  dNch/detapTdpTdphi  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
0.01  137.125  8.3197e-05  -0.000177543  -1.05118e-06  -1.2062e-05  -2.97048e-06  -5.07008e-06  -2.1655e-05  9.35948e-06  2.4135e-05  3.51539e-05  1.89315e-05  7.09414e-06  
0.130345  964.772  -0.00297585  -0.00483171  0.0019082  0.00128236  -0.000275105  -3.7382e-05  -1.73473e-05  4.07251e-05  -7.42487e-05  -5.34671e-05  -2.50842e-05  3.17972e-05  
0.25069  770.477  -0.00750363  -0.0102242  0.00716899  0.00793073  -0.00183689  -0.000331011  -0.000212894  9.07537e-05  -5.12642e-05  -6.68025e-05  -3.4002e-05  1.96439e-05  
0.371034  516.32  -0.010522  -0.0133575  0.0126728  0.01637  -0.00497692  -0.0016394  -0.00169727  0.00102176  -0.00022931  -9.82472e-05  1.50837e-05  -3.53827e-05  
0.491379  343.432  -0.0126771  -0.0145026  0.0180364  0.0244691  -0.00881477  -0.00345178  -0.00444793  0.00287696  -0.00107294  -0.00041859  -7.13145e-05  0.000107326  
0.611724  229.486  -0.0136784  -0.0140037  0.0232474  0.031544  -0.0127389  -0.00528797  -0.00810849  0.0053741  -0.00264357  -0.00105913  -0.00040877  0.000569118  
0.732069  154.818  -0.0135449  -0.0124221  0.0284688  0.0377672  -0.0166262  -0.00699055  -0.0123675  0.00825854  -0.00473673  -0.0018952  -0.000971552  0.00132188  
0.852414  105.301  -0.0122812  -0.0100122  0.033607  0.042991  -0.0203875  -0.00847721  -0.0170477  0.0113733  -0.00722502  -0.00284226  -0.001739  0.00235888  
0.972759  72.2169  -0.00999496  -0.00697602  0.03858  0.0471568  -0.0239903  -0.00969309  -0.0220113  0.0146112  -0.0100045  -0.00382412  -0.00269116  0.0036834  
1.0931  49.9311  -0.00684631  -0.00347187  0.0433523  0.0503102  -0.0274502  -0.0106258  -0.0271639  0.0178987  -0.0129884  -0.00479192  -0.00379677  0.00526851  
1.21345  34.7758  -0.0029563  0.000421956  0.0479278  0.0525305  -0.0308135  -0.0112688  -0.0324856  0.0212075  -0.0161426  -0.0057141  -0.00504399  0.00711449  
1.33379  24.3437  0.00160505  0.00469071  0.0523475  0.0539132  -0.0341413  -0.011626  -0.038005  0.0245436  -0.0194662  -0.00657427  -0.00643059  0.00923488  
1.45414  17.0777  0.00685695  0.00939509  0.0566793  0.0545027  -0.037513  -0.0116906  -0.0438221  0.0279404  -0.023005  -0.00736655  -0.00797656  0.0116783  
1.57448  11.9691  0.0128869  0.0146485  0.0609856  0.0542642  -0.0410104  -0.0114265  -0.050085  0.0314375  -0.0268359  -0.00808026  -0.00972243  0.0145333  
1.69483  8.51274  0.018897  0.0198076  0.0646816  0.0531735  -0.044187  -0.0108124  -0.0560167  0.0345529  -0.03046  -0.00857612  -0.0114435  0.0174764  
1.81517  6.09346  0.0250589  0.025093  0.0681067  0.0514909  -0.0472681  -0.0099428  -0.0619671  0.0374937  -0.0340735  -0.00894095  -0.0132066  0.0205825  
1.93552  4.32162  0.0319563  0.0310242  0.0716506  0.0491382  -0.0505814  -0.00876231  -0.0685581  0.0405798  -0.038053  -0.009224  -0.01519  0.024163  
2.05586  3.03769  0.0394097  0.0374768  0.0751547  0.0460396  -0.0540157  -0.0072311  -0.0756522  0.0436782  -0.042303  -0.00937308  -0.0173603  0.0281961  
2.17621  2.20202  0.0453781  0.0427313  0.0776894  0.0430282  -0.056642  -0.00574867  -0.0813955  0.0459351  -0.0456932  -0.00932686  -0.0191438  0.031641  
2.29655  1.56342  0.0525457  0.0491057  0.0806124  0.0391287  -0.0597344  -0.00384102  -0.0883584  0.0485133  -0.0497626  -0.00919135  -0.0213107  0.0358821  
2.4169  1.10407  0.0600227  0.0558853  0.0834402  0.034519  -0.0628443  -0.00161144  -0.0957611  0.0509442  -0.0540061  -0.00890053  -0.0236197  0.0405004  
2.53724  0.801604  0.0661665  0.0615959  0.0856189  0.0302486  -0.0653124  0.000434466  -0.102086  0.05273  -0.0575528  -0.00852145  -0.025602  0.0445547  
2.65759  0.561694  0.0739401  0.0689043  0.0882991  0.0245615  -0.0683835  0.00314662  -0.110246  0.0548654  -0.062082  -0.00796022  -0.0281651  0.0498471  
2.77793  0.403452  0.0798529  0.0746187  0.0902309  0.0197113  -0.0706232  0.00542891  -0.116799  0.0562608  -0.0656291  -0.00738571  -0.0302353  0.0542115  
2.89828  0.283892  0.0866148  0.081225  0.0924063  0.0139229  -0.0731318  0.0081285  -0.12445  0.0577379  -0.0697172  -0.00666497  -0.0326499  0.0593356  
3.01862  0.197425  0.0932643  0.0878714  0.094474  0.00772208  -0.0754882  0.0109717  -0.132307  0.0589408  -0.0738042  -0.00582208  -0.0351235  0.0646544  
3.13897  0.139177  0.0990358  0.0937424  0.0962446  0.00195792  -0.0774394  0.0135671  -0.139399  0.0597939  -0.0774036  -0.00499405  -0.0373503  0.0694934  
3.25931  0.092621  0.106496  0.101445  0.0985065  -0.00591933  -0.0798569  0.0170644  -0.148873  0.0606838  -0.0821142  -0.00381612  -0.0403177  0.0759968  
3.37966  0.0657256  0.111571  0.106834  0.100016  -0.0118379  -0.0813577  0.0196073  -0.155677  0.0609834  -0.08534  -0.00287956  -0.0424223  0.0806497  
3.5  0.0424119  0.120108  0.11597  0.102542  -0.0220603  -0.0838143  0.0239631  -0.167294  0.0613423  -0.0907767  -0.00123982  -0.0460037  0.0885856  
