#pt  dN/ptdYdptdphi  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
0.01  0.953241  -0.000244308  -0.000809853  4.20461e-06  1.30242e-05  -1.55118e-06  -9.02751e-07  -3.40188e-06  1.16862e-06  -6.02036e-07  7.48798e-07  9.17524e-07  4.34044e-06  -2.44916e-08  2.75997e-06
0.0138778  1.32239  -0.000340424  -0.00112576  9.03539e-06  2.74716e-05  -1.32717e-06  -1.02208e-06  -2.89664e-06  1.60814e-06  6.76147e-07  2.2702e-06  1.30599e-06  3.16719e-06  1.47419e-08  3.06218e-06
0.0255111  2.42664  -0.000629819  -0.00207338  3.3487e-05  9.75299e-05  -7.02282e-07  -3.2207e-07  5.57574e-07  2.91177e-07  3.26301e-06  5.87677e-06  1.48801e-06  1.09707e-06  6.43559e-08  1.64631e-06
0.0449  4.24801  -0.00112506  -0.00363004  0.000104089  0.000293169  -1.17982e-05  -4.62954e-06  1.24999e-06  -7.73404e-07  2.89405e-06  2.78049e-06  8.10453e-07  -2.36146e-07  1.60711e-08  1.15238e-06
0.0720444  6.73173  -0.00187007  -0.00576259  0.000271412  0.000762776  -5.70366e-05  -3.14962e-05  -3.12074e-06  2.62065e-06  7.55699e-07  5.71313e-07  -4.24449e-07  -4.00249e-07  -6.5633e-08  -7.62086e-07
0.106944  9.75137  -0.00294649  -0.00836721  0.000612292  0.00167707  -0.000186046  -0.000109099  -2.24185e-05  1.55679e-05  -1.01507e-06  -1.66459e-06  1.63461e-07  -1.01509e-06  7.60395e-09  -3.97078e-07
0.1496  13.0713  -0.00447626  -0.0112818  0.00123425  0.00323936  -0.00047989  -0.000284924  -8.51087e-05  6.13794e-05  -1.35493e-05  -1.19662e-05  -1.51982e-06  -1.13568e-06  -1.26815e-07  -2.49511e-06
0.200011  16.3273  -0.00655325  -0.0142509  0.00228603  0.00567093  -0.00105761  -0.000636888  -0.000254782  0.000184999  -5.20764e-05  -4.15863e-05  -6.38303e-06  1.17629e-06  -1.14681e-07  -1.95951e-06
0.258178  19.0519  -0.00914944  -0.0169773  0.00392034  0.00909111  -0.00202017  -0.00121575  -0.000622547  0.000469122  -0.000153661  -0.000103457  -2.10648e-05  1.75749e-05  -4.24779e-07  3.12237e-06
0.3241  20.7772  -0.0120493  -0.0191766  0.00626252  0.0134833  -0.00344832  -0.00208428  -0.00130913  0.000984568  -0.000375136  -0.000248064  -5.71355e-05  4.49265e-05  -2.77606e-07  3.90666e-06
0.397778  21.1798  -0.0148603  -0.0205978  0.00936898  0.0186833  -0.00537992  -0.00321243  -0.00246538  0.00185646  -0.00081034  -0.000500004  -0.000140862  0.000122656  5.85887e-07  3.10015e-06
0.479211  20.2168  -0.0171564  -0.0210966  0.0131825  0.0243689  -0.00778672  -0.00453038  -0.00419905  0.00314327  -0.00153949  -0.000877205  -0.000302472  0.000300992  -1.48176e-06  1.53803e-05
0.5684  18.1273  -0.01857  -0.0205871  0.0175688  0.03017  -0.0105933  -0.00591761  -0.00656692  0.00486365  -0.00262274  -0.00137796  -0.00057344  0.000629106  -1.23893e-05  3.91428e-05
0.665344  15.3484  -0.018934  -0.0191207  0.022389  0.0358009  -0.0137253  -0.00731302  -0.00960885  0.00699138  -0.00410385  -0.00201645  -0.000978668  0.00114071  -3.92522e-05  7.42722e-05
0.770044  12.3403  -0.0181516  -0.0167471  0.0275294  0.0410472  -0.0171041  -0.00862079  -0.0133285  0.00952438  -0.00600295  -0.00274896  -0.0015416  0.00190762  -8.87225e-05  0.000150664
0.8825  9.48014  -0.0161548  -0.0135221  0.0329127  0.045696  -0.0206726  -0.00980243  -0.0177223  0.0124162  -0.00833287  -0.00358202  -0.00228412  0.00295295  -0.000164234  0.000268232
1.00271  6.9945  -0.0129157  -0.00950312  0.0384793  0.0495934  -0.0244062  -0.0108019  -0.0227848  0.0156508  -0.011101  -0.00448935  -0.00322955  0.00432402  -0.000269609  0.000433005
1.13068  4.97777  -0.00841988  -0.00472316  0.0441544  0.0525852  -0.0282931  -0.0115435  -0.0284996  0.0192185  -0.0143199  -0.00543438  -0.00440911  0.00609334  -0.000407997  0.000667709
1.2664  3.43169  -0.00259983  0.000862848  0.0498818  0.0544548  -0.0323637  -0.0119525  -0.0349171  0.0230652  -0.0180196  -0.00640448  -0.00586245  0.0083226  -0.000594449  0.000966514
1.40988  2.29476  0.00437348  0.00714447  0.0555396  0.0551678  -0.0365857  -0.0119661  -0.041942  0.0271319  -0.0221445  -0.00733002  -0.00757764  0.0110482  -0.000831976  0.00135698
