#pt  dN/ptdYdptdphi  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
1.56111  1.49463  0.0126647  0.014371  0.0611421  0.0544633  -0.0410601  -0.0114161  -0.0498486  0.0314232  -0.0268287  -0.00812814  -0.0096498  0.0145073  -0.00117918  0.00191827
1.7201  0.948861  0.0220493  0.0224497  0.0665691  0.0523165  -0.0457166  -0.010256  -0.0585554  0.0358047  -0.032  -0.00873441  -0.0120617  0.0187235  -0.00166325  0.00268246
1.88684  0.588124  0.0324047  0.0314048  0.0717659  0.0486507  -0.0505086  -0.00841592  -0.068074  0.0401489  -0.0375988  -0.00906806  -0.0147893  0.0237226  -0.00231523  0.00369372
2.06134  0.355576  0.0434141  0.0410636  0.0766677  0.0435552  -0.05535  -0.00592984  -0.0783713  0.0443256  -0.0435858  -0.00911711  -0.0178309  0.0295103  -0.00317383  0.00496744
2.2436  0.209814  0.054867  0.0513332  0.0812553  0.0370992  -0.0601626  -0.00281725  -0.0894195  0.0482255  -0.049902  -0.00884228  -0.0211694  0.0360921  -0.00427449  0.006559
2.43361  0.121534  0.066926  0.062489  0.0856309  0.0289709  -0.0650006  0.00102515  -0.101635  0.051766  -0.0566985  -0.00820338  -0.0249105  0.0436598  -0.00571463  0.00854598
2.63138  0.0683731  0.078851  0.0738558  0.0896607  0.0197474  -0.0695847  0.00532781  -0.11443  0.0547817  -0.0636415  -0.00724098  -0.0288778  0.0518806  -0.00743008  0.0108935
2.8369  0.0375449  0.0907404  0.0855802  0.0934374  0.00926575  -0.0739307  0.0101291  -0.128042  0.0572216  -0.0707908  -0.00592187  -0.0331257  0.0608466  -0.00947506  0.0136791
3.05018  0.0196617  0.102221  0.097263  0.09698  -0.0021876  -0.0778905  0.0152335  -0.142302  0.0590084  -0.0780597  -0.00432675  -0.0376316  0.0704846  -0.0118274  0.0169084
3.27121  0.0098883  0.113755  0.109405  0.100431  -0.0152018  -0.081505  0.0208326  -0.157626  0.0600165  -0.0854831  -0.00234843  -0.0424316  0.0808904  -0.0145338  0.0206862
3.5  0.00486724  0.125403  0.122128  0.10385  -0.0300723  -0.0848176  0.0269795  -0.174432  0.060188  -0.0932333  5.211e-05  -0.047702  0.0923053  -0.0177066  0.0251685
