#pt  dN/ptdYdptdphi  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
0.397778  224.498  -0.0107758  -0.0130795  0.0145411  0.01837  -0.00588738  -0.0018951  -0.00216493  0.0012941  -0.00027615  -8.75454e-05  3.89915e-05  -5.5892e-05  8.9117e-06  -1.47938e-05
0.479211  161.86  -0.0119346  -0.0134517  0.0184112  0.0238653  -0.00863136  -0.0031233  -0.00416999  0.00262489  -0.000875267  -0.00029876  -1.25574e-05  4.31152e-05  1.31309e-05  -1.67999e-05
0.5684  114.212  -0.0125834  -0.0129876  0.022639  0.0294153  -0.011752  -0.00449962  -0.00693099  0.00447457  -0.00195427  -0.000708864  -0.000206759  0.000332492  5.99305e-06  3.89113e-07
0.665344  78.9612  -0.0124521  -0.011655  0.0272126  0.0347926  -0.0151349  -0.00591957  -0.0104006  0.00678985  -0.00352741  -0.0013231  -0.00057583  0.000838619  -1.80943e-05  3.94887e-05
0.770044  53.4924  -0.0113476  -0.00945879  0.0320984  0.0397947  -0.0187214  -0.00727042  -0.0145903  0.00956163  -0.00562621  -0.00209283  -0.0011654  0.0016568  -7.15454e-05  0.000120881
0.8825  35.5558  -0.00907484  -0.0063949  0.0372321  0.0441411  -0.0224753  -0.00849403  -0.0194572  0.0127005  -0.00821243  -0.00300638  -0.001976  0.00277849  -0.000152428  0.0002291
1.00271  23.19  -0.00555495  -0.0024558  0.0425437  0.0476416  -0.0263859  -0.00946089  -0.0250327  0.0162095  -0.0113216  -0.00398386  -0.00306108  0.00434926  -0.000279969  0.000418183
1.13068  14.8413  -0.000825794  0.0022807  0.0479355  0.0501383  -0.0304297  -0.0101263  -0.0312504  0.019987  -0.014891  -0.004991  -0.00440626  0.00636047  -0.000456214  0.000682201
1.2664  9.3328  0.00514245  0.00786081  0.053337  0.0514513  -0.0346204  -0.0103635  -0.0381674  0.024003  -0.0189406  -0.00594695  -0.00604805  0.0089298  -0.000704317  0.00106113
1.40988  5.76556  0.0122603  0.014249  0.0586805  0.0515143  -0.0389468  -0.0101274  -0.0457507  0.0281736  -0.0234282  -0.00680672  -0.00798096  0.012079  -0.00103726  0.00157077
1.56111  3.49527  0.0202762  0.0212667  0.0638577  0.0503876  -0.0433589  -0.00943095  -0.0538996  0.0323989  -0.0283049  -0.00754965  -0.0102057  0.0158297  -0.0014789  0.0022315
1.7201  2.08641  0.0294635  0.0293011  0.0689378  0.0477148  -0.0479613  -0.00806439  -0.0629589  0.0366729  -0.0336699  -0.00805363  -0.0127703  0.0203686  -0.00207092  0.00312768
1.88684  1.22229  0.0393361  0.037973  0.0737697  0.0437332  -0.0526052  -0.00614112  -0.072653  0.0408129  -0.0393688  -0.00834141  -0.0156121  0.0255589  -0.00282207  0.00421072
2.06134  0.699794  0.049491  0.0469922  0.0782619  0.0386943  -0.057161  -0.00373279  -0.0827541  0.0447198  -0.04526  -0.00837343  -0.0186628  0.031333  -0.00373263  0.00552487
2.2436  0.39136  0.0598329  0.0563459  0.08243  0.0326608  -0.0615941  -0.000832642  -0.0932618  0.0483525  -0.0513046  -0.00809573  -0.0219059  0.037723  -0.00482673  0.00714073
2.43361  0.216934  0.0710919  0.066856  0.0865002  0.0247989  -0.0661223  0.00283194  -0.105005  0.0516256  -0.0578079  -0.00747517  -0.0255126  0.0449867  -0.00622792  0.00907352
2.63138  0.117561  0.0824909  0.0778324  0.0903544  0.0156573  -0.0705336  0.00704028  -0.117699  0.0544794  -0.0646852  -0.00652232  -0.0294879  0.0531645  -0.00796546  0.0114451
2.8369  0.0607831  0.0934254  0.0886609  0.0939411  0.00574663  -0.0746232  0.0115246  -0.13098  0.0568246  -0.0717704  -0.0053248  -0.0337635  0.0620998  -0.0100077  0.0142455
3.05018  0.0310916  0.104697  0.100229  0.0973895  -0.00582988  -0.0784556  0.0166069  -0.145181  0.0584167  -0.0789064  -0.0037018  -0.0382238  0.0715965  -0.0123603  0.017475
3.27121  0.0148474  0.115844  0.112004  0.100812  -0.0187491  -0.08195  0.0220827  -0.160578  0.0593625  -0.0864015  -0.00177092  -0.0431284  0.082163  -0.0150979  0.0213441
3.5  0.00677786  0.127475  0.124688  0.10433  -0.0339646  -0.085116  0.0282501  -0.177697  0.0593795  -0.0942214  0.000646625  -0.0484885  0.093845  -0.0182788  0.0259766
