#pt  dN/ptdYdptdphi  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
0.01  898.621  8.82566e-05  -0.000167653  -1.17829e-06  -1.24322e-05  -2.77171e-06  -4.9658e-06  -2.16136e-05  9.26755e-06  2.45406e-05  3.56904e-05  1.91701e-05  7.23901e-06  -3.36051e-07  1.92982e-05
0.0138778  897.079  0.000113282  -0.000241133  3.26104e-06  -2.84127e-05  5.85438e-06  -6.11849e-07  -1.22737e-08  8.51082e-07  3.68323e-05  4.59201e-05  1.66677e-05  -3.73625e-06  -4.25166e-07  1.57047e-05
0.0255111  889.492  0.000165078  -0.000508456  -2.15542e-06  -3.3689e-05  1.72819e-05  1.70877e-05  2.10077e-05  -3.43876e-06  2.76924e-05  2.72068e-05  4.75755e-07  -5.67169e-06  2.92492e-07  -3.76308e-06
0.0449  867.472  9.306e-05  -0.000994444  2.65711e-05  -7.10802e-05  -2.16406e-06  -1.68113e-05  -1.61596e-06  3.63783e-06  5.16863e-06  4.12616e-07  -6.40114e-06  3.13571e-06  6.92978e-07  1.95593e-06
0.0720444  820.454  -0.000423193  -0.00187921  0.000252832  -5.23526e-05  -4.06894e-05  -5.55887e-05  -1.54864e-05  2.09557e-05  -1.34261e-05  -1.37631e-05  -1.92965e-06  -3.29024e-06  -6.94841e-08  -1.9209e-06
0.106944  740.598  -0.00172524  -0.0033613  0.000960773  0.000370067  -0.000122401  -5.61826e-05  -1.87305e-05  4.56937e-05  -4.29884e-05  -3.15574e-05  -1.07941e-05  1.11724e-05  -1.34636e-06  -1.93778e-06
0.1496  632.94  -0.00366374  -0.00544618  0.00249611  0.00175051  -0.000358407  -1.83971e-05  -1.27489e-05  3.70939e-05  -9.41683e-05  -6.79935e-05  -3.45942e-05  4.54594e-05  -4.98394e-06  8.71105e-06
0.200011  514.993  -0.00576553  -0.00783988  0.00483302  0.00446422  -0.000907918  -4.80136e-05  -8.72484e-06  2.63234e-08  -8.49951e-05  -8.58319e-05  -4.68625e-05  4.50228e-05  -5.02299e-06  8.40606e-06
0.258178  402.112  -0.00768499  -0.0101379  0.00772799  0.00837648  -0.00196473  -0.000320965  -0.00021897  8.23272e-05  -4.14293e-05  -6.30741e-05  -3.36849e-05  1.69907e-05  -4.51801e-06  6.69718e-06
0.3241  304.332  -0.00934112  -0.0119464  0.0109832  0.0131274  -0.00362981  -0.000934212  -0.000875029  0.000464316  -5.02186e-05  -3.84688e-05  9.25086e-06  -3.80326e-05  4.9395e-07  -3.82208e-06
