#pt  dN/ptdYdptdphi  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
0.01  896.274  8.56348e-05  -0.00016838  -1.40835e-06  -1.35429e-05  -2.87831e-06  -5.27885e-06  -2.12178e-05  9.0651e-06  2.51311e-05  3.56304e-05  1.91817e-05  6.68385e-06  -3.32735e-07  1.918e-05
0.0138778  894.787  0.00011223  -0.000240132  3.10722e-06  -2.68678e-05  6.16724e-06  -4.4567e-07  2.68702e-07  9.83146e-07  3.56356e-05  4.56192e-05  1.60207e-05  -3.39696e-06  -3.18966e-07  1.51498e-05
0.0255111  887.195  0.000163027  -0.000507907  -5.92009e-07  -3.35397e-05  1.63081e-05  1.62584e-05  1.95044e-05  -3.55096e-06  2.73377e-05  2.69543e-05  4.96592e-07  -5.3362e-06  2.74596e-07  -3.14677e-06
0.0449  865.33  9.67368e-05  -0.00098949  2.7668e-05  -7.18863e-05  -2.76072e-06  -1.70759e-05  -3.35806e-06  4.8286e-06  4.72331e-06  6.97181e-07  -6.39171e-06  3.02891e-06  6.41308e-07  1.74129e-06
0.0720444  818.902  -0.00041831  -0.00187219  0.000252585  -5.46055e-05  -4.02856e-05  -5.53231e-05  -1.36673e-05  1.99246e-05  -1.31536e-05  -1.2869e-05  -1.97127e-06  -2.42899e-06  -1.13818e-07  -1.48001e-06
0.106944  739.63  -0.0017223  -0.00335522  0.000960589  0.000367119  -0.000122865  -5.55803e-05  -1.98612e-05  4.58749e-05  -4.29009e-05  -3.0634e-05  -1.00395e-05  1.07306e-05  -1.34301e-06  -1.91894e-06
0.1496  632.471  -0.00366515  -0.00544345  0.00249791  0.00175145  -0.000359293  -1.90222e-05  -1.39684e-05  3.74192e-05  -9.46686e-05  -6.84525e-05  -3.43493e-05  4.46964e-05  -4.8921e-06  8.08347e-06
0.200011  514.767  -0.00576507  -0.00783698  0.00483648  0.00446626  -0.00090813  -4.82988e-05  -8.44606e-06  -2.29051e-07  -8.51017e-05  -8.63695e-05  -4.66112e-05  4.40918e-05  -4.66019e-06  7.67993e-06
0.258178  402.05  -0.00768323  -0.0101344  0.00773063  0.0083766  -0.0019653  -0.000319825  -0.000219328  8.25711e-05  -4.12824e-05  -6.24723e-05  -3.323e-05  1.65392e-05  -4.02204e-06  6.32129e-06
0.3241  304.32  -0.00934075  -0.0119456  0.0109839  0.0131274  -0.00362914  -0.000934182  -0.000873334  0.000463567  -4.90078e-05  -3.80038e-05  9.94246e-06  -3.89124e-05  1.1076e-06  -4.46566e-06
0.397778  224.497  -0.0107811  -0.0130846  0.0145376  0.0183717  -0.00588471  -0.00189609  -0.0021627  0.00129257  -0.000276799  -8.73876e-05  3.75203e-05  -5.30097e-05  8.11504e-06  -1.38312e-05
0.479211  161.861  -0.0119331  -0.0134497  0.0184122  0.0238666  -0.00863072  -0.00312352  -0.00416789  0.00262369  -0.000873872  -0.00029838  -1.21341e-05  4.26547e-05  1.30559e-05  -1.66582e-05
0.5684  114.211  -0.0125878  -0.012991  0.0226381  0.0294194  -0.0117499  -0.00450051  -0.00692608  0.00447234  -0.00195171  -0.00070839  -0.000205934  0.000331225  6.06683e-06  3.02233e-07
0.665344  78.9622  -0.012448  -0.0116497  0.027216  0.0347927  -0.0151369  -0.00591884  -0.0104035  0.00679091  -0.00352863  -0.00132284  -0.000576514  0.000839985  -1.83139e-05  3.97977e-05
0.770044  53.498  -0.0113399  -0.0094509  0.0320995  0.0397902  -0.0187202  -0.00726974  -0.0145841  0.00955862  -0.00562043  -0.00209306  -0.00116177  0.00164962  -6.99861e-05  0.000118394
0.8825  35.557  -0.00907151  -0.00639068  0.037234  0.0441404  -0.0224759  -0.0084934  -0.0194568  0.0127009  -0.00821149  -0.00300594  -0.00197527  0.00277781  -0.000152035  0.000229151
1.00271  23.1865  -0.0055711  -0.00247052  0.042537  0.047649  -0.0263798  -0.0094641  -0.0250216  0.0162061  -0.0113174  -0.00398384  -0.00306017  0.00434804  -0.000280197  0.000418934
1.13068  14.8417  -0.000822982  0.00228321  0.047938  0.0501374  -0.0304326  -0.0101254  -0.031258  0.0199901  -0.014896  -0.00499111  -0.0044091  0.00636585  -0.000457478  0.000683809
1.2664  9.33156  0.00512294  0.00784064  0.0533321  0.0514687  -0.0346155  -0.0103697  -0.038155  0.0240017  -0.018936  -0.00594808  -0.00604578  0.00892507  -0.000703713  0.00106046
1.40988  5.76277  0.0122038  0.0141929  0.058662  0.0515577  -0.0389281  -0.0101454  -0.0457051  0.0281643  -0.0234096  -0.00681056  -0.007973  0.0120622  -0.00103488  0.0015676
1.56111  3.49826  0.0203682  0.0213576  0.0638887  0.0503161  -0.0433929  -0.00940027  -0.0539859  0.032418  -0.028345  -0.00754381  -0.0102249  0.0158678  -0.0014854  0.00223934
1.7201  2.08579  0.0294443  0.0292844  0.0689319  0.0477231  -0.0479558  -0.008069  -0.0629503  0.0366691  -0.0336666  -0.00805493  -0.0127694  0.0203663  -0.00207064  0.00312675
1.88684  1.22138  0.0392739  0.0379122  0.0737508  0.0437835  -0.0525831  -0.00616247  -0.0725946  0.0408023  -0.0393416  -0.00834551  -0.0155984  0.0255327  -0.0028164  0.00420557
2.06134  0.699782  0.049479  0.0469802  0.0782535  0.0387079  -0.0571481  -0.00373833  -0.0827107  0.0447077  -0.0452296  -0.00837149  -0.0186438  0.0313  -0.00372479  0.00551748
2.2436  0.392644  0.0600371  0.0565561  0.0824836  0.0324659  -0.0616601  -0.000752505  -0.0934591  0.0483699  -0.0513908  -0.00807552  -0.0219531  0.0378142  -0.00485106  0.00716259
2.43361  0.216407  0.0709971  0.0667578  0.0864801  0.0248859  -0.0660958  0.00279247  -0.104931  0.051622  -0.0577821  -0.00749096  -0.0254991  0.0449554  -0.00621815  0.00906177
2.63138  0.117344  0.0824298  0.0777661  0.0903448  0.0157192  -0.0705212  0.00701347  -0.117663  0.0544848  -0.0646805  -0.00653447  -0.0294871  0.0531589  -0.00796243  0.0114417
2.8369  0.0612669  0.0935893  0.0888416  0.0939587  0.005578  -0.074653  0.0115985  -0.131059  0.0568024  -0.0717662  -0.00528797  -0.0337539  0.0620904  -0.010013  0.0142474
3.05018  0.0311846  0.104708  0.100244  0.0973904  -0.00583533  -0.0784677  0.0166127  -0.145201  0.0584272  -0.0789216  -0.00369964  -0.0382341  0.0716113  -0.0123665  0.0174795
3.27121  0.0148408  0.115779  0.111928  0.100793  -0.0186564  -0.0819263  0.0220459  -0.160467  0.0593625  -0.0863471  -0.00178327  -0.0430908  0.0820912  -0.0150748  0.0213173
3.5  0.006765  0.127525  0.124743  0.104347  -0.0340362  -0.085126  0.0282774  -0.177772  0.0593748  -0.0942528  0.000656456  -0.0485095  0.0938938  -0.0182908  0.0259959
