#pt  dN/ptdYdptdphi  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
0.01  19.8987  -5.59286e-06  -0.000729554  4.51125e-06  8.36894e-06  -1.6263e-07  -6.40446e-08  -1.43019e-08  -3.83218e-09  -1.14899e-08  -2.33722e-08  -1.78729e-08  1.78729e-08  -1.60569e-10  2.00229e-09
0.0138778  19.898  -8.33991e-06  -0.00101219  8.69549e-06  1.61506e-05  -4.25928e-07  -1.77443e-07  -2.61752e-08  3.00075e-08  1.36097e-08  -7.2895e-09  7.40345e-09  3.06661e-09  5.32596e-09  -1.69525e-08
0.0255111  19.8946  -2.04002e-05  -0.00185797  2.9361e-05  5.46235e-05  -2.57845e-06  -1.12154e-06  -5.86221e-08  2.33737e-08  7.39696e-09  -1.91274e-08  7.4047e-09  -1.3539e-08  3.35412e-08  -1.47521e-08
0.0449  19.8842  -6.21907e-05  -0.0032561  9.11573e-05  0.000169659  -1.40187e-05  -5.91108e-06  -5.35547e-07  3.93452e-07  -3.30696e-08  -3.50795e-08  7.40861e-09  -1.7886e-08  -3.25827e-09  -1.28007e-08
0.0720444  19.857  -0.000194292  -0.00517346  0.000236347  0.000439643  -5.67936e-05  -2.41313e-05  -3.61411e-06  2.66951e-06  -2.65007e-07  -1.83686e-07  7.41875e-09  1.79105e-08  -7.10947e-09  -1.21921e-08
0.106944  19.7929  -0.000545353  -0.0075358  0.000527291  0.000979732  -0.000179212  -7.66565e-05  -1.70004e-05  1.24767e-05  -1.74674e-06  -1.15771e-06  -7.93166e-08  3.90198e-08  -1.72932e-08  -1.9928e-08
0.1496  19.6507  -0.0013171  -0.0102115  0.00105021  0.00194716  -0.000461852  -0.000200084  -6.14703e-05  4.51431e-05  -8.57019e-06  -5.65709e-06  -4.1134e-07  2.93966e-07  2.08563e-08  -3.06993e-10
0.200011  19.3578  -0.00273349  -0.0130092  0.00191663  0.00353744  -0.00100917  -0.000445019  -0.000180497  0.000132511  -3.28148e-05  -2.12755e-05  -2.08652e-06  1.65819e-06  3.95082e-08  -6.65957e-10
0.258178  18.8101  -0.00493103  -0.0156976  0.00325396  0.005956  -0.00192283  -0.000867006  -0.000446401  0.000327767  -0.000100839  -6.42894e-05  -8.20961e-06  6.92502e-06  1.13739e-07  -2.75543e-08
0.3241  17.8971  -0.00784675  -0.0180383  0.00518275  0.0093599  -0.00327004  -0.00151153  -0.000958375  0.000703098  -0.000258609  -0.000161057  -2.60592e-05  2.32795e-05  2.43699e-07  4.77412e-08
0.397778  16.5497  -0.0111863  -0.019818  0.00778762  0.0137909  -0.00506721  -0.00240069  -0.0018311  0.00134046  -0.000570735  -0.000345247  -6.93301e-05  6.56281e-05  4.75588e-07  5.03284e-07
