#v3{SP} (blue filled squares)
#BinCenter  +-stat +-syst
2.500000 0 5 0.020491 0.000136 0.001047
7.500000 5 10 0.023640 0.000149 0.001197
15.000000 10 20 0.026428 0.000126 0.001354
25.000000 20 30 0.029284 0.000167 0.001523
35.000000 30 40 0.030521 0.000240 0.001630
45.000000 40 50 0.030043 0.000389 0.001812
