#v4{SP} (purprle stars)
#BinCenter  +-stat +-syst
2.500000 0 5 0.009501 0.000251 0.000569
7.500000 5 10 0.011346 0.000264 0.000627
15.000000 10 20 0.012642 0.000227 0.000676
25.000000 20 30 0.014138 0.000307 0.000739
35.000000 30 40 0.015804 0.000427 0.000814
45.000000 40 50 0.015339 0.000731 0.000793
