# E_photon	π＋π→ρ0＋γ	π＋π→ρ0＋γ_error	π＋π0→ρ＋γ	π＋π0→ρ＋γ_error	π＋ρ→π0＋γ	π＋ρ→π0＋γ_error	π＋ρ0→π＋γ	π＋ρ0→π＋γ_error	π＋π→η＋γ	π＋π→η＋γ_error	π＋π→γ＋γ	π＋π→γ＋γ_error	π＋η→π＋γ	π＋η→π＋γ_error	π0＋ρ→π＋γ	π0＋ρ→π＋γ_error	π0＋ρ0→π0＋γ	π0＋ρ0→π0＋γ_error	total	total_error	
0.215	3.1971630234608224e-05	2.1762797786218437e-06	2.2805163518785937e-05	1.4746479799177662e-06	4.825709771935531e-07	7.813217947231072e-08	1.2265203539198168e-07	3.086628143523911e-08	0.0	0.0	0.0	0.0	0.0	0.0	6.352955704906316e-08	1.650297634391745e-08	1.0688621410682517e-07	2.7895653554436618e-08	5.555243253713558e-05	2.177670448882695e-06
0.225	2.796555888268198e-05	2.3729705458059245e-06	1.9670606634371625e-05	1.0625340444831267e-06	6.318114160824401e-07	1.1841167178046661e-07	1.585958124359827e-07	3.2373704131173396e-08	0.0	0.0	0.0	0.0	0.0	0.0	8.047929147886207e-08	1.3164563235503918e-08	1.4717007726445584e-07	2.307747778267314e-08	4.865422211431534e-05	2.4848498053900104e-06
0.23500000000000001	2.4533624597606495e-05	2.255159036702068e-06	1.7388618105370117e-05	1.290993255627297e-06	7.954343831558157e-07	1.7422283882045698e-07	1.825014632350031e-07	3.271229754224128e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.0699213202953339e-07	1.6255676803574475e-08	1.81360572455265e-07	4.6003784549846816e-08	4.318853125385222e-05	2.7731918727419904e-06
0.245	2.1362596513857433e-05	1.714889512725562e-06	1.544463457014399e-05	9.930711336162392e-07	8.973264302502454e-07	1.6711762661044182e-07	2.411662824049871e-07	3.5404211227551155e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.299266549398017e-07	2.384565201586523e-08	2.2963842311460957e-07	4.784862680260803e-08	3.8305288874711065e-05	2.188478127466792e-06
0.255	1.8527405058608492e-05	1.6254177317864824e-06	1.3412381394120682e-05	1.0722642541274471e-06	1.0628762711643763e-06	1.6546816411552968e-07	2.871329304937227e-07	4.058537043332822e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.4851320769761878e-07	2.068890870524626e-08	2.855284441345266e-07	5.466702853987632e-08	3.372383730621942e-05	1.901646129292937e-06
0.265	1.6340138357305365e-05	1.6702078401143272e-06	1.1936354323371616e-05	9.705408144207004e-07	1.2599633996932964e-06	1.7096524603772215e-07	3.1948477570016353e-07	3.7815696047907014e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.7910147016064472e-07	2.012016263045136e-08	3.3313773373400637e-07	5.3994116864425436e-08	3.0368180059965095e-05	2.1161966031429667e-06
0.275	1.4366409189200116e-05	1.3824682828361581e-06	1.0468064511587704e-05	8.497878936500532e-07	1.4854925207906678e-06	2.565842860885428e-07	3.631380164773892e-07	5.6084305961044584e-08	0.0	0.0	0.0	0.0	0.0	0.0	2.1295983511592824e-07	2.385811394513881e-08	3.755218504710237e-07	6.039294611445053e-08	2.7271585923642826e-05	1.9245173076521643e-06
0.28500000000000003	1.2770353198303608e-05	1.212098675254371e-06	9.57640859990903e-06	7.218531638914844e-07	1.6727972701042525e-06	2.4674364252660105e-07	4.1065522539017253e-07	6.177164087876272e-08	0.0	0.0	0.0	0.0	0.0	0.0	2.5294221285206863e-07	2.9978460707906065e-08	4.282493082937015e-07	8.885767339283037e-08	2.5111405814852836e-05	1.629931484181692e-06
0.295	1.147651434272232e-05	1.145316065435484e-06	8.38094858601509e-06	6.145546348385478e-07	1.851233719102676e-06	2.580976570908337e-07	4.6676760176402274e-07	5.0009465685297175e-08	0.0	0.0	0.0	0.0	0.0	0.0	2.850051820616706e-07	3.628430647876505e-08	4.427370761597806e-07	7.198249682378867e-08	2.2903206507825557e-05	1.6454377679642926e-06
0.305	1.0266370502712538e-05	9.372585939002092e-07	7.427770362047954e-06	5.506325035034053e-07	2.007050500228181e-06	2.666557407532469e-07	5.155054852261746e-07	7.30081251395982e-08	0.0	0.0	0.0	0.0	0.0	0.0	3.1982815499487217e-07	3.531097268062886e-08	4.818179691813187e-07	7.99275161518298e-08	2.1018342974391042e-05	1.3274415463936017e-06
0.315	9.045743943365238e-06	8.320227015575898e-07	6.591366694034734e-06	4.161422106605143e-07	2.265160163100578e-06	3.1455922651876377e-07	5.475946881193048e-07	8.244572141357623e-08	0.0	0.0	0.0	0.0	0.0	0.0	3.758912950315422e-07	4.3933878202543685e-08	5.588905468478887e-07	8.316839721136793e-08	1.9384647330499282e-05	1.1641937281248786e-06
0.325	8.024768922339408e-06	7.345980181928881e-07	5.854099999638379e-06	3.402779232611885e-07	2.3301883058628652e-06	3.460487655115541e-07	5.922705964804657e-07	8.36999282323194e-08	0.0	0.0	0.0	0.0	0.0	0.0	4.0794885655155993e-07	5.458511004201197e-08	5.968233390372269e-07	9.741014369046713e-08	1.7806100019909905e-05	1.0997986271991743e-06
0.335	7.182158605500191e-06	7.058569629129612e-07	5.24890426731604e-06	3.8306243453476645e-07	2.5674653402530723e-06	3.447347564350082e-07	6.137065256178414e-07	8.609682319895447e-08	0.0	0.0	0.0	0.0	0.0	0.0	4.5491035043182956e-07	5.275874683318131e-08	6.448823162624368e-07	9.496782278970047e-08	1.6712027405381413e-05	1.172217055471369e-06
0.34500000000000003	6.3729860036003405e-06	6.024985076439901e-07	4.624363171600009e-06	4.113475780904989e-07	2.7010842274483116e-06	3.7522064936892437e-07	6.579343078409976e-07	9.104931658908983e-08	0.0	0.0	0.0	0.0	0.0	0.0	4.842889115851491e-07	5.853087928065632e-08	6.857018858305554e-07	1.0172261409909266e-07	1.5526358507905363e-05	1.0359812037007353e-06
0.35500000000000004	5.750305691375868e-06	5.847423985922675e-07	4.355117837407881e-06	3.014972597507855e-07	2.8661606560901135e-06	3.8672084901729977e-07	6.885571940349115e-07	9.682589566253873e-08	0.0	0.0	0.0	0.0	0.0	0.0	5.229099440070206e-07	4.5615139868295615e-08	7.524984637393712e-07	1.3777665409041883e-07	1.4935549786655167e-05	8.650119428495516e-07
0.365	5.119034116575859e-06	5.796628461991245e-07	3.818110137263038e-06	2.800633329931173e-07	3.0033465629761655e-06	3.334665989335523e-07	7.262254659677263e-07	8.612650446509536e-08	0.0	0.0	0.0	0.0	0.0	0.0	5.593982240652884e-07	6.038366054560145e-08	7.802128116110532e-07	1.0879993292281043e-07	1.4006327318459132e-05	9.530331492487835e-07
0.375	4.607575361781255e-06	3.927223068984948e-07	3.4324076293029646e-06	3.0583526465457056e-07	3.191174492138015e-06	3.7585153549468003e-07	7.540246876803557e-07	9.193383027318855e-08	0.0	0.0	0.0	0.0	0.0	0.0	6.029823177641659e-07	7.388551599497222e-08	8.324574217269877e-07	1.5549416216991164e-07	1.3420621910393743e-05	8.0967051661634e-07
0.385	4.102726956915049e-06	2.851190489503963e-07	3.049639567250617e-06	2.3347802150153482e-07	3.263253343272752e-06	4.04460190969724e-07	7.893047067103934e-07	1.1084052437989404e-07	0.0	0.0	0.0	0.0	0.0	0.0	6.372327499498978e-07	7.990242055526597e-08	8.363802858584472e-07	1.408964347600393e-07	1.2678537609957157e-05	6.780795179915682e-07
0.395	3.6521054452775662e-06	3.6539573601715784e-07	2.785830179219562e-06	2.422901322565462e-07	3.401239742049393e-06	4.074876178014052e-07	8.057053472835505e-07	1.1378979733096013e-07	0.0	0.0	0.0	0.0	0.0	0.0	6.911472102876882e-07	9.397499101367405e-08	8.998780767218032e-07	1.6863208883004409e-07	1.2235906000839563e-05	7.940004720766672e-07
0.405	3.290813047075741e-06	2.411726991851133e-07	2.509903928127742e-06	1.778564014784673e-07	3.5102485957556005e-06	3.966896719439889e-07	8.269000315538867e-07	1.2542692470423584e-07	0.0	0.0	0.0	0.0	0.0	0.0	7.103279804507113e-07	8.210159601991783e-08	8.965049375560808e-07	1.5150634113839886e-07	1.1744698520519763e-05	6.515862271532615e-07
0.41500000000000004	2.928387516944704e-06	2.520610598453684e-07	2.3048613974384465e-06	1.9154892155627602e-07	3.5581102218400305e-06	4.2841253118239476e-07	8.2649232671504e-07	1.1538469356408235e-07	0.0	0.0	0.0	0.0	0.0	0.0	7.267253127828153e-07	7.050713786873443e-08	9.218659070250004e-07	1.6448342810213224e-07	1.1266442682746038e-05	6.221750813461019e-07
0.425	2.6235418075635e-06	2.529266239266724e-07	2.084648991218749e-06	1.9190557992838994e-07	3.651553628730002e-06	4.594348985179476e-07	8.344184645670833e-07	1.0793503589505904e-07	0.0	0.0	0.0	0.0	0.0	0.0	7.68431682555587e-07	9.936518894604813e-08	9.353929619338809e-07	1.8599184317806536e-07	1.0897987536568805e-05	7.214407825591463e-07
0.435	2.4231400021180656e-06	2.3087331554692794e-07	1.9058360337984876e-06	1.374820450668766e-07	3.661997514273058e-06	4.428035535349429e-07	8.375440169559968e-07	1.3729319990148773e-07	0.0	0.0	0.0	0.0	0.0	0.0	7.92120886970526e-07	7.891990560960373e-08	9.529519439362353e-07	1.8197589962599228e-07	1.0573590398052372e-05	6.1220106186931e-07
0.445	2.2009444015898106e-06	2.0867710283423876e-07	1.7024794151321318e-06	1.3450280224744706e-07	3.691522858458464e-06	3.7948190946462637e-07	8.351934661643881e-07	1.2811302241208286e-07	0.0	0.0	0.0	0.0	0.0	0.0	7.951685602164454e-07	7.920670186382609e-08	9.286225290833043e-07	1.9006632488883705e-07	1.0153931230644547e-05	5.426219977594283e-07
0.455	2.0033136615242446e-06	1.9722657887076633e-07	1.5523527613862864e-06	1.2520285085670193e-07	3.7234915531165434e-06	5.024006819368953e-07	8.391805905531992e-07	1.2292841318388595e-07	0.0	0.0	0.0	0.0	0.0	0.0	8.461599537068751e-07	8.237486957019396e-08	9.320373450328974e-07	1.8540482919036528e-07	9.896535865320045e-06	6.102759605357906e-07
0.465	1.8424189937175357e-06	2.0064111695183406e-07	1.416806416927614e-06	1.147526169700029e-07	3.8079318423310727e-06	4.7549190871519324e-07	8.423056018689186e-07	1.335689094064298e-07	0.0	0.0	0.0	0.0	0.0	0.0	8.634330783534666e-07	9.886352658074218e-08	9.510315606461233e-07	1.8505567369262863e-07	9.723927493844732e-06	5.569179975666978e-07
0.47500000000000003	1.6529957251191248e-06	1.538717919190945e-07	1.2795473223407183e-06	9.645840759644081e-08	3.7579625607859542e-06	4.577447606224246e-07	8.458232335294559e-07	1.1953203808456414e-07	0.0	0.0	0.0	0.0	0.0	0.0	8.732640016857691e-07	7.675114950210518e-08	9.931991850696928e-07	1.9338050946669419e-07	9.402792028530716e-06	5.490244030404063e-07
0.485	1.466082830456835e-06	1.77823903093996e-07	1.1896005108634564e-06	1.1700922373856898e-07	3.7180450806372774e-06	4.965975832085856e-07	8.246881064996814e-07	1.1655890867572402e-07	0.0	0.0	0.0	0.0	0.0	0.0	8.820522192458193e-07	9.655635394014903e-08	9.877362979886833e-07	1.8910361020371954e-07	9.068205045691753e-06	6.218072044940219e-07
0.495	1.3259328360737564e-06	1.0188837840133333e-07	1.0882043919013699e-06	9.415609368567308e-08	3.7718091901681442e-06	4.999574993933185e-07	8.208255400021619e-07	1.1398204762140193e-07	0.0	0.0	0.0	0.0	0.0	0.0	8.984187646088424e-07	8.41659683361844e-08	9.963868346302914e-07	1.6775555384763792e-07	8.901577557384566e-06	5.723455294037989e-07
0.505	1.218418350741844e-06	1.2314767647802146e-07	9.894912340661992e-07	8.39251380304776e-08	3.7198667398697617e-06	4.571521747236635e-07	8.165930509494231e-07	1.2875559996556033e-07	0.0	0.0	0.0	0.0	0.0	0.0	9.246671959716264e-07	8.513835273565109e-08	9.61373672824206e-07	1.633991615379657e-07	8.630410244423061e-06	5.804283640709537e-07
0.515	1.1266389399986593e-06	8.896970631978727e-08	8.871404201742159e-07	9.0840659262207e-08	3.6588223957131747e-06	4.131450043478019e-07	8.013394886125358e-07	1.122959396230349e-07	0.0	0.0	0.0	0.0	0.0	0.0	9.14605270499751e-07	8.989793381573093e-08	9.263831038750513e-07	1.597145572628607e-07	8.314929618873386e-06	4.821395593892826e-07
0.525	1.0271174494806452e-06	1.0428874075859966e-07	8.070378085024167e-07	7.609962934998044e-08	3.6798076752787877e-06	4.4293101920296244e-07	7.893077646211908e-07	1.230253545772707e-07	0.0	0.0	0.0	0.0	0.0	0.0	9.238467101269595e-07	9.292019166352832e-08	9.27183081409518e-07	1.5608047341364094e-07	8.154300489419519e-06	5.420540244373786e-07
0.535	9.440253240919536e-07	9.771156260663724e-08	7.094251933588188e-07	7.941439313532386e-08	3.607272606023532e-06	3.9120108826874824e-07	7.768852673818556e-07	1.1655995603776418e-07	0.0	0.0	0.0	0.0	0.0	0.0	9.378478584853999e-07	1.1038962860355047e-07	9.209974181691075e-07	1.5551163841956362e-07	7.896453667510668e-06	5.135267127922734e-07
0.545	8.664306219427696e-07	7.721052337620164e-08	6.540100701955108e-07	6.544657394583831e-08	3.6046721387285973e-06	4.216017374733754e-07	7.462734743891786e-07	1.1731144273920895e-07	0.0	0.0	0.0	0.0	0.0	0.0	9.317391843833863e-07	9.124446779791829e-08	8.940866857930085e-07	1.633118572527684e-07	7.69721217543245e-06	5.589846774193364e-07
0.555	7.863168864130738e-07	8.531672260230463e-08	6.064794470416117e-07	6.787881220401989e-08	3.52533597025847e-06	4.0328252604726936e-07	7.492069387742835e-07	1.12271515253088e-07	0.0	0.0	0.0	0.0	0.0	0.0	9.189922109202747e-07	9.38157498191728e-08	8.87655383044696e-07	1.4532779374362447e-07	7.473986836452411e-06	5.135408063538782e-07
0.5650000000000001	7.231762941259821e-07	7.758098697191979e-08	5.51267887096819e-07	6.095518082278136e-08	3.4748461617641654e-06	3.9643839220183314e-07	7.064837797175398e-07	1.0616092868247284e-07	0.0	0.0	0.0	0.0	0.0	0.0	9.254299926060318e-07	9.360924236509941e-08	8.916513225753917e-07	1.5906090498247322e-07	7.272855437885929e-06	5.211982579916078e-07
0.5750000000000001	6.665311838165154e-07	7.631018099295256e-08	5.106199283876973e-07	6.45814948720947e-08	3.446968193503714e-06	4.1748222488885956e-07	7.111023409438284e-07	1.0104800551998791e-07	0.0	0.0	0.0	0.0	0.0	0.0	9.218705131506941e-07	1.0142274754679513e-07	8.500160327394906e-07	1.4852570113338208e-07	7.107108192541938e-06	5.221992714710729e-07
0.585	6.06153589958827e-07	8.191757429631555e-08	4.6941926587263977e-07	5.620343889727971e-08	3.300924931164392e-06	3.530304004279226e-07	6.870125168869454e-07	1.0563169172457019e-07	0.0	0.0	0.0	0.0	0.0	0.0	9.018577532624774e-07	9.216151352908617e-08	8.470296933237105e-07	1.44464221801138e-07	6.812397750468992e-06	4.600008636162612e-07
0.595	5.61760216835717e-07	6.286951708446065e-08	4.1982558140138396e-07	4.775462741466685e-08	3.2764244696171014e-06	3.702856263775846e-07	6.635600797234908e-07	9.430090622135861e-08	0.0	0.0	0.0	0.0	0.0	0.0	9.054399649550517e-07	8.875221957079652e-08	8.110481156372649e-07	1.4470908150987151e-07	6.63805842817001e-06	4.434277941202472e-07
0.605	5.080883665987627e-07	6.130862056033906e-08	3.821279711444473e-07	4.6803218737223784e-08	3.2011878658275494e-06	3.15815393922429e-07	6.397684771844379e-07	1.001927722541625e-07	0.0	0.0	0.0	0.0	0.0	0.0	8.867002772830873e-07	8.372640655304967e-08	8.045455817359235e-07	1.299535556446557e-07	6.422418539774208e-06	4.09991436399815e-07
0.615	4.7253627961608224e-07	4.829392438523061e-08	3.534189483762209e-07	4.173581697586039e-08	3.101595569266746e-06	3.0802598707760594e-07	6.241488658677899e-07	1.0030208289881231e-07	0.0	0.0	0.0	0.0	0.0	0.0	8.685620790448275e-07	7.958110452135961e-08	7.734867133752852e-07	1.349419493389261e-07	6.193748455546951e-06	4.1942375421912286e-07
0.625	4.328929415694667e-07	5.328850623439002e-08	3.330373904288855e-07	3.4116536307744796e-08	3.0164718447934435e-06	3.3761481733003984e-07	6.057723433265288e-07	9.040799955131877e-08	0.0	0.0	0.0	0.0	0.0	0.0	8.564347136691365e-07	9.569411933201033e-08	7.717287570104415e-07	1.4851604087504816e-07	6.016337990797902e-06	4.785118513031622e-07
0.635	3.873805309063387e-07	4.6076403591136685e-08	2.9928950274297275e-07	3.903906243495528e-08	2.957213023241656e-06	3.2036007305471615e-07	5.730561111782718e-07	7.903420648938895e-08	0.0	0.0	0.0	0.0	0.0	0.0	8.467504624501738e-07	8.090778538601187e-08	7.347736991980778e-07	1.35683694729516e-07	5.798463329717491e-06	4.3045189805608136e-07
0.645	3.4227408515300173e-07	4.471652256129331e-08	2.681334217496235e-07	4.104380283310832e-08	2.839591884542785e-06	2.9899892242075046e-07	5.525715733449215e-07	8.588355671693355e-08	0.0	0.0	0.0	0.0	0.0	0.0	8.431142863308671e-07	8.988162830621783e-08	7.254562644133726e-07	1.2787080835345286e-07	5.571141515534572e-06	3.9098080458355104e-07
0.655	3.2745883935576984e-07	3.5550888554580094e-08	2.5568684731598064e-07	2.252262603506734e-08	2.7779600729480644e-06	3.1643927022122266e-07	5.325100717593862e-07	7.467581414875753e-08	0.0	0.0	0.0	0.0	0.0	0.0	8.160479367611661e-07	8.801263279013103e-08	6.949380630727133e-07	1.0878857964250315e-07	5.40460183121308e-06	4.2628166687844864e-07
0.665	2.8739806039274795e-07	3.3056355405105537e-08	2.280933201269918e-07	2.7444747955689047e-08	2.6802161786308517e-06	3.0534136321561645e-07	5.259493050908995e-07	7.898218303115868e-08	0.0	0.0	0.0	0.0	0.0	0.0	8.075649850856546e-07	9.731889868936107e-08	6.740525979836455e-07	1.1475428399955408e-07	5.203274447310792e-06	4.340514980844801e-07
0.675	2.807188315424335e-07	3.5840095885656143e-08	2.0866448959322113e-07	2.5296885236441844e-08	2.605855010823705e-06	2.714192928204518e-07	4.9652022455892e-07	7.1429788722648e-08	0.0	0.0	0.0	0.0	0.0	0.0	7.844380327381837e-07	7.712167243247532e-08	6.459964007926659e-07	9.626086427937066e-08	5.02219299004913e-06	3.405594659436131e-07
0.685	2.4978634758160506e-07	2.8988331825928143e-08	1.9056428747129813e-07	2.171664869857081e-08	2.5352022718599013e-06	2.4701592579221264e-07	4.7654647344511415e-07	6.688406894018945e-08	0.0	0.0	0.0	0.0	0.0	0.0	7.624342279659211e-07	7.29344760332019e-08	6.27010302911222e-07	1.0813388681664812e-07	4.8415439112350625e-06	3.386527480767821e-07
0.6950000000000001	2.282201865361095e-07	2.842267044235172e-08	1.6947387598522327e-07	2.2779239967942634e-08	2.4461348426542353e-06	2.3910748199931687e-07	4.6194989651386124e-07	6.696533439661893e-08	0.0	0.0	0.0	0.0	0.0	0.0	7.547847164721987e-07	8.289530830077761e-08	6.101682503207757e-07	9.979721699755946e-08	4.670731768482404e-06	3.2029706263664914e-07
0.7050000000000001	2.0838447392463934e-07	2.879247414205744e-08	1.58541841669501e-07	2.0408203341330764e-08	2.344823274604183e-06	2.7197204987375624e-07	4.396897866647782e-07	6.20606101895293e-08	0.0	0.0	0.0	0.0	0.0	0.0	7.341441182673268e-07	7.358364011736382e-08	5.83617193679119e-07	1.0122130143818569e-07	4.469200688809548e-06	3.4226061664683846e-07
0.715	1.886313365789397e-07	2.98720424748189e-08	1.4670385785366932e-07	2.2930303270087567e-08	2.2513229561327027e-06	2.4218266887242425e-07	4.1909203072625424e-07	6.412178921517179e-08	0.0	0.0	0.0	0.0	0.0	0.0	7.159037518782378e-07	8.098964060993841e-08	5.750256858882684e-07	1.0494628516080482e-07	4.296679619058072e-06	3.009825677274934e-07
0.725	1.7536903199010475e-07	2.156371312809665e-08	1.3246050956843677e-07	1.8565421212529397e-08	2.1448890557049082e-06	2.516951849055425e-07	4.0692713412771106e-07	5.4603203937331667e-08	0.0	0.0	0.0	0.0	0.0	0.0	7.02343961432031e-07	7.305870904020473e-08	5.555603724170545e-07	8.808503322725767e-08	4.117550065240246e-06	2.9344944694084415e-07
