# E_photon	π+＋π-→π+＋π-＋γ	π+＋π-→π+＋π-＋γ_error	π+＋π+→π+＋π+＋γ	π+＋π+→π+＋π+＋γ_error	π-＋π-→π-＋π-＋γ	π-＋π-→π-＋π-＋γ_error	π+＋π0→π+＋π0＋γ	π+＋π0→π+＋π0＋γ_error	π-＋π0→π-＋π0＋γ	π-＋π0→π-＋π0＋γ_error	π+＋π-→π0＋π0＋γ	π+＋π-→π0＋π0＋γ_error	π0＋π0→π+＋π-＋γ	π0＋π0→π+＋π-＋γ_error	total	total_error	
0.41000000000000003	2.5665125735697166e-05	2.5409636552350885e-07	1.8825658316259171e-06	2.7632373183608737e-08	1.8727991851760096e-06	2.5702655216412128e-08	2.5332533587725258e-06	2.197513520090359e-08	2.5292726914174236e-06	2.3314388477602814e-08	2.23116659896184e-06	3.367706029494128e-08	1.5510071675935097e-06	2.127773757147729e-08	3.82651905692444e-05	3.4077812150590697e-07
0.43	2.0610469930044464e-05	2.2176691397274273e-07	1.5057912513455496e-06	2.3985538231926653e-08	1.4995190865479202e-06	2.243050841166489e-08	2.04329194296841e-06	1.8656435084701152e-08	2.0394871706028236e-06	1.91339545609178e-08	1.889554320744485e-06	3.18806775024254e-08	1.236474941792614e-06	1.5736539229365513e-08	3.082458864404627e-05	2.9728041935365305e-07
0.45	1.655794822950398e-05	1.8029907319851902e-07	1.2091026656922775e-06	1.9209283857133684e-08	1.202847768108752e-06	1.8314451912368303e-08	1.6508810808626447e-06	1.539936400798034e-08	1.6473758340184284e-06	1.602829453715773e-08	1.59457410696787e-06	2.4817093268841858e-08	9.89667613944093e-07	1.4087122964298693e-08	2.4852397299098045e-05	2.4083517392913e-07
0.47000000000000003	1.332058068821284e-05	1.4353370725441462e-07	9.680306300306772e-07	1.5811049228558435e-08	9.63738109502351e-07	1.5029010227670503e-08	1.3358799339843661e-06	1.307095766357684e-08	1.3338226866667007e-06	1.3210852435143448e-08	1.3458697813890635e-06	2.3095010983648535e-08	7.913737746903349e-07	1.1510715486616155e-08	2.0059295604476334e-05	1.929469244222714e-07
0.49	1.0742319896742039e-05	1.2545263012637593e-07	7.772073902345504e-07	1.2792065663231114e-08	7.723978667496109e-07	1.3241369788136403e-08	1.0840657815289767e-06	1.1177585075574737e-08	1.0829902029725953e-06	1.1440288103972688e-08	1.1362919267890495e-06	2.078494534416056e-08	6.341175078517669e-07	1.0352741206302984e-08	1.6229390572868593e-05	1.6739240209511317e-07
0.51	8.672231972731145e-06	1.0880506784270665e-07	6.229114572710985e-07	1.0499781352723297e-08	6.195404464524347e-07	9.649878339253899e-09	8.817687360458461e-07	9.20732628505065e-09	8.790646939978102e-07	1.000665093727389e-08	9.564454140239586e-07	1.718715937534225e-08	5.100290676720373e-07	8.577610714779071e-09	1.3141991788194335e-05	1.4576119149987997e-07
0.53	7.000966231377639e-06	9.058645227425716e-08	4.997228016513147e-07	7.237906568692417e-09	4.964265190237398e-07	8.607997714683206e-09	7.172221844094755e-07	8.7253692974319e-09	7.16059509568321e-07	8.872064812743654e-09	8.047197159702982e-07	1.479577091036829e-08	4.108867774624202e-07	6.50824526822068e-09	1.0646003739463213e-05	1.2168513642560164e-07
0.55	5.661572659514461e-06	7.714956658869092e-08	4.0122645292577715e-07	7.114724421147259e-09	3.9893776699564185e-07	6.790382832221846e-09	5.858789300922143e-07	7.0815952740840345e-09	5.844393643890828e-07	6.833106122209068e-09	6.751995422975956e-07	1.2764528744557994e-08	3.305276382563955e-07	5.735838467236791e-09	8.637782354471169e-06	1.013475143497478e-07
0.5700000000000001	4.581338605245266e-06	6.173225820556364e-08	3.221023790937582e-07	5.8957825555061464e-09	3.1996251353780353e-07	5.613216517458351e-09	4.778816165921359e-07	5.77255450499683e-09	4.772214712432585e-07	5.906675518379403e-09	5.681895604441781e-07	1.343436145279642e-08	2.6709645858066726e-07	4.276639938709869e-09	7.01379260473707e-06	8.540916982382884e-08
0.59	3.7201765436640557e-06	5.24044471854343e-08	2.587972938338967e-07	5.179499375193227e-09	2.565699264557693e-07	4.7681866312837756e-09	3.913714606335009e-07	5.195275065159844e-09	3.9036930798258797e-07	5.2796942082862546e-09	4.7484590228246384e-07	8.56233627640325e-09	2.1607628358594984e-07	3.5999285069395308e-09	5.708206718438227e-06	7.031305147628507e-08
0.61	3.023293296520636e-06	4.8704874890721674e-08	2.0787403842305437e-07	4.2251528683197755e-09	2.0633725618298482e-07	3.963470042532604e-09	3.2060739766950574e-07	4.506012113978815e-09	3.199081679980931e-07	4.970220940280717e-09	3.9680518793097913e-07	9.25251913291393e-09	1.7533346246271087e-07	3.4756946066156783e-09	4.650158807187964e-06	6.497336467694429e-08
0.63	2.450814287436873e-06	3.962970372096362e-08	1.670407071353164e-07	3.001592410125454e-09	1.6559928741231815e-07	3.2788975635539197e-09	2.6301101663380554e-07	3.7252338357755403e-09	2.6311675956540623e-07	3.8502244739183056e-09	3.33031473643037e-07	7.420733604445867e-09	1.4284888647938078e-07	2.5700273132329e-09	3.785462418306137e-06	5.381944308104543e-08
0.65	1.9986853777732164e-06	3.590287773748743e-08	1.3413879605468607e-07	2.689343001616135e-09	1.3287692500149062e-07	2.648937743563176e-09	2.1555497723951693e-07	3.1156030086911317e-09	2.1555609739296567e-07	3.3365027682461855e-09	2.7830914934608945e-07	7.034250476779673e-09	1.1571566555938284e-07	2.3080873798333164e-09	3.0908369883673472e-06	4.79358764639549e-08
0.67	1.6286316774640334e-06	2.7139930205684797e-08	1.0763295597994322e-07	2.3077011721147905e-09	1.0716540106593629e-07	2.120503134049088e-09	1.7773305238055247e-07	2.6843187153792092e-09	1.7743758414971887e-07	2.6847365097947566e-09	2.3230807323918145e-07	5.123842165290929e-09	9.451915383657455e-08	2.272001617860286e-09	2.52542789811594e-06	3.665827232734818e-08
0.6900000000000001	1.3269420564369149e-06	2.6609256237720358e-08	8.648271004357175e-08	2.064454352949354e-09	8.573987763486587e-08	1.9230777092581566e-09	1.464557976765463e-07	2.487356783134247e-09	1.461598731196834e-07	2.384772310754042e-09	1.937681905296818e-07	5.052252886965594e-09	7.721574738322132e-08	2.078206071544048e-09	2.0627642528244852e-06	3.511680829491012e-08
0.7100000000000001	1.0869728771841519e-06	1.8374021967939535e-08	6.967453665858327e-08	1.481528729132343e-09	6.898913607490376e-08	1.944847127676631e-09	1.2083829216759514e-07	2.2209459741499568e-09	1.2047816394707613e-07	2.233222313113289e-09	1.615059644577066e-07	4.695539272831147e-09	6.290835196366414e-08	1.3928350488703312e-09	1.6913673224536807e-06	2.591560816489288e-08
0.73	8.885475696932017e-07	1.9103446333776316e-08	5.604097965601807e-08	1.3565879415775849e-09	5.547552017860595e-08	1.3671878282029542e-09	9.950190473397432e-08	1.9086808297344174e-09	9.94985889915027e-08	2.0094354640139862e-09	1.3439284298439166e-07	4.067529953985538e-09	5.1733238826887765e-08	1.3693989808561982e-09	1.3851906450645818e-06	2.5460667279803883e-08
0.75	7.28232661371809e-07	1.745061443033045e-08	4.501588080976629e-08	1.1177521428543166e-09	4.4619668037987216e-08	1.130795881232221e-09	8.198031687087105e-08	1.7853611472918563e-09	8.219519792872134e-08	1.507448881905638e-09	1.1226233638714392e-07	3.4822303661991664e-09	4.2501275857438254e-08	1.0308076695392164e-09	1.1368073372637374e-06	2.25155138605136e-08
0.77	5.97900141567753e-07	1.2601192646043341e-08	3.6186926803485734e-08	9.432904086452493e-10	3.585227491635916e-08	9.156467099066147e-10	6.799137234782862e-08	1.3843620609544401e-09	6.776319913690657e-08	1.4577768292971412e-09	9.406247621721345e-08	3.3153574849569348e-09	3.4901755156150406e-08	9.908795969671434e-10	9.346581461456971e-07	1.7030691615994308e-08
0.79	4.912316887461465e-07	1.1147562522704446e-08	2.917970236169939e-08	8.43140215943891e-10	2.8860074669277414e-08	7.253418121741501e-10	5.610358715094197e-08	1.1431140265112483e-09	5.6200778581500066e-08	1.1096978643287515e-09	7.776488731564324e-08	2.4293171428464514e-09	2.867274160490284e-08	9.81602929372222e-10	7.680134604301114e-07	1.4681988568083532e-08
0.81	4.041161800056796e-07	1.1593796963391354e-08	2.3548956451497658e-08	7.150344754224526e-10	2.326593680147746e-08	7.925507172906261e-10	4.65341812102558e-08	1.1693799418949104e-09	4.657807218144609e-08	9.091495592859678e-10	6.526882182592094e-08	1.97653772925582e-09	2.365577350426209e-08	7.034143107741404e-10	6.329679219805396e-07	1.4429230724025481e-08
0.8300000000000001	3.33007842926399e-07	9.415469904123263e-09	1.8934589744536073e-08	5.875429285156227e-10	1.8596848163143286e-08	7.626288620103496e-10	3.853661986137718e-08	1.009610048905331e-09	3.8486642918517265e-08	9.70534022087e-10	5.417563209274002e-08	2.10945459789065e-09	1.9655256996048117e-08	6.19953851696353e-10	5.213934327027607e-07	1.2144491013081873e-08
0.85	2.7323566110749977e-07	7.362890285462808e-09	1.5352414434025364e-08	4.98019853374574e-10	1.5055202052278446e-08	5.219293568034942e-10	3.199083450938857e-08	8.30829613108481e-10	3.183134038506469e-08	7.543504340917966e-10	4.513420518508902e-08	1.8312425622686167e-09	1.6103871324428334e-08	5.303485494162024e-10	4.287035289977741e-07	9.254929500572571e-09
0.87	2.2486502431716823e-07	6.447062776245839e-09	1.2313129396455363e-08	4.5752979310196934e-10	1.2039998205301998e-08	4.2587482274555924e-10	2.645677300505164e-08	7.243128282808449e-10	2.648151879935657e-08	6.087893836262781e-10	3.686613111776659e-08	1.6293402675475644e-09	1.3300690627404922e-08	5.28559203665736e-10	3.5232326546850536e-07	8.211030043553985e-09
0.89	1.8597178907500802e-07	5.479052887625601e-09	9.924890635579119e-09	4.462462735483475e-10	9.752036411398617e-09	3.9376527116441817e-10	2.1946633059828978e-08	6.814894662015758e-10	2.1993287474296614e-08	6.132759586938906e-10	3.124828993047942e-08	1.451386740959768e-09	1.1123878340225221e-08	5.018689450097429e-10	2.9196080492681597e-07	7.118582176511672e-09
0.91	1.53422891684392e-07	5.305492140061322e-09	7.965790494081547e-09	3.592927493400949e-10	7.87024687495026e-09	3.2205924778140925e-10	1.8210697852581833e-08	5.632227453465859e-10	1.8230811791245077e-08	5.893681797799449e-10	2.59779510460321e-08	1.3005703150356352e-09	9.234943966682141e-09	3.4864773705736964e-10	2.4091333370996504e-07	6.65649144295506e-09
0.93	1.2747012299383295e-07	4.941820552752756e-09	6.506325899237348e-09	3.0474863015001536e-10	6.306638141372933e-09	2.782445397795352e-10	1.5097024077760712e-08	5.227256810771242e-10	1.5168801704235816e-08	4.854431231627349e-10	2.136970702980813e-08	1.1221127040049114e-09	7.572640485735456e-09	3.245731516151978e-10	1.994912603319833e-07	5.620678183547585e-09
0.9500000000000001	1.051416756020759e-07	3.755023165873098e-09	5.214075697507627e-09	2.2536814565965242e-10	5.1879811317575114e-09	2.174451838618568e-10	1.2561055510630092e-08	4.435445024801474e-10	1.2606804225942113e-08	3.814972021408872e-10	1.786502693130205e-08	1.061922025696416e-09	6.324548756915764e-09	2.96639574059627e-10	1.6490116785613109e-07	4.709292402202397e-09
0.97	8.739698073677687e-08	3.5153477006930532e-09	4.1955924179117036e-09	2.4297858138696264e-10	4.128252698139575e-09	1.682434515467632e-10	1.0465540004748445e-08	4.1413638266373207e-10	1.0344114402247843e-08	3.161034755673955e-10	1.494833786427185e-08	1.0695664793611474e-09	5.282773119993232e-09	2.4819811675755884e-10	1.3676159124408947e-07	4.270401696645978e-09
0.99	7.198875413388923e-08	3.235619050759646e-09	3.377116073847349e-09	1.9023972187884271e-10	3.3173573323425624e-09	1.727738078259217e-10	8.720185630056452e-09	3.2782950857621835e-10	8.711644223182358e-09	2.9790921746792373e-10	1.2583644952603039e-08	9.584148919986707e-10	4.39763315798316e-09	2.7585923630175664e-10	1.1309633550390413e-07	3.648857738695696e-09
1.01	5.908346828755693e-08	2.752086505335451e-09	2.6963510464930177e-09	1.8761411662677045e-10	2.682414272870261e-09	1.5892618308052054e-10	7.318377022597306e-09	3.1657526084153244e-10	7.264894432305361e-09	2.656314772729354e-10	1.0367471911173148e-08	9.151726270986262e-10	3.6574414355492256e-09	2.0331733604615155e-10	9.307041840854529e-08	3.4493193759492266e-09
1.03	4.951303056763313e-08	2.8415032175452555e-09	2.210088301811543e-09	1.7148678842211203e-10	2.163821283957937e-09	1.1589948513735853e-10	6.075250612438823e-09	2.927925002875209e-10	6.019531672019995e-09	2.855982029680509e-10	8.534310898809547e-09	8.123209562930917e-10	3.060315739211077e-09	1.9019893739682566e-10	7.757634907588203e-08	3.2483150557563568e-09
1.05	4.119793615244943e-08	2.2221993866961877e-09	1.7705883388047607e-09	1.4593679306137007e-10	1.7582293962037733e-09	1.0468392858243655e-10	5.050145866910772e-09	2.1623559799402393e-10	5.0551888113225105e-09	2.023153273413945e-10	6.964127652391153e-09	5.655191940973979e-10	2.601950375054677e-09	1.6880987014959225e-10	6.439816659313706e-08	2.5458291058868246e-09
1.07	3.370912960629716e-08	1.8434139103874464e-09	1.440248990497381e-09	9.812356801124386e-11	1.4263989208118245e-09	1.004570987719056e-10	4.199262457558583e-09	2.1824234919891488e-10	4.1734869364418514e-09	1.978538405959913e-10	5.977198994820135e-09	6.205806529855977e-10	2.1444012820189217e-09	1.6359066887068387e-10	5.3070127188445834e-08	1.969780014540435e-09
1.09	2.79415576058146e-08	1.4707356129201485e-09	1.1750883932717452e-09	1.0917194123862041e-10	1.1631032632605004e-09	8.811272395287145e-11	3.498224248622874e-09	1.8999599643816644e-10	3.4770026253955217e-09	1.3302615198930596e-10	4.956804198073734e-09	4.959649330623156e-10	1.7589493566639149e-09	1.4597054213308137e-10	4.3970729691102904e-08	1.632641067117929e-09
1.11	2.3588840233268346e-08	1.4717124693783265e-09	9.47364080038952e-10	7.680638112421386e-11	9.382709151864287e-10	9.237497810341018e-11	2.9086781676445398e-09	1.585341837299755e-10	2.9078350697719297e-09	1.5485664809602833e-10	4.1088908858281045e-09	5.8740528510256e-10	1.5055285598023045e-09	9.969529476663657e-11	3.69054079115406e-08	1.7816696536499458e-09
1.1300000000000001	1.9323068435862183e-08	1.3576177935934074e-09	7.687608223338602e-10	8.115591229952558e-11	7.647085795943116e-10	7.670334622895966e-11	2.4304596360807955e-09	1.4734394152219235e-10	2.452569123532954e-09	1.4899896894452919e-10	3.4520676775844337e-09	4.448242759062929e-10	1.2568050136799632e-09	1.3158486044169052e-10	3.04484392886685e-08	1.4966307611849285e-09
1.1500000000000001	1.6160395065715454e-08	1.3728642244667825e-09	6.173225735777179e-10	7.120635225923014e-11	6.258590259995622e-10	6.511407423250558e-11	2.0546592719724083e-09	1.2512185400883695e-10	2.041737628000189e-09	1.4421867491305446e-10	2.801871012004424e-09	3.9146092107090217e-10	1.0431254019543843e-09	8.930967439317963e-11	2.534496997922414e-08	1.6277460241165912e-09
1.17	1.3656344835452459e-08	1.0360908284372257e-09	5.064172672170937e-10	6.668571664515781e-11	5.01657235467844e-10	5.027084284308889e-11	1.7029269939891572e-09	1.3760266189326593e-10	1.7054519502300476e-09	1.1951920642171982e-10	2.349925118929459e-09	3.804452539997562e-10	8.89109707815641e-10	9.502466220046796e-11	2.13118331091017e-08	1.2308574655772587e-09
1.19	1.1249757661215513e-08	9.276201276463254e-10	4.105495359853994e-10	4.884503442308706e-11	4.057659240928827e-10	5.09376809184928e-11	1.4377949429869684e-09	9.239481504310711e-11	1.4478924787441307e-09	8.656152793038678e-11	1.9563895493142937e-09	3.387443031771485e-10	7.541052196059266e-10	8.200891196042441e-11	1.7662255311945113e-08	1.0685321365477204e-09
1.21	9.638031110351657e-09	8.617797147423411e-10	3.3876302359491385e-10	4.884418370400975e-11	3.1534035991229416e-10	4.2792210834042836e-11	1.1667769532313755e-09	8.769629567119052e-11	1.1792632124872899e-09	8.84436057144296e-11	1.6488576209834646e-09	2.9880136557113386e-10	6.426560735763713e-10	7.594202368624272e-11	1.4929688354137363e-08	8.864335275058815e-10
1.23	7.996293308483212e-09	9.255006520091394e-10	2.6915001010805134e-10	3.3277949095791456e-11	2.587036953237841e-10	3.6448590011337e-11	9.914785730337329e-10	8.85978269684528e-11	9.930238887223593e-10	7.19668548657256e-11	1.3059808851308401e-09	2.3343846748285127e-10	5.210248692729307e-10	6.653733126990353e-11	1.2335655230074914e-08	1.0015254400561826e-09
1.25	6.665033009056553e-09	8.019739231585083e-10	2.1690415004350704e-10	4.1781459033404525e-11	2.2044556600919102e-10	3.3387336540524306e-11	8.246649868144451e-10	5.988778149110269e-11	8.156360468893765e-10	6.809419942508098e-11	1.1384366511100632e-09	2.2186336356588657e-10	4.465202518731449e-10	7.159160556432971e-11	1.032764066179628e-08	8.754807352485769e-10
1.27	5.486528869218496e-09	6.138868345658463e-10	1.8030528869738632e-10	3.402740688390472e-11	1.7232571448162302e-10	3.1025249938302976e-11	6.897149571457215e-10	6.55623475746777e-11	6.960985916831708e-10	7.658598598880133e-11	9.552890529119376e-10	2.0015050969073888e-10	3.9441442719814433e-10	6.863041653650571e-11	8.57467690133648e-09	7.21703375041384e-10
1.29	4.6330764798577985e-09	6.704228128886912e-10	1.431888773867514e-10	2.739656223585343e-11	1.3652851309282678e-10	2.5971777830068358e-11	5.779371624544363e-10	7.173633043501402e-11	5.851407070310586e-10	5.650192195001879e-11	7.85415444032101e-10	1.8315133930881792e-10	3.2211213425349533e-10	5.931624356366787e-11	7.183399318108468e-09	6.844836136895214e-10
1.31	3.8887597252283805e-09	4.575054402524676e-10	1.1312356205184053e-10	2.390346158404287e-11	1.1251801409041051e-10	2.0936013968064987e-11	4.896991665218291e-10	5.518128941127798e-11	4.905193265718889e-10	5.906267554328103e-11	6.390939025576337e-10	2.1470234221660925e-10	2.794012646281041e-10	5.0451481636961835e-11	6.013114961650088e-09	5.190512827707107e-10
1.33	3.223237194553831e-09	4.0750358384337096e-10	9.528001286083584e-11	2.352249408753891e-11	8.990956491562169e-11	1.888348358743979e-11	4.013008617482729e-10	5.485743078066629e-11	4.1279379782367173e-10	5.035751983072347e-11	5.22512815038657e-10	1.565398286544414e-10	2.372257116378486e-10	6.377948675660446e-11	4.982259958578739e-09	4.3955033075026343e-10
1.35	2.5671159859439094e-09	3.961749988642671e-10	8.299990035445772e-11	2.2828994936928772e-11	7.772581197370289e-11	1.7932092671556767e-11	3.41093494773997e-10	4.249359523479639e-11	3.4853248243192317e-10	3.8407463300198626e-11	4.5908937947985083e-10	1.7978891740384322e-10	1.942006097492406e-10	3.896132478393114e-11	4.070757664707081e-09	4.4106556574546773e-10
1.37	2.2751358211988888e-09	3.7302309102509374e-10	6.076752174983116e-11	1.912633448608223e-11	6.036373862784745e-11	1.631669405210029e-11	2.8242130671124097e-10	4.494191479535368e-11	2.8707099964902347e-10	4.5718938853216684e-11	3.9636421488400795e-10	1.3931706972502864e-10	1.6613671599310291e-10	3.851472819141837e-11	3.5282603188139427e-09	4.1814784844406384e-10
1.3900000000000001	1.7880440208812504e-09	3.310685784264487e-10	5.2896112953661515e-11	1.5560808913161982e-11	5.454194565689353e-11	1.522380227080243e-11	2.367460970458562e-10	3.570139722405745e-11	2.4622151686711397e-10	3.869951826711215e-11	3.0683754922351635e-10	1.2305063200539997e-10	1.4955842410314306e-10	4.619863566168853e-11	2.834845666731434e-09	3.5635269470338143e-10
