#pt	yield	yield*vn_cos[1]	 yield*vn_sin[1]	yield*vn_cos[2]	 yield*vn_sin[2]	yield*vn_cos[3]	 yield*vn_sin[3]	yield*vn_cos[4]	 yield*vn_sin[4]	yield*vn_cos[5]	 yield*vn_sin[5]	yield*vn_cos[6]	 yield*vn_sin[6]
2.0000000000e-01	4.7568965241e-04	-4.5650617789e-20	2.4251890700e-20	-1.7118981671e-20	3.4237963342e-20	2.2825308894e-20	-2.8531636118e-21	-4.4224035983e-20	5.1356945012e-20	-7.7748708422e-20	8.2741744742e-20	-1.2268603531e-19	-2.1113410727e-19
4.0000000000e-01	5.0458334715e-05	-3.2098090633e-21	-1.7832272574e-22	-7.1329090295e-22	3.5664545148e-21	3.5664545148e-21	-2.4965181603e-21	-3.7447772405e-21	4.2797454177e-21	-7.8907806139e-21	9.2727817384e-21	-1.2482590802e-20	-2.2825308894e-20
6.0000000000e-01	1.1067081099e-05	-6.2412954008e-22	3.5664545148e-22	-6.2412954008e-22	1.1145170359e-21	6.2412954008e-22	-1.7832272574e-22	-8.6932328797e-22	8.9161362869e-22	-1.5547512650e-21	1.7832272574e-21	-2.5856795232e-21	-4.9038749578e-21
8.0000000000e-01	3.3765180833e-06	-2.6748408861e-22	8.9161362869e-23	-1.1145170359e-22	4.0122613291e-22	1.8946789610e-22	-1.1145170359e-22	-2.8420184414e-22	3.1206477004e-22	-4.9317378837e-22	6.2412954008e-22	-8.3588777690e-22	-1.4711624873e-21
1.0000000000e+00	1.0978189698e-06	-6.6871022152e-23	2.7862925897e-24	-1.6717755538e-23	1.1702428877e-22	4.4580681434e-23	-1.1145170359e-23	-9.4733948048e-23	8.9161362869e-23	-1.4140434892e-22	2.0061306645e-22	-2.5633891825e-22	-4.7924232542e-22
1.2000000000e+00	3.5065424720e-07	-5.5725851793e-24	3.2738937928e-23	-1.6717755538e-23	1.9504048128e-23	1.5324609243e-23	-5.5725851793e-24	-3.4828657371e-23	3.9008096255e-23	-4.9282550179e-23	5.8512144383e-23	-8.7768216574e-23	-1.5324609243e-22
1.4000000000e+00	1.0880512976e-07	-6.9657314741e-24	-3.8311523108e-24	-6.2691583267e-24	1.1145170359e-23	4.8760120319e-24	-2.7862925897e-24	-8.7071643427e-24	1.0448597211e-23	-1.6282397321e-23	1.8807474980e-23	-2.7166352749e-23	-4.7366974024e-23
1.6000000000e+00	3.2937993326e-08	-1.0448597211e-24	-6.0950150399e-25	-2.0897194422e-24	2.6121493028e-24	1.0448597211e-24	-3.4828657371e-25	-3.0475075199e-24	3.1345791634e-24	-5.2896023382e-24	5.2242986056e-24	-8.4459494124e-24	-1.4628036096e-23
1.8000000000e+00	9.7876716942e-09	-1.2190030080e-24	-1.0883955428e-25	-3.4828657371e-25	6.9657314741e-25	3.4828657371e-25	-1.7414328685e-25	-7.8364479084e-25	1.1319313645e-24	-1.3931462948e-24	1.5672895817e-24	-2.5250776594e-24	-4.2665105279e-24
2.0000000000e+00	2.8688667286e-09	-1.5237537600e-25	2.3944701942e-25	-1.3060746514e-25	2.6121493028e-25	1.0883955428e-25	-1.0883955428e-25	-2.5577295257e-25	2.8298284114e-25	-4.0814832856e-25	4.1359030628e-25	-7.4010896913e-25	-1.2407709188e-24
