# pT 	1/Nev dN/dpT (2to2) 	error (2to2) 	1/Nev dN/dpT (Brems) 	error (Brems) 
0.02	0.0300521794218	0.000869752154021	109.227562107	0.0838692233799
0.06	0.358697957483	0.0030835246673	35.8523473231	0.0235520073006
0.1	0.785106055562	0.00399880927358	20.3058350362	0.0157371403923
0.14	1.04870526386	0.00448985601137	12.8971268056	0.0117938594223
0.18	1.13299838473	0.00400461209455	8.69180936266	0.00898292726551
0.22	1.12982495997	0.00390379219805	6.08057971826	0.00714269012355
0.26	1.07123160935	0.00345044961642	4.3755153093	0.0050495111209
0.3	0.988293602768	0.00317619558114	3.21051479944	0.00469577819204
0.34	0.893871706698	0.00282111514477	2.39313990192	0.0041841789994
0.38	0.795818134383	0.00246834893715	1.80694114141	0.00335085292071
0.42	0.710908387984	0.00222813368021	1.37407164079	0.00289484017412
0.46	0.628572138002	0.00196408363128	1.05418448805	0.00241384697698
0.5	0.551593527974	0.00179609666831	0.818196375454	0.00225738951465
0.54	0.486048927175	0.0014611890058	0.634030632572	0.00192803975214
0.58	0.430892129953	0.00139407233657	0.496521849697	0.00130980315834
0.62	0.380026870142	0.00124639234999	0.391786015806	0.00143969967305
0.66	0.33244448663	0.00108558447719	0.308198084014	0.00113151295019
0.7	0.294154100656	0.000978493283602	0.247072404393	0.00107755555539
0.74	0.258525232309	0.00084472128008	0.196779968684	0.000926881920895
0.78	0.228088108359	0.000795237832818	0.157813639141	0.000848532313277
0.82	0.201278226067	0.000737073386881	0.126589494149	0.000707377716517
0.86	0.177880055806	0.000637617756998	0.101375593914	0.00064913298709
0.9	0.157347170208	0.000577030053647	0.0819740440065	0.000563495234336
0.94	0.138514295205	0.000583365836756	0.066418378115	0.000502689404358
0.98	0.122457745676	0.000464319605329	0.0534873190788	0.000437519948455
1.02	0.108246027321	0.000409541859552	0.0437805281489	0.00045108784781
1.06	0.0965507325733	0.000366380532032	0.0351627683123	0.000355649832285
1.1	0.0849212417037	0.000353286228179	0.0290365048857	0.00030243105317
1.14	0.0749985138981	0.000303431352406	0.0235262524857	0.000290708120009
1.18	0.0668680031327	0.000310603691584	0.0191250193617	0.000272329829145
1.22	0.059190547364	0.00025980469673	0.0156703118286	0.000232893742444
1.26	0.0520631241082	0.000207343717447	0.0135789012179	0.000226077852323
1.3	0.0464888357416	0.000207139232273	0.0109708423407	0.000224429114135
1.34	0.0412349154217	0.000190992371952	0.00859368230451	0.000173784691684
1.38	0.0362296601232	0.000158168210697	0.00757256331218	0.000171440830462
1.42	0.0325144542172	0.000169170821799	0.00631685797166	0.000163244522138
1.46	0.0288128874862	0.000158823501881	0.00490303176339	0.000128265490328
1.5	0.0258871717379	0.000145753411758	0.00426908852438	0.00012303838238
1.54	0.0228668969423	0.000132227090594	0.00332753310395	0.00011121077735
1.58	0.0205884489223	0.000108792370307	0.00302804585365	0.000100975232639
1.62	0.0181626864952	0.00010815141458	0.00232115566271	9.11766506029e-05
1.66	0.0163899852248	9.31156115903e-05	0.00192393624252	7.10346530841e-05
1.7	0.014387104754	9.84623852184e-05	0.00175286697043	8.00090718455e-05
1.74	0.012921897936	8.56444626231e-05	0.00137470234801	6.69113554874e-05
1.78	0.0113597067188	8.38996460352e-05	0.00110578558928	5.84483571065e-05
1.82	0.0102503119038	7.50175782154e-05	0.000876309855422	5.23325809026e-05
1.86	0.00910050446041	6.53617551833e-05	0.0007966489706	4.88775297843e-05
1.9	0.00815847169493	6.72503876709e-05	0.000677454331542	4.21766040221e-05
1.94	0.00723908207177	6.17672511564e-05	0.000569799612378	4.89963428542e-05
1.98	0.00632764208926	5.3914435786e-05	0.000488291445012	3.93171504693e-05
2.02	0.00575581591955	5.08174087444e-05	0.000377124293341	3.1931555632e-05
2.06	0.00519006232936	5.11606749089e-05	0.000357536545326	3.75734393524e-05
2.1	0.00466051388809	5.02410174297e-05	0.000283082884228	3.14927112185e-05
2.14	0.00405052721635	3.95047945831e-05	0.000281241443988	3.33403342349e-05
2.18	0.00369222860773	4.3533732329e-05	0.000205492984847	2.78493279215e-05
2.22	0.0032835573388	3.48017010776e-05	0.000155846389405	2.08661364434e-05
2.26	0.00292505961092	3.14228678836e-05	0.000129070454738	1.93820622304e-05
2.3	0.00264213683186	3.13370003225e-05	8.02776457837e-05	1.91268662844e-05
2.34	0.00232198866472	2.89012949112e-05	0.000119386332835	2.1014140934e-05
2.38	0.00206588580181	2.42316828598e-05	9.8995237355e-05	1.58697947079e-05
2.42	0.0018860275159	2.52956877653e-05	4.1967123919e-05	1.0097450202e-05
2.46	0.00166918926054	2.33318976972e-05	8.99011881285e-05	1.83049571791e-05
2.5	0.00146880988456	2.19709620738e-05	6.16370178621e-05	1.4557356503e-05
2.54	0.00135463045602	2.37228085909e-05	2.22773246434e-05	6.99993547702e-06
2.58	0.00117767850922	1.87996375586e-05	3.1992253515e-05	9.35788492097e-06
2.62	0.00106637184673	1.78414648489e-05	3.35946377365e-05	1.34649910639e-05
2.66	0.000955533809115	1.49681847539e-05	2.61555459672e-05	8.03384193232e-06
2.7	0.000841228250008	1.6620447995e-05	1.42311627911e-05	5.70579656242e-06
2.74	0.000750989460493	1.46938229774e-05	2.0169859422e-05	7.35166253233e-06
2.78	0.000686131174759	1.28059651663e-05	2.21233979599e-05	8.52646789733e-06
2.82	0.000611924406351	1.20986301424e-05	3.77452735061e-06	3.20469584028e-06
